gwb_code_10,gwb_code_8,regio,gm_naam,recs,gwb_code,ind_wbi,a_inw,a_man,a_vrouw,a_hh,a_1p_hh,a_hh_z_k,a_hh_m_k,g_hhgro,bev_dich,a_woning,g_wozbag,p_1gezw,p_mgezw,p_bewndw,p_leegsw,p_koopw,p_huurw,p_wcorpw,p_ov_hw,p_e_o_w,p_bjj2k,p_bjo2k,g_ele,g_ele_ap,g_ele_tw,g_ele_hw,g_ele_2w,g_ele_vw,g_ele_hu,g_ele_ko,g_gas,g_gas_ap,g_gas_tw,g_gas_hw,g_gas_2w,g_gas_vw,g_gas_hu,g_gas_ko,p_stadsv,g_hh_sti,a_bedv,a_bed_a,a_bed_bf,a_bed_gi,a_bed_hj,a_bed_kl,a_bed_mn,a_bed_oq,a_bed_ru,a_pau,a_bst_b,a_bst_nb,g_pau_hh,g_pau_km,a_m2w,a_opp_ha,a_lan_ha,a_wat_ha,pst_mvp,pst_dekp,ste_mvs,ste_oad,g_hh_sti_2021,p_hh_osm_2021,p_hh_110_2021,p_hh_120_2021,m_hh_ver_2021
BU00140802,00140802,Westpoort,Groningen,Buurt,BU00140802,1,5,5,0,5,5,0,0,1,-99999,2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,20,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,10,5,5,-99999,-99999,0,138,125,13,9744,1,5,73,-99999,-99999,-99999,-99999,-99999
BU00140803,00140803,Vierverlaten,Groningen,Buurt,BU00140803,1,125,65,60,65,25,20,20,2,115,57,283,91,9,96,4,72,28,0,28,0,88,12,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,15,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,80,65,15,1,73,10,110,107,3,9744,1,5,332,-99999,-99999,-99999,-99999,-99999
BU00140804,00140804,Zuidwending,Groningen,Buurt,BU00140804,1,40,25,15,20,5,5,5,2,26,17,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,20,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,40,25,15,-99999,-99999,5,163,155,8,9745,1,5,227,-99999,-99999,-99999,-99999,-99999
BU00140805,00140805,Leegkerk,Groningen,Buurt,BU00140805,1,65,35,30,25,5,10,15,3,21,28,428,64,36,89,11,89,11,0,11,0,68,32,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,15,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,25,20,5,-99999,-99999,0,322,316,6,9746,1,5,209,-99999,-99999,-99999,-99999,-99999
BU00140806,00140806,Gravenburg,Groningen,Buurt,BU00140806,1,2165,1105,1060,715,70,185,460,3,1435,704,452,100,0,99,1,91,9,9,1,0,2,98,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,175,0,10,20,20,20,45,35,20,955,740,215,1,634,80,154,151,3,9746,1,5,477,-99999,1.4,2,2.4,224.1
BU00140809,00140809,Bangeweer,Groningen,Buurt,BU00140809,3,235,120,115,100,20,40,35,2,1475,98,283,96,4,97,3,88,12,0,12,0,99,1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,45,0,5,5,10,0,10,5,10,125,90,30,1,769,20,16,16,0,9744,1,4,517,-99999,7.4,7.4,8.3,129.2
BU00140810,00140810,De Buitenhof,Groningen,Buurt,BU00140810,1,1565,770,795,555,70,180,300,3,4415,553,520,100,0,99,1,92,8,7,1,0,86,14,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,160,0,5,5,10,25,60,35,15,650,460,190,1,1834,50,37,35,1,9727,1,5,398,-99999,0.7,1.3,2,344.3
BU00140811,00140811,Kranenburg,Groningen,Buurt,BU00140811,1,5,10,0,5,0,0,0,2,-99999,3,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,75,0,5,5,20,10,30,5,0,45,20,30,-99999,-99999,0,32,31,1,9727,1,5,399,-99999,-99999,-99999,-99999,-99999
BU00140812,00140812,De Kring,Groningen,Buurt,BU00140812,1,335,165,175,150,55,30,65,2,3632,57,260,100,0,100,0,9,91,89,2,0,18,82,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,35,0,5,15,0,5,0,0,10,125,90,35,1,1358,0,9,9,0,9727,1,4,527,-99999,43.1,52.8,55.6,1.2
BU00140900,00140900,Vinkhuizen-Noord,Groningen,Buurt,BU00140900,1,5945,3005,2940,3540,2135,760,645,2,6883,2808,231,41,59,98,2,23,77,60,17,0,94,6,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,350,0,50,40,40,10,70,70,65,1700,1485,215,1,1966,115,87,86,0,9743,1,1,2880,20.5,14.7,21.6,26.4,2.5
BU00140901,00140901,Vinkhuizen-Zuid,Groningen,Buurt,BU00140901,1,4835,2245,2590,2435,1225,510,700,2,4732,2323,238,45,55,96,4,23,77,69,8,0,80,20,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,295,0,40,55,20,5,55,55,60,1500,1250,255,1,1469,85,104,102,2,9743,1,1,2753,-99999,19.3,29.2,35.5,5
BU00140902,00140902,Hoendiep,Groningen,Buurt,BU00140902,1,110,65,45,60,30,20,10,2,219,41,238,90,10,88,12,85,15,0,15,0,100,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,250,0,25,75,35,20,55,20,20,135,90,45,2,269,55,53,50,3,9743,1,2,1854,-99999,-99999,-99999,-99999,-99999
BU00140903,00140903,Friesestraatweg,Groningen,Buurt,BU00140903,1,825,460,365,585,375,175,35,1,4462,570,213,11,89,96,4,0,100,0,100,0,2,98,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,120,0,10,10,20,10,25,30,15,230,190,45,0,1250,25,21,19,3,9743,1,1,3774,-99999,2.6,4,4.9,-6
BU00140904,00140904,Reitdiep,Groningen,Buurt,BU00140904,1,4275,2180,2095,1910,830,385,695,2,5061,1914,335,55,45,97,3,55,45,2,43,0,0,100,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,375,0,15,40,35,35,105,95,45,1475,1065,415,1,1750,130,97,84,12,9746,1,3,1443,-99999,2.4,3.2,3.9,158.3
BU00140905,00140905,Dorkwerd,Groningen,Buurt,BU00140905,1,80,45,35,40,15,10,10,2,40,37,345,95,5,95,5,76,24,0,24,0,97,3,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,20,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,35,25,10,-99999,-99999,5,203,200,3,9746,1,5,91,-99999,-99999,-99999,-99999,-99999
BU00140906,00140906,De Held,Groningen,Buurt,BU00140906,1,2480,1240,1245,1040,270,335,435,2,2751,1018,372,86,14,100,0,88,12,10,3,0,93,7,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,200,0,15,20,15,10,65,50,25,1145,875,270,1,1269,75,98,90,7,9745,5,3,1412,-99999,2.3,3.1,4.5,161.9
BU00140907,00140907,Westpark,Groningen,Buurt,BU00140907,1,100,60,35,65,35,20,10,2,139,20,301,15,85,100,0,75,25,0,25,0,30,70,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,30,0,5,0,5,0,0,5,10,55,40,10,1,76,10,82,70,12,9745,1,4,598,-99999,-99999,-99999,-99999,-99999
BU00140908,00140908,De Suikerzijde-Noord,Groningen,Buurt,BU00140908,2,400,190,210,370,360,5,10,1,767,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,50,0,5,5,0,5,15,5,10,35,25,10,0,65,0,77,52,25,9743,1,2,2079,-99999,-99999,-99999,-99999,-99999
BU00140909,00140909,De Suikerzijde-Zuid,Groningen,Buurt,BU00140909,3,20,10,15,10,10,0,5,2,34,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,5,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,0,-99999,-99999,0,74,65,9,9744,1,5,338,-99999,-99999,-99999,-99999,-99999
BU00141000,00141000,Selwerd,Groningen,Buurt,BU00141000,1,6210,3030,3180,4110,2930,595,585,2,7529,3170,227,29,71,95,5,21,79,54,25,0,94,6,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,355,0,25,60,35,5,85,75,70,1385,1200,185,0,1681,95,84,82,1,9741,1,1,4249,20.1,17.6,27.3,32.1,2
BU00141001,00141001,Paddepoel-Zuid,Groningen,Buurt,BU00141001,1,5255,2590,2660,3045,1925,480,645,2,9637,2854,257,27,73,97,3,21,78,59,20,0,44,56,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,270,0,15,30,35,15,75,60,30,1425,1165,260,1,2612,75,56,55,1,9742,1,1,5016,23.7,18.5,26.3,31.4,1.6
BU00141002,00141002,Paddepoel-Noord,Groningen,Buurt,BU00141002,1,6060,2965,3095,4065,2875,730,460,2,9177,3249,233,29,71,96,4,26,74,52,22,0,89,11,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,400,0,35,100,40,10,75,80,60,1595,1350,245,0,2413,80,67,66,1,9742,1,1,3981,21.3,16.3,23.4,28.2,5.8
BU00141003,00141003,Zernike Campus,Groningen,Buurt,BU00141003,1,5,5,0,10,5,0,0,1,-99999,4,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,145,0,20,15,20,10,50,20,15,25,10,10,-99999,-99999,0,202,187,15,9747,1,4,961,-99999,-99999,-99999,-99999,-99999
BU00141004,00141004,Selwerderhof,Groningen,Buurt,BU00141004,1,10,5,5,0,0,5,0,2,-99999,3,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,5,0,0,-99999,-99999,0,100,90,10,9741,5,3,1472,-99999,-99999,-99999,-99999,-99999
BU00141005,00141005,Tuinwijk,Groningen,Buurt,BU00141005,1,1490,730,765,985,680,165,135,2,9610,894,232,14,86,96,4,20,79,54,25,0,100,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,145,0,10,15,10,5,40,35,30,385,335,50,0,2467,25,16,16,0,9741,1,1,5776,-99999,17.9,25.2,29.7,2.2
BU00141100,00141100,Beijum-West,Groningen,Buurt,BU00141100,1,5885,2995,2890,3130,1535,715,875,2,5004,2991,225,71,29,98,2,62,38,25,13,0,99,1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,480,0,55,60,40,5,100,140,80,2300,1895,405,1,1958,220,120,118,2,9737,1,2,1685,27.3,10.5,15.3,17.5,58.3
BU00141101,00141101,Beijum-Oost,Groningen,Buurt,BU00141101,1,6125,3105,3020,3205,1595,610,1000,2,6562,3172,204,54,46,98,2,33,67,61,5,0,97,3,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,460,0,70,55,40,0,90,105,90,2095,1780,315,1,2246,135,94,93,1,9736,1,2,1521,24,18.8,28,31.7,4.9
BU00141102,00141102,De Hunze,Groningen,Buurt,BU00141102,1,2380,1180,1200,1070,285,420,365,2,4887,1007,372,98,2,100,0,97,3,0,3,0,92,8,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,210,0,15,20,20,5,65,55,30,1170,915,255,1,2400,120,50,49,1,9731,1,2,1638,-99999,1,1.1,1.4,187.8
BU00141103,00141103,Van Starkenborgh,Groningen,Buurt,BU00141103,1,910,465,445,315,35,100,180,3,5745,295,497,100,0,100,0,99,1,0,1,0,0,100,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,120,0,5,5,15,10,45,20,20,365,240,125,1,2305,40,18,16,3,9731,1,1,2671,-99999,0,0.3,0.7,263.6
BU00141104,00141104,Noorderhoogebrug,Groningen,Buurt,BU00141104,1,270,135,130,130,50,45,35,2,551,125,317,83,17,97,3,80,20,0,20,0,99,1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,60,0,15,5,0,5,15,10,10,200,165,35,2,410,35,51,49,2,9738,1,3,1190,-99999,6.5,11.3,12.1,177.7
BU00141105,00141105,Het Witte Lam,Groningen,Buurt,BU00141105,1,45,30,20,30,20,5,5,2,277,16,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,105,0,15,30,15,10,20,10,5,80,40,40,-99999,-99999,0,17,17,0,9738,1,3,1100,-99999,-99999,-99999,-99999,-99999
BU00141106,00141106,Koningslaagte,Groningen,Buurt,BU00141106,1,75,40,35,30,10,15,10,3,11,26,510,92,8,100,0,73,27,0,27,0,88,12,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,20,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,35,30,5,-99999,-99999,15,698,686,12,9738,1,5,210,-99999,-99999,-99999,-99999,-99999
BU00141107,00141107,Hunzeboord,Groningen,Buurt,BU00141107,1,5,5,0,0,0,5,0,2,-99999,1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,0,-99999,-99999,0,23,23,0,9731,1,2,1519,-99999,-99999,-99999,-99999,-99999
BU00141200,00141200,Lewenborg-Noord,Groningen,Buurt,BU00141200,1,3620,1715,1905,1860,890,425,540,2,6087,1843,234,52,48,98,2,37,63,54,9,0,91,9,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,240,0,45,50,15,5,30,55,35,1300,1090,210,1,2184,90,59,59,0,9733,1,3,1391,-99999,17,24,28,10.9
BU00141201,00141201,Lewenborg-Zuid,Groningen,Buurt,BU00141201,1,3385,1680,1700,1610,650,395,565,2,5620,1582,245,69,31,98,2,58,42,38,4,0,90,10,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,250,0,40,20,30,5,55,55,45,1330,1110,225,1,2213,100,62,60,2,9732,1,2,1504,-99999,11.6,16.8,21.2,44.1
BU00141202,00141202,Lewenborg-West,Groningen,Buurt,BU00141202,1,1715,830,880,840,320,265,250,2,3226,818,250,70,30,98,2,81,19,0,19,0,100,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,160,0,20,15,15,0,30,50,25,750,630,120,1,1416,55,55,53,2,9732,1,3,1475,-99999,4.8,6.8,7.9,93.8
BU00141203,00141203,Oosterhoogebrug,Groningen,Buurt,BU00141203,1,2175,1120,1055,1145,480,385,280,2,2565,1094,318,73,27,95,5,60,40,31,9,0,79,21,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,325,0,45,75,25,15,70,60,35,1080,835,245,1,1273,125,96,85,12,9731,1,3,1470,-99999,6,9.7,11.8,78.5
BU00141204,00141204,Ulgersmaborg,Groningen,Buurt,BU00141204,1,2265,1115,1155,960,240,315,400,2,2258,920,351,94,6,98,2,74,26,16,10,0,84,16,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,360,0,55,70,25,20,75,60,50,1030,830,200,1,1028,95,105,100,4,9731,1,2,1680,-99999,5.5,7.8,9,150.5
BU00141205,00141205,Hunzepark,Groningen,Buurt,BU00141205,1,0,0,0,0,0,0,0,-99999,-99999,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,10,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,45,15,30,-99999,-99999,0,7,7,0,9735,1,3,1170,-99999,-99999,-99999,-99999,-99999
BU00141206,00141206,Zilvermeer,Groningen,Buurt,BU00141206,1,215,105,105,90,15,35,35,3,3485,86,477,100,0,98,2,100,0,0,0,0,100,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,25,0,0,5,5,5,5,5,0,115,85,30,1,1874,5,7,6,1,9735,1,3,1374,-99999,-99999,-99999,-99999,-99999
BU00141207,00141207,Kardinge,Groningen,Buurt,BU00141207,1,0,0,0,0,0,5,0,2,-99999,1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,20,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,0,-99999,-99999,0,112,98,14,9735,1,3,1241,-99999,-99999,-99999,-99999,-99999
BU00141208,00141208,Drielanden,Groningen,Buurt,BU00141208,1,915,455,455,395,100,140,155,2,3969,391,351,100,0,100,0,92,8,7,1,0,100,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,75,0,5,5,10,5,25,20,10,405,300,105,1,1746,30,25,23,2,9734,1,3,1083,-99999,1.8,3.4,4.4,212.1
BU00141209,00141209,Noorddijk,Groningen,Buurt,BU00141209,1,95,40,50,40,15,15,10,2,42,43,462,91,9,95,5,91,7,0,7,2,100,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,30,5,5,5,0,0,10,5,5,60,40,20,-99999,-99999,5,224,219,6,9734,1,4,814,-99999,-99999,-99999,-99999,-99999
BU00141210,00141210,Ruischerbrug,Groningen,Buurt,BU00141210,1,470,220,250,225,80,75,65,2,2448,222,308,92,8,98,2,74,26,21,5,0,74,26,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,60,0,15,10,0,0,10,15,5,220,175,45,1,1143,25,26,19,7,9734,1,3,1065,-99999,4.5,6.7,12.1,144.7
BU00141211,00141211,Ruischerwaard,Groningen,Buurt,BU00141211,1,1255,615,635,510,105,180,230,3,5598,513,339,100,0,99,1,93,7,5,2,0,100,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,100,0,10,15,10,5,20,25,15,570,460,105,1,2544,45,28,22,6,9734,1,3,1214,-99999,1.4,1.8,2,147.7
BU00141300,00141300,Middelbert,Groningen,Buurt,BU00141300,1,110,50,55,40,10,10,15,3,35,41,487,90,10,93,7,78,22,10,12,0,90,10,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,15,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,60,40,20,-99999,-99999,10,342,310,31,9723,1,5,209,-99999,-99999,-99999,-99999,-99999
BU00141301,00141301,Engelbert,Groningen,Buurt,BU00141301,1,910,465,440,385,100,125,160,2,277,374,390,93,7,98,2,80,20,16,5,0,85,15,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,130,0,15,30,10,10,20,25,20,450,325,125,1,138,55,336,327,8,9723,1,5,115,-99999,4.1,7.4,9.6,199.7
BU00141302,00141302,Klein Harkstede,Groningen,Buurt,BU00141302,1,80,35,45,35,5,15,10,2,514,32,420,100,0,94,6,100,0,0,0,0,88,13,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,10,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,45,30,15,-99999,-99999,5,19,16,3,9723,1,5,342,-99999,-99999,-99999,-99999,-99999
BU00141400,00141400,Meeroevers,Groningen,Buurt,BU00141400,1,1665,840,830,515,30,120,360,3,3649,485,558,100,0,98,2,94,6,0,6,0,0,100,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,175,0,20,15,5,30,50,40,15,705,490,215,1,1547,55,85,46,39,9613,1,5,232,-99999,0.6,1.1,1.3,180
BU00141401,00141401,Harkstede GN,Groningen,Buurt,BU00141401,1,205,110,95,95,40,15,35,2,27,74,393,97,3,96,4,78,22,0,22,0,92,8,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,40,5,5,5,5,0,0,10,10,105,75,35,1,14,35,813,769,44,9614,1,5,116,-99999,-99999,-99999,-99999,-99999
BU00141402,00141402,Lageland GN,Groningen,Buurt,BU00141402,1,80,45,40,30,5,10,15,3,14,29,376,100,0,100,0,76,24,0,24,0,93,7,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,20,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,55,30,25,-99999,-99999,50,613,579,34,9622,1,5,84,-99999,-99999,-99999,-99999,-99999
BU00141403,00141403,Groenewei,Groningen,Buurt,BU00141403,1,455,225,230,165,15,65,90,3,1303,153,462,100,0,81,19,99,1,0,1,0,0,100,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,25,0,0,0,5,0,10,5,0,240,175,65,1,683,25,40,35,5,9613,1,5,302,-99999,-99999,-99999,-99999,-99999
BU00141404,00141404,Tersluis,Groningen,Buurt,BU00141404,1,1135,585,550,345,25,80,245,3,2840,303,538,96,4,99,1,93,7,6,1,0,0,100,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,75,0,10,5,5,5,20,20,5,410,315,100,1,1030,35,59,40,19,9613,1,5,233,-99999,0,0.4,0.4,124
BU00141405,00141405,De Zeilen,Groningen,Buurt,BU00141405,1,260,135,130,85,0,35,50,3,328,62,730,100,0,94,6,100,0,0,0,0,2,98,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,30,0,5,5,0,5,10,5,5,125,80,45,2,159,10,107,79,28,9613,1,5,162,-99999,-99999,-99999,-99999,-99999
BU00141406,00141406,De Wierden,Groningen,Buurt,BU00141406,1,0,0,0,0,0,0,0,-99999,-99999,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,5,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,0,-99999,-99999,0,59,52,7,9613,1,5,174,-99999,-99999,-99999,-99999,-99999
BU00141500,00141500,Ten Boer Dorp,Groningen,Buurt,BU00141500,1,4420,2180,2235,1835,545,580,710,2,1965,1886,256,84,16,94,6,73,27,22,5,0,72,28,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,330,10,50,45,20,20,65,70,45,2230,1840,390,1,993,235,228,225,3,9791,1,4,559,-99999,4.8,7.6,9.4,107.4
BU00141501,00141501,Buitengebied Ten Boer-Zuid,Groningen,Buurt,BU00141501,1,85,40,45,40,10,20,10,2,18,38,396,100,0,97,3,95,5,0,5,0,95,5,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,20,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,35,30,10,-99999,-99999,5,468,461,7,9791,1,5,159,-99999,-99999,-99999,-99999,-99999
BU00141502,00141502,Garmerwolde,Groningen,Buurt,BU00141502,1,510,260,250,225,60,100,70,2,89,226,329,99,1,99,1,83,17,12,5,0,92,8,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,95,10,10,15,0,5,15,20,20,315,220,95,1,55,25,586,575,11,9798,1,5,82,-99999,4.1,5.9,6.3,191.4
