scenario,scenario_name,iteration,year,nbh_in_grid_congestion_perc,nbh_with_dh_perc,heating_system,ownership,installed_current,installed_annually,removed_annually,installed_cumulative,avg_att,avg_util,avg_sub_norm,avg_eac,avg_pbc,SLF,ELF,GRR,DHCT,DHES,SHAES,DHCO,GCHPB
1,baseline,1,2024,0.0,0.0,NATURAL_GAS_BOILER,TOTAL,211360,211360,0,211360,0.0,0.0,0.0,0.0,0.0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2025,0.0,0.0,NATURAL_GAS_BOILER,TOTAL,197847,7852,21365,219212,0.009995108940598204,0.02153920209026129,0.02380606439252798,52.45270172320683,0.025387233140148943,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2026,0.0,0.0,NATURAL_GAS_BOILER,TOTAL,189854,8953,16946,228165,0.005417752908076549,0.01161993221284506,0.011416010668956209,28.407026718094556,0.013687325314434621,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2027,0.0,0.0,NATURAL_GAS_BOILER,TOTAL,181521,7334,15667,235499,0.0069119292832154795,0.015092224035751925,0.013304734422143555,36.48071824616381,0.017818988953264107,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2028,0.0,0.0,NATURAL_GAS_BOILER,TOTAL,174348,7654,14827,243153,0.006922177253097198,0.014913360914825625,0.012022530794271997,36.19128742148558,0.01757708880206847,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2029,0.0,0.0,NATURAL_GAS_BOILER,TOTAL,165910,8654,17092,251807,0.004984060255511988,0.010800000987972834,0.007601908206561815,26.07955621038188,0.01273864789879305,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2030,0.0,0.0,NATURAL_GAS_BOILER,TOTAL,161472,13969,18407,265776,0.001819261388115905,0.003968114156888621,0.002407312077806055,9.47715237655334,0.004684398413146181,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2031,0.0,0.0,NATURAL_GAS_BOILER,TOTAL,153597,15414,23289,281190,0.0020167450949479296,0.004469194368661854,0.0022687532848815885,10.54090392116082,0.005286677459899813,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2032,0.0,0.0,NATURAL_GAS_BOILER,TOTAL,147549,15347,21395,296537,0.0017463698156234058,0.0037762124426545616,0.0016004774998094554,9.068546062409206,0.004452826651664937,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2033,0.0,0.0,NATURAL_GAS_BOILER,TOTAL,138898,8351,17002,304888,0.004131230193118227,0.009112798547186919,0.0029346551631039717,21.22148988181908,0.010773321331876482,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2034,0.0,0.0,NATURAL_GAS_BOILER,TOTAL,128322,5520,16096,310408,0.006167648462859565,0.013530526757358854,0.0030565777614049694,30.532199592320136,0.015984819522191968,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2035,0.0,0.0,NATURAL_GAS_BOILER,TOTAL,119418,5776,14680,316184,0.00464922842084866,0.009987296413628482,0.0012764831859113136,23.77639668683329,0.011766652411221785,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2036,0.0,0.0,NATURAL_GAS_BOILER,TOTAL,115087,10263,14594,326447,0.0015997757802734814,0.0033694996785579075,1.7003301871868742E-4,8.17399302119936,0.003959407644652737,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2037,0.0,0.0,NATURAL_GAS_BOILER,TOTAL,115037,7802,7852,334249,0.005654705011004021,0.010086384528573134,6.005818824544985E-4,20.90152303697045,0.011563611034429506,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2038,0.0,0.0,NATURAL_GAS_BOILER,TOTAL,116016,9932,8953,344181,0.0030411816934326433,0.005322196586079226,2.7897879852487896E-4,12.656495509808352,0.00608253488362808,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
