scenario,iteration,year,heating_system,ownership,installed_cumulative,installed_current,avg_att,avg_util,avg_sub_norm,avg_eac,avg_pbc,removed_this_year
1,baseline,1,2032,NATURAL_GAS_BOILER,SOCIAL_HOUSING,62324,12948,14598,97289,0.0,0.0,0.0,1274.255174544331,0.0
1,baseline,1,2033,NATURAL_GAS_BOILER,SOCIAL_HOUSING,61216,10323,11431,107612,0.0,0.0,0.0,1307.6338273757628,0.0
1,baseline,1,2034,NATURAL_GAS_BOILER,SOCIAL_HOUSING,61009,5284,5491,112896,0.0,0.0,0.0,1293.0454201362604,0.0
1,baseline,1,2035,NATURAL_GAS_BOILER,SOCIAL_HOUSING,61529,2954,2434,115850,0.0,0.0,0.0,1262.9759647935002,0.0
1,baseline,1,2036,NATURAL_GAS_BOILER,SOCIAL_HOUSING,61887,2011,1653,117861,0.0,0.0,0.0,1243.7270014917951,0.0
1,baseline,1,2037,NATURAL_GAS_BOILER,SOCIAL_HOUSING,62264,1910,1533,119771,0.0,0.0,0.0,1382.3623036649215,0.0
1,baseline,1,2038,NATURAL_GAS_BOILER,SOCIAL_HOUSING,62732,1877,1409,121648,0.0,0.0,0.0,1303.5386254661694,0.0
1,baseline,1,2039,NATURAL_GAS_BOILER,SOCIAL_HOUSING,62898,1441,1275,123089,0.0,0.0,0.0,1432.879250520472,0.0
1,baseline,1,2040,NATURAL_GAS_BOILER,SOCIAL_HOUSING,62981,366,283,123455,0.0,0.0,0.0,1253.5136612021859,0.0
1,baseline,1,2041,NATURAL_GAS_BOILER,SOCIAL_HOUSING,63014,466,433,123921,0.0,0.0,0.0,1116.7961373390558,0.0
1,baseline,1,2042,NATURAL_GAS_BOILER,SOCIAL_HOUSING,61969,1484,2529,125405,0.0,0.0,0.0,1261.8483827493262,0.0
1,baseline,1,2043,NATURAL_GAS_BOILER,SOCIAL_HOUSING,61184,2877,3662,128282,0.0,0.0,0.0,1099.044143204727,0.0
1,baseline,1,2044,NATURAL_GAS_BOILER,SOCIAL_HOUSING,59650,1800,3334,130082,0.0,0.0,0.0,1284.9022222222222,0.0
1,baseline,1,2045,NATURAL_GAS_BOILER,SOCIAL_HOUSING,57646,3011,5015,133093,0.0,0.0,0.0,1197.743938890734,0.0
1,baseline,1,2046,NATURAL_GAS_BOILER,SOCIAL_HOUSING,54728,5420,8338,138513,0.0,0.0,0.0,1205.4830258302584,0.0
1,baseline,1,2047,NATURAL_GAS_BOILER,SOCIAL_HOUSING,50347,8705,13086,147218,0.0,0.0,0.0,1181.7039632395174,0.0
1,baseline,1,2048,NATURAL_GAS_BOILER,SOCIAL_HOUSING,46048,6058,10357,153276,0.0,0.0,0.0,1221.6862000660285,0.0
1,baseline,1,2049,NATURAL_GAS_BOILER,SOCIAL_HOUSING,44234,3514,5328,156790,0.0,0.0,0.0,1177.018782014798,0.0
1,baseline,1,2050,NATURAL_GAS_BOILER,SOCIAL_HOUSING,43184,1959,3009,158749,0.0,0.0,0.0,1129.24247064829,0.0
1,baseline,1,2023,NATURAL_GAS_BOILER,PRIVATELY_RENTED,35782,35782,0,35782,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2024,NATURAL_GAS_BOILER,PRIVATELY_RENTED,36286,4897,4393,40679,0.0,0.0,0.0,1411.1241576475393,0.0
1,baseline,1,2025,NATURAL_GAS_BOILER,PRIVATELY_RENTED,36569,3094,2811,43773,0.0,0.0,0.0,1391.7950872656754,0.0
1,baseline,1,2026,NATURAL_GAS_BOILER,PRIVATELY_RENTED,36782,2908,2695,46681,0.0,0.0,0.0,1394.550894085282,0.0
1,baseline,1,2027,NATURAL_GAS_BOILER,PRIVATELY_RENTED,36921,2781,2642,49462,0.0,0.0,0.0,1408.9180151024811,0.0
1,baseline,1,2028,NATURAL_GAS_BOILER,PRIVATELY_RENTED,37057,2750,2614,52212,0.0,0.0,0.0,1384.9792727272727,0.0
1,baseline,1,2029,NATURAL_GAS_BOILER,PRIVATELY_RENTED,37123,2832,2766,55044,0.0,0.0,0.0,1359.5547316384182,0.0
1,baseline,1,2030,NATURAL_GAS_BOILER,PRIVATELY_RENTED,37270,3205,3058,58249,0.0,0.0,0.0,1309.9148205928236,0.0
1,baseline,1,2031,NATURAL_GAS_BOILER,PRIVATELY_RENTED,37204,2855,2921,61104,0.0,0.0,0.0,1327.7768826619965,0.0
1,baseline,1,2032,NATURAL_GAS_BOILER,PRIVATELY_RENTED,37295,3205,3114,64309,0.0,0.0,0.0,1286.163806552262,0.0
1,baseline,1,2033,NATURAL_GAS_BOILER,PRIVATELY_RENTED,37203,2654,2746,66963,0.0,0.0,0.0,1325.6269781461945,0.0
1,baseline,1,2034,NATURAL_GAS_BOILER,PRIVATELY_RENTED,36851,2353,2705,69316,0.0,0.0,0.0,1351.5767105822354,0.0
1,baseline,1,2035,NATURAL_GAS_BOILER,PRIVATELY_RENTED,36555,2254,2550,71570,0.0,0.0,0.0,1371.1606033717835,0.0
1,baseline,1,2036,NATURAL_GAS_BOILER,PRIVATELY_RENTED,34971,4080,5664,75650,0.0,0.0,0.0,1357.1816176470588,0.0
1,baseline,1,2037,NATURAL_GAS_BOILER,PRIVATELY_RENTED,34034,2157,3094,77807,0.0,0.0,0.0,1315.8910523875754,0.0
1,baseline,1,2038,NATURAL_GAS_BOILER,PRIVATELY_RENTED,33219,2093,2908,79900,0.0,0.0,0.0,1319.0836120401339,0.0
1,baseline,1,2039,NATURAL_GAS_BOILER,PRIVATELY_RENTED,32466,2028,2781,81928,0.0,0.0,0.0,1297.474358974359,0.0
1,baseline,1,2040,NATURAL_GAS_BOILER,PRIVATELY_RENTED,31657,1941,2750,83869,0.0,0.0,0.0,1289.9397217928902,0.0
1,baseline,1,2041,NATURAL_GAS_BOILER,PRIVATELY_RENTED,30904,2079,2832,85948,0.0,0.0,0.0,1258.2207792207791,0.0
1,baseline,1,2042,NATURAL_GAS_BOILER,PRIVATELY_RENTED,30058,2359,3205,88307,0.0,0.0,0.0,1232.4345061466722,0.0
1,baseline,1,2043,NATURAL_GAS_BOILER,PRIVATELY_RENTED,29338,2135,2855,90442,0.0,0.0,0.0,1230.8426229508198,0.0
1,baseline,1,2044,NATURAL_GAS_BOILER,PRIVATELY_RENTED,28527,2394,3205,92836,0.0,0.0,0.0,1211.8354218880534,0.0
1,baseline,1,2045,NATURAL_GAS_BOILER,PRIVATELY_RENTED,27811,1938,2654,94774,0.0,0.0,0.0,1248.219298245614,0.0
1,baseline,1,2046,NATURAL_GAS_BOILER,PRIVATELY_RENTED,27157,1699,2353,96473,0.0,0.0,0.0,1281.3537374926427,0.0
1,baseline,1,2047,NATURAL_GAS_BOILER,PRIVATELY_RENTED,26513,1610,2254,98083,0.0,0.0,0.0,1295.8273291925466,0.0
1,baseline,1,2048,NATURAL_GAS_BOILER,PRIVATELY_RENTED,25293,2860,4080,100943,0.0,0.0,0.0,1283.8538461538462,0.0
1,baseline,1,2049,NATURAL_GAS_BOILER,PRIVATELY_RENTED,24665,1529,2157,102472,0.0,0.0,0.0,1229.5474166121649,0.0
1,baseline,1,2050,NATURAL_GAS_BOILER,PRIVATELY_RENTED,24136,1564,2093,104036,0.0,0.0,0.0,1212.4641943734016,0.0
1,baseline,1,2023,NATURAL_GAS_BLOCK,TOTAL,27305,27305,0,27305,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2024,NATURAL_GAS_BLOCK,TOTAL,24930,0,2375,27305,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2025,NATURAL_GAS_BLOCK,TOTAL,23413,0,1517,27305,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2026,NATURAL_GAS_BLOCK,TOTAL,21964,0,1449,27305,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2027,NATURAL_GAS_BLOCK,TOTAL,20286,0,1678,27305,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2028,NATURAL_GAS_BLOCK,TOTAL,18323,0,1963,27305,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2029,NATURAL_GAS_BLOCK,TOTAL,16471,0,1852,27305,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2030,NATURAL_GAS_BLOCK,TOTAL,14199,0,2272,27305,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2031,NATURAL_GAS_BLOCK,TOTAL,11718,0,2481,27305,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2032,NATURAL_GAS_BLOCK,TOTAL,8277,0,3441,27305,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2033,NATURAL_GAS_BLOCK,TOTAL,5360,0,2917,27305,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2034,NATURAL_GAS_BLOCK,TOTAL,3085,0,2275,27305,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2035,NATURAL_GAS_BLOCK,TOTAL,1250,0,1835,27305,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2036,NATURAL_GAS_BLOCK,TOTAL,536,0,714,27305,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2037,NATURAL_GAS_BLOCK,TOTAL,320,0,216,27305,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2038,NATURAL_GAS_BLOCK,TOTAL,137,0,183,27305,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2039,NATURAL_GAS_BLOCK,TOTAL,38,0,99,27305,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2040,NATURAL_GAS_BLOCK,TOTAL,33,0,5,27305,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2041,NATURAL_GAS_BLOCK,TOTAL,31,0,2,27305,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2042,NATURAL_GAS_BLOCK,TOTAL,28,0,3,27305,0.0,0.0,0.0,0.0,0.0
1,baseline,1,2043,NATURAL_GAS_BLOCK,TOTAL,27,0,1,27305,0.0,0.0,0.0,0.0,0.0
