scenario,scenario_name,iteration,dwelling_id,type,ownership,construction_year,adoption_year,hs_nb,old_hs,old_hs_age,trigger,adopted_hs,hs_in_ranking,hs_rank,hs_utility,hs_EAC,hs_PBC,hs_SN,hs_att
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,1998,2024,1,NATURAL_GAS_BOILER,4,initialization,NONE,NONE,0,0,0,0,0,0
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,1998,2032,2,NATURAL_GAS_BOILER,12,end_of_life,HYBRID_HEAT_PUMP,HYBRID_HEAT_PUMP,1,0.6737039774357988,1144.0,0.7064896073903002,0.36567071914280286,0.8505947159107892
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,1998,2032,2,NATURAL_GAS_BOILER,12,end_of_life,HYBRID_HEAT_PUMP,DISTRICT_HEATING,2,0.6178334702426951,1708.0,0.6713629663227123,0.3419084805090653,0.8505947159107892
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,1998,2032,2,NATURAL_GAS_BOILER,12,end_of_life,HYBRID_HEAT_PUMP,ELECTRIC_HEAT_PUMP,3,0.5950302224847065,1257.0,0.71227190530988,0.07168842957950779,0.6494052840892108
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,1998,2032,2,NATURAL_GAS_BOILER,12,end_of_life,HYBRID_HEAT_PUMP,NATURAL_GAS_BOILER,4,0.5871605542487216,1522.0,0.717974718710932,0.6009394694756249,0.35059471591078917
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,1998,2032,2,NATURAL_GAS_BOILER,12,end_of_life,HYBRID_HEAT_PUMP,NATURAL_GAS_BLOCK,5,0.5094443791442197,1522.0,0.6680441728017781,0.06778973549483316,0.35059471591078917
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,1998,2047,3,HYBRID_HEAT_PUMP,15,end_of_life,HYBRID_HEAT_PUMP,HYBRID_HEAT_PUMP,1,0.7773651523370781,1102.0,0.7596356415126921,0.775053632060911,0.8505947159107892
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,1998,2047,3,HYBRID_HEAT_PUMP,15,end_of_life,HYBRID_HEAT_PUMP,DISTRICT_HEATING,2,0.6149851010589211,1704.0,0.6679507367000337,0.33502588728520666,0.8505947159107892
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,1998,2047,3,HYBRID_HEAT_PUMP,15,end_of_life,HYBRID_HEAT_PUMP,ELECTRIC_HEAT_PUMP,3,0.592780153351253,1170.0,0.6988732872834333,0.1117824868845736,0.6494052840892108
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,1998,2047,3,HYBRID_HEAT_PUMP,15,end_of_life,HYBRID_HEAT_PUMP,NATURAL_GAS_BOILER,4,0.5072644822554411,1521.0,0.664691289966924,0.06845403550832306,0.35059471591078917
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,1998,2047,3,HYBRID_HEAT_PUMP,15,end_of_life,HYBRID_HEAT_PUMP,NATURAL_GAS_BLOCK,5,0.5015599792964142,1522.0,0.664691289966924,0.0,0.35059471591078917
1,baseline,1,9,TERRACED,PRIVATELY_OWNED,2005,2024,1,NATURAL_GAS_BOILER,9,initialization,NONE,NONE,0,0,0,0,0,0
1,baseline,1,9,TERRACED,PRIVATELY_OWNED,2005,2027,2,NATURAL_GAS_BOILER,12,end_of_life,HYBRID_HEAT_PUMP,ELECTRIC_HEAT_PUMP,1,0.6284663293060553,1088.0,0.6721990315578561,0.20513231545422014,0.8768695341506876
1,baseline,1,9,TERRACED,PRIVATELY_OWNED,2005,2027,2,NATURAL_GAS_BOILER,12,end_of_life,HYBRID_HEAT_PUMP,NATURAL_GAS_BOILER,2,0.6119799823521703,753.0,0.7717834687931299,0.9232311061823811,0.12313046584931242
1,baseline,1,9,TERRACED,PRIVATELY_OWNED,2005,2027,2,NATURAL_GAS_BOILER,12,end_of_life,HYBRID_HEAT_PUMP,DISTRICT_HEATING,3,0.5901324126269579,837.0,0.7212117410938284,0.06563409107424321,0.6231304658493124
1,baseline,1,9,TERRACED,PRIVATELY_OWNED,2005,2027,2,NATURAL_GAS_BOILER,12,end_of_life,HYBRID_HEAT_PUMP,HYBRID_HEAT_PUMP,4,0.5467147029847558,936.0,0.6642894380148056,0.0,0.6231304658493124
1,baseline,1,9,TERRACED,PRIVATELY_OWNED,2005,2027,2,NATURAL_GAS_BOILER,12,end_of_life,HYBRID_HEAT_PUMP,NATURAL_GAS_BLOCK,5,0.5071193857759027,753.0,0.7217834687931299,0.06490394726716779,0.12313046584931242
1,baseline,1,9,TERRACED,PRIVATELY_OWNED,2005,2042,3,HYBRID_HEAT_PUMP,15,end_of_life,ELECTRIC_HEAT_PUMP,ELECTRIC_HEAT_PUMP,1,0.8049154620198042,578.0,0.7381558094920344,1.0,0.8768695341506876
1,baseline,1,9,TERRACED,PRIVATELY_OWNED,2005,2042,3,HYBRID_HEAT_PUMP,15,end_of_life,ELECTRIC_HEAT_PUMP,HYBRID_HEAT_PUMP,2,0.6453081116554715,488.0,0.7831960827954596,0.11593387290167825,0.6231304658493124
1,baseline,1,9,TERRACED,PRIVATELY_OWNED,2005,2042,3,HYBRID_HEAT_PUMP,15,end_of_life,ELECTRIC_HEAT_PUMP,DISTRICT_HEATING,3,0.5839503618792782,831.0,0.7201429263565892,0.0,0.6231304658493124
1,baseline,1,9,TERRACED,PRIVATELY_OWNED,2005,2042,3,HYBRID_HEAT_PUMP,15,end_of_life,ELECTRIC_HEAT_PUMP,NATURAL_GAS_BOILER,4,0.5064108222067699,752.0,0.7207320687611144,0.06481238469369849,0.12313046584931242
