scenario,scenario_name,iteration,dwelling_id,type,ownership,construction_year,adoption_year,hs_nb,old_hs,old_hs_age,trigger,adopted_hs,hs_in_ranking,hs_rank,hs_utility,hs_EAC,hs_PBC,hs_SN,hs_att
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,1998,2024,1,NATURAL_GAS_BOILER,9,initialization,NONE,NONE,0,0,0,0,0,0
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,1998,2027,2,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,ELECTRIC_HEAT_PUMP,1,0.6821777832144029,1630.0,0.7154485692188708,0.419180810929787,0.8120916114811471
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,1998,2027,2,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,DISTRICT_HEATING,2,0.6053908827391304,1569.0,0.7278850319506119,0.06579356022696406,0.6879083885188529
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,1998,2027,2,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,NATURAL_GAS_BOILER,3,0.6024739486065958,1409.0,0.761105577689243,0.765025984727499,0.18790838851885294
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,1998,2027,2,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,HYBRID_HEAT_PUMP,4,0.5927932859413265,1489.0,0.7006888825324179,0.0660957969994347,0.6879083885188529
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,1998,2027,2,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,NATURAL_GAS_BLOCK,5,0.5137296524130368,1409.0,0.7236173814898419,0.0,0.18790838851885294
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,1998,2042,3,ELECTRIC_HEAT_PUMP,15,end_of_life,ELECTRIC_HEAT_PUMP,ELECTRIC_HEAT_PUMP,1,0.8393598867849228,1098.0,0.8060169273070974,1.0,0.8120916114811471
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,1998,2042,3,ELECTRIC_HEAT_PUMP,15,end_of_life,ELECTRIC_HEAT_PUMP,HYBRID_HEAT_PUMP,2,0.6308606707545595,1026.0,0.7588451183582241,0.06187516257560788,0.6879083885188529
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,1998,2042,3,ELECTRIC_HEAT_PUMP,15,end_of_life,ELECTRIC_HEAT_PUMP,DISTRICT_HEATING,3,0.6065589310078475,1564.0,0.7298233695652174,0.06430343853472442,0.6879083885188529
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,1998,2042,3,ELECTRIC_HEAT_PUMP,15,end_of_life,ELECTRIC_HEAT_PUMP,NATURAL_GAS_BLOCK,4,0.5149678537826781,1409.0,0.7254746835443038,0.0,0.18790838851885294
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,1998,2042,3,ELECTRIC_HEAT_PUMP,15,end_of_life,ELECTRIC_HEAT_PUMP,NATURAL_GAS_BOILER,5,0.5149601223224386,1408.0,0.7254630863539446,0.0,0.18790838851885294
1,baseline,1,33,TERRACED,PRIVATELY_OWNED,1996,2024,1,NATURAL_GAS_BOILER,2,initialization,NONE,NONE,0,0,0,0,0,0
1,baseline,1,33,TERRACED,PRIVATELY_OWNED,1996,2034,2,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,ELECTRIC_HEAT_PUMP,1,0.7783576192925014,966.0,0.7367701056779509,0.9290266562008305,0.7940386368423742
1,baseline,1,33,TERRACED,PRIVATELY_OWNED,1996,2034,2,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,DISTRICT_HEATING,2,0.6406089661441012,793.0,0.7775047184649261,0.055347119694554095,0.7059613631576258
1,baseline,1,33,TERRACED,PRIVATELY_OWNED,1996,2034,2,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,HYBRID_HEAT_PUMP,3,0.6151385498268677,876.0,0.731404014308426,0.05925387856987593,0.7059613631576258
1,baseline,1,33,TERRACED,PRIVATELY_OWNED,1996,2034,2,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,NATURAL_GAS_BOILER,4,0.6124310321631687,719.0,0.8156708258296886,0.4118830530052636,0.2059613631576258
1,baseline,1,33,TERRACED,PRIVATELY_OWNED,1996,2034,2,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,NATURAL_GAS_BLOCK,5,0.55310744441273,720.0,0.7781708258296886,0.0,0.2059613631576258
1,baseline,1,33,TERRACED,PRIVATELY_OWNED,1996,2049,3,ELECTRIC_HEAT_PUMP,15,end_of_life,ELECTRIC_HEAT_PUMP,ELECTRIC_HEAT_PUMP,1,0.8529135562909742,524.0,0.8308606752258677,1.0,0.7940386368423742
1,baseline,1,33,TERRACED,PRIVATELY_OWNED,1996,2049,3,ELECTRIC_HEAT_PUMP,15,end_of_life,ELECTRIC_HEAT_PUMP,HYBRID_HEAT_PUMP,2,0.6576294071534317,458.0,0.7863439482674475,0.09443928669317418,0.7059613631576258
1,baseline,1,33,TERRACED,PRIVATELY_OWNED,1996,2049,3,ELECTRIC_HEAT_PUMP,15,end_of_life,ELECTRIC_HEAT_PUMP,DISTRICT_HEATING,3,0.640517698746364,791.0,0.7774465352762344,0.054717376431241,0.7059613631576258
1,baseline,1,33,TERRACED,PRIVATELY_OWNED,1996,2049,3,ELECTRIC_HEAT_PUMP,15,end_of_life,ELECTRIC_HEAT_PUMP,NATURAL_GAS_BLOCK,4,0.5530567973965818,720.0,0.7780948553054662,0.0,0.2059613631576258
1,baseline,1,33,TERRACED,PRIVATELY_OWNED,1996,2049,3,ELECTRIC_HEAT_PUMP,15,end_of_life,ELECTRIC_HEAT_PUMP,NATURAL_GAS_BOILER,5,0.5530538469511058,719.0,0.7780904296372523,0.0,0.2059613631576258
1,baseline,1,1,SEMIDETACHED,PRIVATELY_OWNED,2017,2024,1,NATURAL_GAS_BOILER,7,initialization,NONE,NONE,0,0,0,0,0,0
1,baseline,1,1,SEMIDETACHED,PRIVATELY_OWNED,2017,2029,2,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,ELECTRIC_HEAT_PUMP,1,0.6842195543093962,1597.0,0.7119050601202405,0.404107919555614,0.8535891658198013
1,baseline,1,1,SEMIDETACHED,PRIVATELY_OWNED,2017,2029,2,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,NATURAL_GAS_BOILER,2,0.5894911402883709,1422.0,0.7526391131992366,0.7599591095061611,0.14641083418019873
1,baseline,1,1,SEMIDETACHED,PRIVATELY_OWNED,2017,2029,2,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,DISTRICT_HEATING,3,0.5875567533008914,1584.0,0.7197324214062875,0.0,0.6464108341801987
1,baseline,1,1,SEMIDETACHED,PRIVATELY_OWNED,2017,2029,2,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,HYBRID_HEAT_PUMP,4,0.5867394304912178,1486.0,0.7025032661440835,0.06401268419077394,0.6464108341801987
1,baseline,1,1,SEMIDETACHED,PRIVATELY_OWNED,2017,2029,2,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,NATURAL_GAS_BLOCK,5,0.5114369231506813,1423.0,0.7150616559013506,0.12392816223697325,0.14641083418019873
1,baseline,1,1,SEMIDETACHED,PRIVATELY_OWNED,2017,2044,3,ELECTRIC_HEAT_PUMP,15,end_of_life,ELECTRIC_HEAT_PUMP,ELECTRIC_HEAT_PUMP,1,0.845550637018389,1100.0,0.804928664072633,1.0,0.8535891658198013
1,baseline,1,1,SEMIDETACHED,PRIVATELY_OWNED,2017,2044,3,ELECTRIC_HEAT_PUMP,15,end_of_life,ELECTRIC_HEAT_PUMP,HYBRID_HEAT_PUMP,2,0.6115030332300261,1034.0,0.7556518412999894,0.0,0.6464108341801987
1,baseline,1,1,SEMIDETACHED,PRIVATELY_OWNED,2017,2044,3,ELECTRIC_HEAT_PUMP,15,end_of_life,ELECTRIC_HEAT_PUMP,DISTRICT_HEATING,3,0.5862916243856816,1580.0,0.7178347280334727,0.0,0.6464108341801987
1,baseline,1,1,SEMIDETACHED,PRIVATELY_OWNED,2017,2044,3,ELECTRIC_HEAT_PUMP,15,end_of_life,ELECTRIC_HEAT_PUMP,NATURAL_GAS_BOILER,4,0.49997735930122617,1421.0,0.7133633304067896,0.0,0.14641083418019873
1,baseline,1,1,SEMIDETACHED,PRIVATELY_OWNED,2017,2044,3,ELECTRIC_HEAT_PUMP,15,end_of_life,ELECTRIC_HEAT_PUMP,NATURAL_GAS_BLOCK,5,0.49992606807173023,1423.0,0.7132863935625456,0.0,0.14641083418019873
1,baseline,1,93,SEMIDETACHED,PRIVATELY_OWNED,2015,2024,1,NATURAL_GAS_BOILER,9,initialization,NONE,NONE,0,0,0,0,0,0
1,baseline,1,93,SEMIDETACHED,PRIVATELY_OWNED,2015,2027,2,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,ELECTRIC_HEAT_PUMP,1,0.6576363563999013,1725.0,0.7108565351894819,0.35707995005130005,0.7453120475901798
1,baseline,1,93,SEMIDETACHED,PRIVATELY_OWNED,2015,2027,2,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,NATURAL_GAS_BOILER,2,0.6188546249659054,1536.0,0.7505644090305443,0.9123643225268692,0.25468795240982023
1,baseline,1,93,SEMIDETACHED,PRIVATELY_OWNED,2015,2027,2,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,DISTRICT_HEATING,3,0.6039077920610829,1727.0,0.7171896999891693,0.0,0.7546879524098202
1,baseline,1,93,SEMIDETACHED,PRIVATELY_OWNED,2015,2027,2,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,HYBRID_HEAT_PUMP,4,0.5888549968992212,1591.0,0.6946105072463767,0.0,0.7546879524098202
1,baseline,1,93,SEMIDETACHED,PRIVATELY_OWNED,2015,2027,2,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,NATURAL_GAS_BLOCK,5,0.5178330670915406,1536.0,0.7130776125348559,0.0,0.25468795240982023
1,baseline,1,93,SEMIDETACHED,PRIVATELY_OWNED,2015,2042,3,ELECTRIC_HEAT_PUMP,15,end_of_life,ELECTRIC_HEAT_PUMP,ELECTRIC_HEAT_PUMP,1,0.824828745057205,1193.0,0.8009151056882626,1.0,0.7453120475901798
