scenario,scenario_name,iteration,year,heating_system,ownership,installed_current,installed_annually,removed_annually,installed_cumulative,avg_att,avg_util,avg_sub_norm,avg_eac,avg_pbc,SLF,ELF,GRR,DHCT,DHES,SHAES,DHCO,GCHPB
1,baseline,1,2024,NATURAL_GAS_BOILER,TOTAL,6874894,6874894,0,6874894,0.0,0.0,0.0,0.0,0.0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2025,NATURAL_GAS_BOILER,TOTAL,4819335,9910,2065469,6884804,0.28565979099023664,0.6247945821081408,0.7668784875028787,1771.7141513339138,0.7378395124807687,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2026,NATURAL_GAS_BOILER,TOTAL,4384453,5748,440630,6890552,0.2858386466335868,0.6259506536255971,0.6807141159598389,1768.0666201024412,0.739321322622955,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2027,NATURAL_GAS_BOILER,TOTAL,3951358,5789,438884,6896341,0.28572879101705034,0.6212951528599182,0.6165816764661991,1761.6922331299327,0.7331506068075772,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2028,NATURAL_GAS_BOILER,TOTAL,3512044,6071,445385,6902412,0.28529646374649736,0.6239663173504549,0.5525941771540379,1755.9666619789764,0.7368562685517757,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2029,NATURAL_GAS_BOILER,TOTAL,3070810,5610,446844,6908022,0.28556560386265967,0.6218089910539041,0.4883614006133717,1761.9437794376563,0.7338901201176564,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2030,NATURAL_GAS_BOILER,TOTAL,2628702,6740,448848,6914762,0.28558876131924366,0.6235199526587708,0.4229732594214161,1754.6309215276701,0.7361636831052837,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2031,NATURAL_GAS_BOILER,TOTAL,2183095,5535,451142,6920297,0.2854680972455102,0.6226775326858486,0.35757036996598807,1745.1802350002415,0.7350806778328002,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2032,NATURAL_GAS_BOILER,TOTAL,1736860,5436,451671,6925733,0.28485950882618655,0.6205980665941998,0.2924076733752343,1745.4301754917055,0.7325109191835527,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2033,NATURAL_GAS_BOILER,TOTAL,1292737,5505,449628,6931238,0.28524012148084943,0.6259522039393935,0.22713182737772145,1736.3408068604178,0.7395228980922841,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2034,NATURAL_GAS_BOILER,TOTAL,833446,6449,465740,6937687,0.28531276283784013,0.6284680711571043,0.159927484024095,1696.3477749289507,0.7428531739302408,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2035,NATURAL_GAS_BOILER,TOTAL,372704,5952,466694,6943639,0.2849106156576699,0.6244542437995702,0.09138684424834632,1686.9854554399385,0.7376354531801574,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2036,NATURAL_GAS_BOILER,TOTAL,72334,3427,303797,6947066,0.2828470286737184,0.6132448792092308,0.03476235980009048,1722.4172911002258,0.7233774960543927,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2037,NATURAL_GAS_BOILER,TOTAL,69591,7329,10072,6954395,0.356097752890878,0.6188245518072454,0.012140433467194315,1532.0211743744107,0.7064001514460322,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2038,NATURAL_GAS_BOILER,TOTAL,68480,4637,5748,6959032,0.33291071686753376,0.6115424499700661,0.011615823854802365,1569.8162400108613,0.7044196943375809,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2039,NATURAL_GAS_BOILER,TOTAL,66987,4296,5789,6963328,0.36427732854374206,0.6180917125557938,0.011226933381636476,1660.271881949341,0.7026965072264708,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2040,NATURAL_GAS_BOILER,TOTAL,65858,4942,6071,6968270,0.27787216609540993,0.5950452553031869,0.011829697934631638,1790.309183455665,0.700769618371878,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2041,NATURAL_GAS_BOILER,TOTAL,64894,4646,5610,6972916,0.2806512403447226,0.60182355120674,0.01159315299385035,1784.764235087881,0.7088809881607194,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2042,NATURAL_GAS_BOILER,TOTAL,63429,5275,6740,6978191,0.28078613057345486,0.5941439154296833,0.01140304130203605,1776.594525904049,0.6985965103817555,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2043,NATURAL_GAS_BOILER,TOTAL,62630,4736,5535,6982927,0.279537724591021,0.5983993147897015,0.011165477215374883,1773.0622100925684,0.7046865115225971,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2044,NATURAL_GAS_BOILER,TOTAL,61699,4505,5436,6987432,0.2795263608088294,0.5939845484553545,0.010988376513709472,1775.9486148413419,0.698803944337493,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2045,NATURAL_GAS_BOILER,TOTAL,60937,4743,5505,6992175,0.27910103894343385,0.6009947889128517,0.010851350789205558,1772.6834094716771,0.708292705569333,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2046,NATURAL_GAS_BOILER,TOTAL,59661,5173,6449,6997348,0.2806892227885363,0.5958384392687566,0.010683755851852529,1760.7703660282123,0.7008881780954959,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2047,NATURAL_GAS_BOILER,TOTAL,58691,4982,5952,7002330,0.28014366817873393,0.5937261007730215,0.010498904102203567,1759.4462760812123,0.6982535783044352,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2048,NATURAL_GAS_BOILER,TOTAL,58074,2810,3427,7005140,0.2757429741811552,0.5872866888174734,0.010238332281749902,1738.6683761550653,0.6911345936962312,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2049,NATURAL_GAS_BOILER,TOTAL,57005,6260,7329,7011400,0.2801147084849722,0.6008886734002199,0.010167753104074433,1709.2029821521332,0.7078133283717757,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2050,NATURAL_GAS_BOILER,TOTAL,56313,3945,4637,7015345,0.27750565271284294,0.5961918682572296,0.009914233913131622,1696.4596998022396,0.7024206067720652,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2024,NATURAL_GAS_BOILER,PRIVATELY_OWNED,4614376,4614376,0,4614376,0.0,0.0,0.0,0.0,0.0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2025,NATURAL_GAS_BOILER,PRIVATELY_OWNED,4014089,9910,610197,4624286,0.28565979099023664,0.6247945821081408,0.7668784875028787,1771.7141513339138,0.7378395124807687,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2026,NATURAL_GAS_BOILER,PRIVATELY_OWNED,3657435,5748,362402,4630034,0.2858386466335868,0.6259506536255971,0.6807141159598389,1768.0666201024412,0.739321322622955,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2027,NATURAL_GAS_BOILER,PRIVATELY_OWNED,3299731,5786,363490,4635820,0.2858769393704985,0.6216172899941352,0.616901369696306,1762.6056580693364,0.7335307402020506,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2028,NATURAL_GAS_BOILER,PRIVATELY_OWNED,2936512,6067,369286,4641887,0.28548456096999925,0.6243777011100399,0.55295850494514,1757.1243785848633,0.7373420811567216,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2029,NATURAL_GAS_BOILER,PRIVATELY_OWNED,2571314,5609,370807,4647496,0.285616515897579,0.6219198502072387,0.48844846807648695,1762.257907406891,0.7340209616437962,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2030,NATURAL_GAS_BOILER,PRIVATELY_OWNED,2205559,6726,372481,4654222,0.2861832071501193,0.6248177937734337,0.42385366763311694,1758.2831417033149,0.7376959893145424,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2031,NATURAL_GAS_BOILER,PRIVATELY_OWNED,1836315,5529,374773,4659751,0.2857778835691624,0.6233532543708034,0.35795840075271185,1747.0740822438663,0.7358783779715227,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2032,NATURAL_GAS_BOILER,PRIVATELY_OWNED,1466907,5421,374829,4665172,0.2856477199740177,0.62231527209114,0.2932167704238653,1750.2598107310298,0.7345377894635293,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2033,NATURAL_GAS_BOILER,PRIVATELY_OWNED,1097802,5493,374598,4670665,0.2858632566451986,0.6273196582352742,0.22762801924528608,1740.1340145215001,0.7411384587653421,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2034,NATURAL_GAS_BOILER,PRIVATELY_OWNED,711317,6434,392919,4677099,0.2859779309203032,0.6299332593864106,0.1603003333029824,1700.3025801238425,0.7445850355418282,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2035,NATURAL_GAS_BOILER,PRIVATELY_OWNED,322660,5930,394587,4683029,0.2859676196280694,0.6267709374527894,0.09172588481722721,1693.2440861346568,0.7403720433943166,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2036,NATURAL_GAS_BOILER,PRIVATELY_OWNED,72211,3396,253845,4686425,0.285428965625687,0.6188428153857579,0.035079684050326874,1738.1401815666884,0.7299807653057727,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2037,NATURAL_GAS_BOILER,PRIVATELY_OWNED,69432,7293,10072,4693718,0.357855536944638,0.6218792184554095,0.012200361563289065,1539.583598929118,0.709887112292331,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2038,NATURAL_GAS_BOILER,PRIVATELY_OWNED,68291,4607,5748,4698325,0.3350785748024211,0.6155247103345337,0.011691464123012496,1580.038616221047,0.7090067555119085,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
