scenario,scenario_name,iteration,year,nbh_in_grid_congestion_perc, nbh_with_dh_perc, heating_system,ownership,installed_current,installed_annually,removed_annually,installed_cumulative,avg_att,avg_util,avg_sub_norm,avg_eac,avg_pbc,SLF,ELF,GRR,DHCT,DHES,SHAES,DHCO,GCHPB
1,baseline,1,2024,0.0018619306788885707,0.0018619306788885707,NATURAL_GAS_BOILER,TOTAL,6874894,6874894,0,6874894,0.0,0.0,0.0,0.0,0.0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2025,0.0037954740761959324,0.0037954740761959324,NATURAL_GAS_BOILER,TOTAL,5419214,0,1455680,6874894,0.0,0.0,0.0,0.0,0.0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2026,0.005729017473503294,0.005729017473503294,NATURAL_GAS_BOILER,TOTAL,5341055,0,78159,6874894,0.0,0.0,0.0,0.0,0.0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2027,0.007662560870810656,0.007662560870810656,NATURAL_GAS_BOILER,TOTAL,5265850,0,75205,6874894,0.0,0.0,0.0,0.0,0.0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2028,0.009596104268118019,0.009596104268118019,NATURAL_GAS_BOILER,TOTAL,5189041,0,76809,6874894,0.0,0.0,0.0,0.0,0.0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2029,0.01152964766542538,0.01152964766542538,NATURAL_GAS_BOILER,TOTAL,5113318,0,75723,6874894,0.0,0.0,0.0,0.0,0.0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2030,0.013463191062732742,0.013463191062732742,NATURAL_GAS_BOILER,TOTAL,5037334,0,75984,6874894,0.0,0.0,0.0,0.0,0.0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2031,0.015396734460040104,0.015396734460040104,NATURAL_GAS_BOILER,TOTAL,4960814,2,76522,6874896,0.0,0.0,0.0,0.0,0.0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2032,0.017330277857347465,0.017330277857347465,NATURAL_GAS_BOILER,TOTAL,4883709,5,77110,6874901,0.0,0.0,0.0,0.0,0.0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2033,0.019263821254654825,0.019263821254654825,NATURAL_GAS_BOILER,TOTAL,4809063,10,74656,6874911,0.0,0.0,0.0,0.0,0.0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2034,0.02119736465196219,0.02119736465196219,NATURAL_GAS_BOILER,TOTAL,4736518,11,72556,6874922,0.0,0.0,0.0,0.0,0.0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
