scenario,scenario_name,iteration,year,nbh_in_grid_congestion_perc,nbh_with_dh_perc,heating_system,ownership,installed_current,installed_annually,removed_annually,installed_cumulative,avg_att,avg_util,avg_sub_norm,avg_eac,avg_pbc,SLF,ELF,GRR,DHCT,DHES,SHAES,DHCO,GCHPB
1,baseline,1,2024,0.0,0.0,NATURAL_GAS_BOILER,TOTAL,211360,211360,0,211360,0.0,0.0,0.0,0.0,0.0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2025,0.0,0.38738738738738737,NATURAL_GAS_BOILER,TOTAL,198677,16048,28731,227408,0.005070455787189252,0.010930717681591599,0.01203948318794403,26.439957696857473,0.012884138313059033,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2026,0.0,0.38738738738738737,NATURAL_GAS_BOILER,TOTAL,191327,8450,15800,235858,0.007059466524496978,0.015057680024622006,0.01484688105278219,36.95230957183029,0.017723751191330375,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2027,0.0,0.38738738738738737,NATURAL_GAS_BOILER,TOTAL,183232,8485,16580,244343,0.009032518777542955,0.019386700888599576,0.017309463781857142,47.28292825825931,0.022838094925618523,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2028,0.0,0.38738738738738737,NATURAL_GAS_BOILER,TOTAL,174920,7212,15524,251555,0.008214664041817994,0.01785818182219207,0.014328694891798095,43.366637143016916,0.021072687748983444,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2029,0.0,0.38738738738738737,NATURAL_GAS_BOILER,TOTAL,166367,5429,13982,256984,0.013872561231528743,0.03003899381511006,0.021273585948959874,72.48550214753054,0.03542780467630391,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2030,0.0,0.8648648648648649,NATURAL_GAS_BOILER,TOTAL,160436,19333,25264,276317,0.0014064073071392278,0.002989611105065655,0.0018736253983968416,7.279043995384739,0.0035173457043744714,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2031,0.0,0.8648648648648649,NATURAL_GAS_BOILER,TOTAL,151411,4690,13715,281007,0.005109241311705711,0.011057584793221043,0.005764234721204605,26.57086874345283,0.013040365953726218,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2032,0.0,0.8648648648648649,NATURAL_GAS_BOILER,TOTAL,145278,9864,15997,290871,0.0027204405211879905,0.005747976528413021,0.0025057468218059446,14.160560557477618,0.0067571551974880215,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2033,0.0,0.8648648648648649,NATURAL_GAS_BOILER,TOTAL,136452,7613,16439,298484,0.0030742337804738045,0.00666127778270377,0.00222005151054348,15.883383180591904,0.007856959116780426,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2034,0.0,0.8648648648648649,NATURAL_GAS_BOILER,TOTAL,126658,8881,18675,307365,0.004046340450951245,0.008867779876476922,0.0020289538632546357,20.01496111962502,0.010474926351652137,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2035,0.0,0.8648648648648649,NATURAL_GAS_BOILER,TOTAL,118845,9531,17344,316896,0.0025779963008456122,0.005511023996392107,7.247328122922738E-4,13.059261599414972,0.006488699894907617,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2036,0.0,0.8648648648648649,NATURAL_GAS_BOILER,TOTAL,112818,7282,13309,324178,0.0020389021896001108,0.004287800145630399,2.3299308463846821E-4,10.572010650863502,0.005037432797640489,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2037,0.0,0.8648648648648649,NATURAL_GAS_BOILER,TOTAL,112757,15987,16048,340165,0.002981918974156865,0.005296898783898131,3.33847559343748E-4,11.04795212335188,0.006068558720478546,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2038,0.0,0.8648648648648649,NATURAL_GAS_BOILER,TOTAL,115570,11263,8450,351428,0.002371868631456968,0.00425007862832317,2.4102211338390285E-4,9.616809837429319,0.004876148627278565,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2039,0.0,0.8648648648648649,NATURAL_GAS_BOILER,TOTAL,115629,8544,8485,359972,0.004886566788288572,0.007895668701774872,5.567240972076573E-4,18.871588543771725,0.008898702672936963,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2040,0.0,0.8648648648648649,NATURAL_GAS_BOILER,TOTAL,115644,7227,7212,367199,0.0028297717320654673,0.006289211522733942,8.48863224421377E-5,16.420127916165473,0.007442358119623425,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2041,0.0,0.8648648648648649,NATURAL_GAS_BOILER,TOTAL,115585,5370,5429,372569,0.003921648906692782,0.008593478623168649,1.1844181823958085E-4,22.463236708720267,0.010150755195327208,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2042,0.0,0.8648648648648649,NATURAL_GAS_BOILER,TOTAL,116699,20447,19333,393016,0.0011110955356492304,0.002459529936182689,2.06841749908332E-5,6.541091269223758,0.0029090080696938425,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2043,0.0,0.8648648648648649,NATURAL_GAS_BOILER,TOTAL,116879,4870,4690,397886,0.004279568679523695,0.009745600288088394,7.820990242300112E-5,25.367572274130776,0.01156761082427672,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2044,0.0,0.8648648648648649,NATURAL_GAS_BOILER,TOTAL,116921,9906,9864,407792,0.0024641443642211703,0.0056435726161345404,4.9453260098918724E-5,14.527650007393097,0.006703382033438989,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2045,0.0,0.8648648648648649,NATURAL_GAS_BOILER,TOTAL,117001,7693,7613,415485,0.0022784716826291023,0.005595374664755353,6.579166216656612E-5,16.349208643270575,0.006701008992130755,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2046,0.0,0.8648648648648649,NATURAL_GAS_BOILER,TOTAL,117043,8923,8881,424408,0.0034735044530521983,0.007979126233115448,1.1204953905764733E-4,22.824788428542792,0.009481000159803233,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2047,0.0,0.8648648648648649,NATURAL_GAS_BOILER,TOTAL,117133,9621,9531,434029,0.0018767473820582878,0.004922119059247633,5.896868060077817E-5,13.612141685327554,0.005937242951644093,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2048,0.0,0.8648648648648649,NATURAL_GAS_BOILER,TOTAL,117645,7794,7282,441823,0.0013828266529639164,0.0038967188079641808,3.339278634041813E-5,10.537636332892525,0.004734682859630937,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2049,0.0,0.8648648648648649,NATURAL_GAS_BOILER,TOTAL,117725,16067,15987,457890,0.0017707171627388408,0.00497846610468212,6.232583633352833E-5,12.08230532448535,0.006047715751996525,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2050,0.0,0.8648648648648649,NATURAL_GAS_BOILER,TOTAL,117843,11381,11263,469271,0.0012400326856721326,0.0029621677184563165,3.6222931467766755E-5,8.239240091913551,0.0035362127293843896,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2024,0.0,0.0,NATURAL_GAS_BOILER,PRIVATELY_OWNED,111517,111517,0,111517,0.0,0.0,0.0,0.0,0.0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2025,0.0,0.38738738738738737,NATURAL_GAS_BOILER,PRIVATELY_OWNED,96816,285,14986,111802,0.28551113850109866,0.615495288962042,0.6779285129828976,1488.801547786557,0.7254900057823557,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2026,0.0,0.38738738738738737,NATURAL_GAS_BOILER,PRIVATELY_OWNED,88480,208,8544,112010,0.28679082755768975,0.611718251000269,0.6031545427692765,1501.1875763556056,0.7200273921477964,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2027,0.0,0.38738738738738737,NATURAL_GAS_BOILER,PRIVATELY_OWNED,80223,268,8525,112278,0.2859735889084029,0.6137916307454008,0.5480253738397681,1496.9986801169039,0.7230643113577356,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2028,0.0,0.38738738738738737,NATURAL_GAS_BOILER,PRIVATELY_OWNED,71578,209,8854,112487,0.2834648663616812,0.6162354416346851,0.49444281129018114,1496.46022524133,0.7271589667256871,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2029,0.0,0.38738738738738737,NATURAL_GAS_BOILER,PRIVATELY_OWNED,62961,263,8880,112750,0.286365532037907,0.6200824997043061,0.43914181793499296,1496.2881793115716,0.7313214889264407,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
