scenario,scenario_name,iteration,dwelling_id,type,ownership,construction_year,adoption_year,hs_nb,old_hs,old_hs_age,trigger,adopted_hs,hs_in_ranking,hs_rank,hs_utility,hs_EAC,hs_PBC,hs_SN,hs_att
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,2001,2024,1,NATURAL_GAS_BOILER,10,initialization,NONE,NONE,0,0,0,0,0,0
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,2001,2026,2,NATURAL_GAS_BOILER,12,end_of_life,HYBRID_HEAT_PUMP,HYBRID_HEAT_PUMP,1,0.7360824178729866,1468.0,0.6824161623802318,0.045454545454545456,0.8970811843512508
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,2001,2026,2,NATURAL_GAS_BOILER,12,end_of_life,HYBRID_HEAT_PUMP,ELECTRIC_HEAT_PUMP,2,0.6720465583363369,1636.0,0.6950891392321995,0.09090909090909091,0.6029188156487492
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,2001,2026,2,NATURAL_GAS_BOILER,12,end_of_life,HYBRID_HEAT_PUMP,NATURAL_GAS_BOILER,3,0.6468284200856748,1421.0,0.7300774986638161,0.45454545454545453,0.39708118435125084
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,2001,2026,2,NATURAL_GAS_BOILER,12,end_of_life,HYBRID_HEAT_PUMP,NATURAL_GAS_BLOCK,4,0.0,1421.0,0.0,0.0,0.0
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,2001,2026,2,NATURAL_GAS_BOILER,12,end_of_life,HYBRID_HEAT_PUMP,DISTRICT_HEATING,5,0.0,1583.0,0.0,0.0,0.0
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,2001,2041,3,HYBRID_HEAT_PUMP,15,end_of_life,HYBRID_HEAT_PUMP,HYBRID_HEAT_PUMP,1,0.8100440271359339,1026.0,0.781031641397495,0.2727272727272727,0.8970811843512508
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,2001,2041,3,HYBRID_HEAT_PUMP,15,end_of_life,HYBRID_HEAT_PUMP,DISTRICT_HEATING,2,0.7497761514094848,1564.0,0.7006744737622295,0.6818181818181818,0.8970811843512508
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,2001,2041,3,HYBRID_HEAT_PUMP,15,end_of_life,HYBRID_HEAT_PUMP,ELECTRIC_HEAT_PUMP,3,0.7130569459269293,1130.0,0.749769656019656,0.045454545454545456,0.6029188156487492
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,2001,2041,3,HYBRID_HEAT_PUMP,15,end_of_life,HYBRID_HEAT_PUMP,NATURAL_GAS_BOILER,4,0.6209715282596849,1420.0,0.6956016428958296,0.0,0.39708118435125084
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,2001,2041,3,HYBRID_HEAT_PUMP,15,end_of_life,HYBRID_HEAT_PUMP,NATURAL_GAS_BLOCK,5,0.0,1421.0,0.0,0.0,0.0
1,baseline,1,110,TERRACED,PRIVATELY_OWNED,2004,2024,1,NATURAL_GAS_BOILER,5,initialization,NONE,NONE,0,0,0,0,0,0
1,baseline,1,110,TERRACED,PRIVATELY_OWNED,2004,2031,2,NATURAL_GAS_BOILER,12,end_of_life,HYBRID_HEAT_PUMP,HYBRID_HEAT_PUMP,1,0.7758866920953107,1166.0,0.7399188374181959,0.3448275862068966,0.8837902561266555
1,baseline,1,110,TERRACED,PRIVATELY_OWNED,2004,2031,2,NATURAL_GAS_BOILER,12,end_of_life,HYBRID_HEAT_PUMP,DISTRICT_HEATING,2,0.7438569923323588,1771.0,0.6972125710675932,0.20689655172413793,0.8837902561266555
1,baseline,1,110,TERRACED,PRIVATELY_OWNED,2004,2031,2,NATURAL_GAS_BOILER,12,end_of_life,HYBRID_HEAT_PUMP,ELECTRIC_HEAT_PUMP,3,0.7213996132654148,1301.0,0.7564629030627715,0.06896551724137931,0.6162097438733445
1,baseline,1,110,TERRACED,PRIVATELY_OWNED,2004,2031,2,NATURAL_GAS_BOILER,12,end_of_life,HYBRID_HEAT_PUMP,NATURAL_GAS_BOILER,4,0.6437516180857179,1578.0,0.7304054054054054,0.3448275862068966,0.3837902561266555
1,baseline,1,110,TERRACED,PRIVATELY_OWNED,2004,2031,2,NATURAL_GAS_BOILER,12,end_of_life,HYBRID_HEAT_PUMP,NATURAL_GAS_BLOCK,5,0.0,1579.0,0.0,0.0,0.0
1,baseline,1,110,TERRACED,PRIVATELY_OWNED,2004,2046,3,HYBRID_HEAT_PUMP,15,end_of_life,HYBRID_HEAT_PUMP,HYBRID_HEAT_PUMP,1,0.7886539485031325,1143.0,0.7569418459619581,0.4482758620689655,0.8837902561266555
1,baseline,1,110,TERRACED,PRIVATELY_OWNED,2004,2046,3,HYBRID_HEAT_PUMP,15,end_of_life,HYBRID_HEAT_PUMP,DISTRICT_HEATING,2,0.7471100305793892,1760.0,0.701549955396967,0.4827586206896552,0.8837902561266555
1,baseline,1,110,TERRACED,PRIVATELY_OWNED,2004,2046,3,HYBRID_HEAT_PUMP,15,end_of_life,HYBRID_HEAT_PUMP,ELECTRIC_HEAT_PUMP,3,0.7018320762407924,1229.0,0.7303728536966084,0.06896551724137931,0.6162097438733445
1,baseline,1,110,TERRACED,PRIVATELY_OWNED,2004,2046,3,HYBRID_HEAT_PUMP,15,end_of_life,HYBRID_HEAT_PUMP,NATURAL_GAS_BOILER,4,0.6188009518821311,1577.0,0.6971378504672896,0.0,0.3837902561266555
1,baseline,1,110,TERRACED,PRIVATELY_OWNED,2004,2046,3,HYBRID_HEAT_PUMP,15,end_of_life,HYBRID_HEAT_PUMP,NATURAL_GAS_BLOCK,5,0.0,1579.0,0.0,0.0,0.0
1,baseline,1,1,SEMIDETACHED,PRIVATELY_OWNED,1930,2024,1,NATURAL_GAS_BOILER,3,initialization,NONE,NONE,0,0,0,0,0,0
1,baseline,1,1,SEMIDETACHED,PRIVATELY_OWNED,1930,2033,2,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,ELECTRIC_HEAT_PUMP,1,0.6835484533715304,3533.0,0.6262884284538858,0.14285714285714285,0.8553285281244641
1,baseline,1,1,SEMIDETACHED,PRIVATELY_OWNED,1930,2033,2,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,HYBRID_HEAT_PUMP,2,0.6354707916288731,2314.0,0.6324038982133188,0.09523809523809523,0.6446714718755359
1,baseline,1,1,SEMIDETACHED,PRIVATELY_OWNED,1930,2033,2,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,NATURAL_GAS_BOILER,3,0.5794077269844664,2009.0,0.7243198120207767,0.6190476190476191,0.14467147187553586
1,baseline,1,1,SEMIDETACHED,PRIVATELY_OWNED,1930,2033,2,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,NATURAL_GAS_BLOCK,4,0.0,2010.0,0.0,0.0,0.0
1,baseline,1,1,SEMIDETACHED,PRIVATELY_OWNED,1930,2033,2,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,DISTRICT_HEATING,5,0.0,2217.0,0.0,0.0,0.0
1,baseline,1,1,SEMIDETACHED,PRIVATELY_OWNED,1930,2048,3,ELECTRIC_HEAT_PUMP,15,end_of_life,ELECTRIC_HEAT_PUMP,ELECTRIC_HEAT_PUMP,1,0.7141980846864004,3061.0,0.6671546035403791,0.38095238095238093,0.8553285281244641
1,baseline,1,1,SEMIDETACHED,PRIVATELY_OWNED,1930,2048,3,ELECTRIC_HEAT_PUMP,15,end_of_life,ELECTRIC_HEAT_PUMP,HYBRID_HEAT_PUMP,2,0.655965371120586,1899.0,0.6597300042022692,0.09523809523809523,0.6446714718755359
1,baseline,1,1,SEMIDETACHED,PRIVATELY_OWNED,1930,2048,3,ELECTRIC_HEAT_PUMP,15,end_of_life,ELECTRIC_HEAT_PUMP,NATURAL_GAS_BOILER,3,0.5498984618574991,2007.0,0.6849741251848201,0.0,0.14467147187553586
1,baseline,1,1,SEMIDETACHED,PRIVATELY_OWNED,1930,2048,3,ELECTRIC_HEAT_PUMP,15,end_of_life,ELECTRIC_HEAT_PUMP,NATURAL_GAS_BLOCK,4,0.0,2010.0,0.0,0.0,0.0
