scenario,iteration,year,heating_system,ownership,installed_cumulative,installed_current,avg_att,avg_util,avg_sub_norm,avg_eac,avg_pbc,removed_this_year
0,0,2046,NATURAL_GAS_BLOCK,PRIVATELY_RENTED,0,0,0,4056,0.0,0.0,0.0,0.0,0.0
0,0,2047,NATURAL_GAS_BLOCK,PRIVATELY_RENTED,0,0,0,4056,0.0,0.0,0.0,0.0,0.0
0,0,2048,NATURAL_GAS_BLOCK,PRIVATELY_RENTED,0,0,0,4056,0.0,0.0,0.0,0.0,0.0
0,0,2049,NATURAL_GAS_BLOCK,PRIVATELY_RENTED,0,0,0,4056,0.0,0.0,0.0,0.0,0.0
0,0,2050,NATURAL_GAS_BLOCK,PRIVATELY_RENTED,0,0,0,4056,0.0,0.0,0.0,0.0,0.0
0,0,2024,DISTRICT_HEATING,Total,29622,29622,0,29622,0.0,0.0,0.0,0.0,0.0
0,0,2025,DISTRICT_HEATING,Total,29038,13,597,29635,0.0,0.0,0.0,1332.0,0.0
0,0,2026,DISTRICT_HEATING,Total,28533,10,515,29645,0.0,0.0,0.0,1916.0,0.0
0,0,2027,DISTRICT_HEATING,Total,27974,4,563,29649,0.0,0.0,0.0,1111.0,0.0
0,0,2028,DISTRICT_HEATING,Total,26893,2,1083,29651,0.0,0.0,0.0,1740.0,0.0
0,0,2029,DISTRICT_HEATING,Total,25623,4,1274,29655,0.0,0.0,0.0,2128.0,0.0
0,0,2030,DISTRICT_HEATING,Total,24146,5,1482,29660,0.0,0.0,0.0,1602.0,0.0
0,0,2031,DISTRICT_HEATING,Total,22274,5,1877,29665,0.0,0.0,0.0,1313.0,0.0
0,0,2032,DISTRICT_HEATING,Total,19900,7,2381,29672,0.0,0.0,0.0,1344.0,0.0
0,0,2033,DISTRICT_HEATING,Total,18069,1,1832,29673,0.0,0.0,0.0,323.0,0.0
0,0,2034,DISTRICT_HEATING,Total,16971,0,1098,29673,0.0,0.0,0.0,0.0,0.0
0,0,2035,DISTRICT_HEATING,Total,15803,1,1169,29674,0.0,0.0,0.0,352.0,0.0
0,0,2036,DISTRICT_HEATING,Total,14925,1,879,29675,0.0,0.0,0.0,914.0,0.0
0,0,2037,DISTRICT_HEATING,Total,14026,0,899,29675,0.0,0.0,0.0,0.0,0.0
0,0,2038,DISTRICT_HEATING,Total,12875,0,1151,29675,0.0,0.0,0.0,0.0,0.0
0,0,2039,DISTRICT_HEATING,Total,11789,0,1086,29675,0.0,0.0,0.0,0.0,0.0
0,0,2040,DISTRICT_HEATING,Total,10998,0,791,29675,0.0,0.0,0.0,0.0,0.0
0,0,2041,DISTRICT_HEATING,Total,10093,0,905,29675,0.0,0.0,0.0,0.0,0.0
0,0,2042,DISTRICT_HEATING,Total,9527,0,566,29675,0.0,0.0,0.0,0.0,0.0
0,0,2043,DISTRICT_HEATING,Total,8597,1,931,29676,0.0,0.0,0.0,369.0,0.0
0,0,2044,DISTRICT_HEATING,Total,8121,0,476,29676,0.0,0.0,0.0,0.0,0.0
0,0,2045,DISTRICT_HEATING,Total,7525,0,596,29676,0.0,0.0,0.0,0.0,0.0
0,0,2046,DISTRICT_HEATING,Total,6576,0,949,29676,0.0,0.0,0.0,0.0,0.0
0,0,2047,DISTRICT_HEATING,Total,5701,0,875,29676,0.0,0.0,0.0,0.0,0.0
0,0,2048,DISTRICT_HEATING,Total,5093,0,608,29676,0.0,0.0,0.0,0.0,0.0
0,0,2049,DISTRICT_HEATING,Total,4253,0,840,29676,0.0,0.0,0.0,0.0,0.0
0,0,2050,DISTRICT_HEATING,Total,3762,0,491,29676,0.0,0.0,0.0,0.0,0.0
0,0,2024,DISTRICT_HEATING,PRIVATELY_OWNED,16423,16423,0,16423,0.0,0.0,0.0,0.0,0.0
0,0,2025,DISTRICT_HEATING,PRIVATELY_OWNED,16111,13,325,16436,0.0,0.5248875241735402,0.2632095771974314,1332.7692307692307,0.7544300891106311
0,0,2026,DISTRICT_HEATING,PRIVATELY_OWNED,15827,8,292,16444,0.0,0.5170561568802415,0.24649582873267084,1536.75,0.7447722567287786
0,0,2027,DISTRICT_HEATING,PRIVATELY_OWNED,15546,4,285,16448,0.0,0.5290645063471151,0.24956082564778218,1111.0,0.7624016563146998
0,0,2028,DISTRICT_HEATING,PRIVATELY_OWNED,15071,2,477,16450,0.0,0.5123942103408827,0.2596153846153846,1740.0,0.7361393924344011
0,0,2029,DISTRICT_HEATING,PRIVATELY_OWNED,14542,3,532,16453,0.0,0.5156825983190955,0.2981931112365895,1737.3333333333333,0.7362497585740696
0,0,2030,DISTRICT_HEATING,PRIVATELY_OWNED,13765,3,780,16456,0.0,0.5248764583970692,0.23656898656898653,1218.0,0.7577435642744805
0,0,2031,DISTRICT_HEATING,PRIVATELY_OWNED,12642,5,1128,16461,0.0,0.5267368847839622,0.2903790412486065,1313.0,0.7538079470198675
0,0,2032,DISTRICT_HEATING,PRIVATELY_OWNED,11442,7,1207,16468,0.0,0.5232903836177334,0.25952244636455163,1344.7142857142858,0.7524952696310312
0,0,2033,DISTRICT_HEATING,PRIVATELY_OWNED,10439,0,1003,16468,0.0,0.0,0.0,0.0,0.0
0,0,2034,DISTRICT_HEATING,PRIVATELY_OWNED,9810,0,629,16468,0.0,0.0,0.0,0.0,0.0
0,0,2035,DISTRICT_HEATING,PRIVATELY_OWNED,9181,0,629,16468,0.0,0.0,0.0,0.0,0.0
0,0,2036,DISTRICT_HEATING,PRIVATELY_OWNED,8626,1,556,16469,0.0,0.5420028901219645,0.35294117647058826,914.0,0.7688866881241232
0,0,2037,DISTRICT_HEATING,PRIVATELY_OWNED,7995,0,631,16469,0.0,0.0,0.0,0.0,0.0
0,0,2038,DISTRICT_HEATING,PRIVATELY_OWNED,7300,0,695,16469,0.0,0.0,0.0,0.0,0.0
0,0,2039,DISTRICT_HEATING,PRIVATELY_OWNED,6803,0,497,16469,0.0,0.0,0.0,0.0,0.0
0,0,2040,DISTRICT_HEATING,PRIVATELY_OWNED,6348,0,455,16469,0.0,0.0,0.0,0.0,0.0
0,0,2041,DISTRICT_HEATING,PRIVATELY_OWNED,6032,0,316,16469,0.0,0.0,0.0,0.0,0.0
0,0,2042,DISTRICT_HEATING,PRIVATELY_OWNED,5744,0,288,16469,0.0,0.0,0.0,0.0,0.0
0,0,2043,DISTRICT_HEATING,PRIVATELY_OWNED,5383,0,361,16469,0.0,0.0,0.0,0.0,0.0
0,0,2044,DISTRICT_HEATING,PRIVATELY_OWNED,5095,0,288,16469,0.0,0.0,0.0,0.0,0.0
0,0,2045,DISTRICT_HEATING,PRIVATELY_OWNED,4843,0,252,16469,0.0,0.0,0.0,0.0,0.0
0,0,2046,DISTRICT_HEATING,PRIVATELY_OWNED,4520,0,323,16469,0.0,0.0,0.0,0.0,0.0
0,0,2047,DISTRICT_HEATING,PRIVATELY_OWNED,4234,0,286,16469,0.0,0.0,0.0,0.0,0.0
0,0,2048,DISTRICT_HEATING,PRIVATELY_OWNED,3868,0,366,16469,0.0,0.0,0.0,0.0,0.0
0,0,2049,DISTRICT_HEATING,PRIVATELY_OWNED,3275,0,593,16469,0.0,0.0,0.0,0.0,0.0
0,0,2050,DISTRICT_HEATING,PRIVATELY_OWNED,2997,0,278,16469,0.0,0.0,0.0,0.0,0.0
0,0,2024,DISTRICT_HEATING,SOCIAL_HOUSING,8856,8856,0,8856,0.0,0.0,0.0,0.0,0.0
0,0,2025,DISTRICT_HEATING,SOCIAL_HOUSING,8697,0,159,8856,0.0,0.0,0.0,0.0,0.0
0,0,2026,DISTRICT_HEATING,SOCIAL_HOUSING,8596,0,101,8856,0.0,0.0,0.0,0.0,0.0
0,0,2027,DISTRICT_HEATING,SOCIAL_HOUSING,8409,0,187,8856,0.0,0.0,0.0,0.0,0.0
0,0,2028,DISTRICT_HEATING,SOCIAL_HOUSING,7934,0,475,8856,0.0,0.0,0.0,0.0,0.0
0,0,2029,DISTRICT_HEATING,SOCIAL_HOUSING,7342,0,592,8856,0.0,0.0,0.0,0.0,0.0
0,0,2030,DISTRICT_HEATING,SOCIAL_HOUSING,6885,0,457,8856,0.0,0.0,0.0,0.0,0.0
0,0,2031,DISTRICT_HEATING,SOCIAL_HOUSING,6256,0,629,8856,0.0,0.0,0.0,0.0,0.0
0,0,2032,DISTRICT_HEATING,SOCIAL_HOUSING,5548,0,708,8856,0.0,0.0,0.0,0.0,0.0
0,0,2033,DISTRICT_HEATING,SOCIAL_HOUSING,5031,0,517,8856,0.0,0.0,0.0,0.0,0.0
0,0,2034,DISTRICT_HEATING,SOCIAL_HOUSING,4639,0,392,8856,0.0,0.0,0.0,0.0,0.0
0,0,2035,DISTRICT_HEATING,SOCIAL_HOUSING,4276,0,363,8856,0.0,0.0,0.0,0.0,0.0
0,0,2036,DISTRICT_HEATING,SOCIAL_HOUSING,4077,0,199,8856,0.0,0.0,0.0,0.0,0.0
0,0,2037,DISTRICT_HEATING,SOCIAL_HOUSING,3917,0,160,8856,0.0,0.0,0.0,0.0,0.0
0,0,2038,DISTRICT_HEATING,SOCIAL_HOUSING,3669,0,248,8856,0.0,0.0,0.0,0.0,0.0
0,0,2039,DISTRICT_HEATING,SOCIAL_HOUSING,3345,0,324,8856,0.0,0.0,0.0,0.0,0.0
0,0,2040,DISTRICT_HEATING,SOCIAL_HOUSING,3166,0,179,8856,0.0,0.0,0.0,0.0,0.0
0,0,2041,DISTRICT_HEATING,SOCIAL_HOUSING,2775,0,391,8856,0.0,0.0,0.0,0.0,0.0
0,0,2042,DISTRICT_HEATING,SOCIAL_HOUSING,2572,0,203,8856,0.0,0.0,0.0,0.0,0.0
0,0,2043,DISTRICT_HEATING,SOCIAL_HOUSING,2168,0,404,8856,0.0,0.0,0.0,0.0,0.0
0,0,2044,DISTRICT_HEATING,SOCIAL_HOUSING,2072,0,96,8856,0.0,0.0,0.0,0.0,0.0
0,0,2045,DISTRICT_HEATING,SOCIAL_HOUSING,1848,0,224,8856,0.0,0.0,0.0,0.0,0.0
0,0,2046,DISTRICT_HEATING,SOCIAL_HOUSING,1291,0,557,8856,0.0,0.0,0.0,0.0,0.0
0,0,2047,DISTRICT_HEATING,SOCIAL_HOUSING,806,0,485,8856,0.0,0.0,0.0,0.0,0.0
0,0,2048,DISTRICT_HEATING,SOCIAL_HOUSING,657,0,149,8856,0.0,0.0,0.0,0.0,0.0
0,0,2049,DISTRICT_HEATING,SOCIAL_HOUSING,504,0,153,8856,0.0,0.0,0.0,0.0,0.0
0,0,2050,DISTRICT_HEATING,SOCIAL_HOUSING,469,0,35,8856,0.0,0.0,0.0,0.0,0.0
0,0,2024,DISTRICT_HEATING,PRIVATELY_RENTED,4343,4343,0,4343,0.0,0.0,0.0,0.0,0.0
0,0,2025,DISTRICT_HEATING,PRIVATELY_RENTED,4230,0,113,4343,0.0,0.0,0.0,0.0,0.0
0,0,2026,DISTRICT_HEATING,PRIVATELY_RENTED,4110,2,122,4345,0.0,0.0,0.0,380.0,0.0
0,0,2027,DISTRICT_HEATING,PRIVATELY_RENTED,4019,0,91,4345,0.0,0.0,0.0,0.0,0.0
0,0,2028,DISTRICT_HEATING,PRIVATELY_RENTED,3888,0,131,4345,0.0,0.0,0.0,0.0,0.0
0,0,2029,DISTRICT_HEATING,PRIVATELY_RENTED,3739,1,150,4346,0.0,0.0,0.0,391.0,0.0
0,0,2030,DISTRICT_HEATING,PRIVATELY_RENTED,3496,2,245,4348,0.0,0.0,0.0,384.5,0.0
0,0,2031,DISTRICT_HEATING,PRIVATELY_RENTED,3376,0,120,4348,0.0,0.0,0.0,0.0,0.0
0,0,2032,DISTRICT_HEATING,PRIVATELY_RENTED,2910,0,466,4348,0.0,0.0,0.0,0.0,0.0
0,0,2033,DISTRICT_HEATING,PRIVATELY_RENTED,2599,1,312,4349,0.0,0.0,0.0,323.0,0.0
0,0,2034,DISTRICT_HEATING,PRIVATELY_RENTED,2522,0,77,4349,0.0,0.0,0.0,0.0,0.0
0,0,2035,DISTRICT_HEATING,PRIVATELY_RENTED,2346,1,177,4350,0.0,0.0,0.0,352.0,0.0
0,0,2036,DISTRICT_HEATING,PRIVATELY_RENTED,2222,0,124,4350,0.0,0.0,0.0,0.0,0.0
0,0,2037,DISTRICT_HEATING,PRIVATELY_RENTED,2114,0,108,4350,0.0,0.0,0.0,0.0,0.0
0,0,2038,DISTRICT_HEATING,PRIVATELY_RENTED,1906,0,208,4350,0.0,0.0,0.0,0.0,0.0
0,0,2039,DISTRICT_HEATING,PRIVATELY_RENTED,1641,0,265,4350,0.0,0.0,0.0,0.0,0.0
0,0,2040,DISTRICT_HEATING,PRIVATELY_RENTED,1484,0,157,4350,0.0,0.0,0.0,0.0,0.0
0,0,2041,DISTRICT_HEATING,PRIVATELY_RENTED,1286,0,198,4350,0.0,0.0,0.0,0.0,0.0
0,0,2042,DISTRICT_HEATING,PRIVATELY_RENTED,1211,0,75,4350,0.0,0.0,0.0,0.0,0.0
0,0,2043,DISTRICT_HEATING,PRIVATELY_RENTED,1046,1,166,4351,0.0,0.0,0.0,369.0,0.0
0,0,2044,DISTRICT_HEATING,PRIVATELY_RENTED,954,0,92,4351,0.0,0.0,0.0,0.0,0.0
0,0,2045,DISTRICT_HEATING,PRIVATELY_RENTED,834,0,120,4351,0.0,0.0,0.0,0.0,0.0
0,0,2046,DISTRICT_HEATING,PRIVATELY_RENTED,765,0,69,4351,0.0,0.0,0.0,0.0,0.0
0,0,2047,DISTRICT_HEATING,PRIVATELY_RENTED,661,0,104,4351,0.0,0.0,0.0,0.0,0.0
0,0,2048,DISTRICT_HEATING,PRIVATELY_RENTED,568,0,93,4351,0.0,0.0,0.0,0.0,0.0
0,0,2049,DISTRICT_HEATING,PRIVATELY_RENTED,474,0,94,4351,0.0,0.0,0.0,0.0,0.0
0,0,2050,DISTRICT_HEATING,PRIVATELY_RENTED,296,0,178,4351,0.0,0.0,0.0,0.0,0.0
0,0,2024,ELECTRIC_HEAT_PUMP,Total,11457,11457,0,11457,0.0,0.0,0.0,0.0,0.0
0,0,2025,ELECTRIC_HEAT_PUMP,Total,10666,26,817,11483,0.0,0.0,0.0,1323.0,0.0
0,0,2026,ELECTRIC_HEAT_PUMP,Total,10167,8,507,11491,0.0,0.0,0.0,1290.0,0.0
0,0,2027,ELECTRIC_HEAT_PUMP,Total,9756,5,416,11496,0.0,0.0,0.0,1122.0,0.0
0,0,2028,ELECTRIC_HEAT_PUMP,Total,8749,6,1013,11502,0.0,0.0,0.0,1325.0,0.0
0,0,2029,ELECTRIC_HEAT_PUMP,Total,8078,4,675,11506,0.0,0.0,0.0,1355.0,0.0
0,0,2030,ELECTRIC_HEAT_PUMP,Total,7551,1,528,11507,0.0,0.0,0.0,1377.0,0.0
0,0,2031,ELECTRIC_HEAT_PUMP,Total,6815,1,737,11508,0.0,0.0,0.0,1330.0,0.0
0,0,2032,ELECTRIC_HEAT_PUMP,Total,6063,0,752,11508,0.0,0.0,0.0,0.0,0.0
0,0,2033,ELECTRIC_HEAT_PUMP,Total,5118,0,945,11508,0.0,0.0,0.0,0.0,0.0
0,0,2034,ELECTRIC_HEAT_PUMP,Total,4292,0,826,11508,0.0,0.0,0.0,0.0,0.0
0,0,2035,ELECTRIC_HEAT_PUMP,Total,3446,2,848,11510,0.0,0.0,0.0,730.0,0.0
0,0,2036,ELECTRIC_HEAT_PUMP,Total,2728,1,719,11511,0.0,0.0,0.0,794.0,0.0
0,0,2037,ELECTRIC_HEAT_PUMP,Total,1432,1,1297,11512,0.0,0.0,0.0,1311.0,0.0
0,0,2038,ELECTRIC_HEAT_PUMP,Total,886,0,546,11512,0.0,0.0,0.0,0.0,0.0
0,0,2039,ELECTRIC_HEAT_PUMP,Total,510,0,376,11512,0.0,0.0,0.0,0.0,0.0
0,0,2040,ELECTRIC_HEAT_PUMP,Total,467,0,43,11512,0.0,0.0,0.0,0.0,0.0
0,0,2041,ELECTRIC_HEAT_PUMP,Total,421,0,46,11512,0.0,0.0,0.0,0.0,0.0
0,0,2042,ELECTRIC_HEAT_PUMP,Total,395,0,26,11512,0.0,0.0,0.0,0.0,0.0
0,0,2043,ELECTRIC_HEAT_PUMP,Total,338,0,57,11512,0.0,0.0,0.0,0.0,0.0
0,0,2044,ELECTRIC_HEAT_PUMP,Total,321,0,17,11512,0.0,0.0,0.0,0.0,0.0
0,0,2045,ELECTRIC_HEAT_PUMP,Total,295,0,26,11512,0.0,0.0,0.0,0.0,0.0
0,0,2046,ELECTRIC_HEAT_PUMP,Total,188,0,107,11512,0.0,0.0,0.0,0.0,0.0
0,0,2047,ELECTRIC_HEAT_PUMP,Total,86,0,102,11512,0.0,0.0,0.0,0.0,0.0
0,0,2048,ELECTRIC_HEAT_PUMP,Total,73,0,13,11512,0.0,0.0,0.0,0.0,0.0
0,0,2049,ELECTRIC_HEAT_PUMP,Total,43,0,30,11512,0.0,0.0,0.0,0.0,0.0
0,0,2050,ELECTRIC_HEAT_PUMP,Total,41,0,2,11512,0.0,0.0,0.0,0.0,0.0
0,0,2024,ELECTRIC_HEAT_PUMP,PRIVATELY_OWNED,6493,6493,0,6493,0.0,0.0,0.0,0.0,0.0
0,0,2025,ELECTRIC_HEAT_PUMP,PRIVATELY_OWNED,5917,26,602,6519,0.0,0.5267674931708156,0.14132702817871562,1323.1153846153845,0.7548194827115448
0,0,2026,ELECTRIC_HEAT_PUMP,PRIVATELY_OWNED,5586,8,339,6527,0.0,0.5209480676328502,0.10575051759834368,1290.125,0.7549844720496894
0,0,2027,ELECTRIC_HEAT_PUMP,PRIVATELY_OWNED,5294,5,297,6532,0.0,0.5320945479641132,0.14484886128364388,1122.4,0.7619296066252588
0,0,2028,ELECTRIC_HEAT_PUMP,PRIVATELY_OWNED,4932,6,368,6538,0.0,0.5228223889227029,0.12378420799473432,1325.6666666666667,0.753287531385371
0,0,2029,ELECTRIC_HEAT_PUMP,PRIVATELY_OWNED,4595,4,341,6542,0.0,0.5209594716735642,0.11746281464530892,1355.0,0.7520735038490192
0,0,2030,ELECTRIC_HEAT_PUMP,PRIVATELY_OWNED,4277,1,319,6543,0.0,0.5254666801558615,0.14814814814814814,1377.0,0.7511629831967552
0,0,2031,ELECTRIC_HEAT_PUMP,PRIVATELY_OWNED,3928,1,350,6544,0.0,0.5179425522968568,0.09523809523809523,1330.0,0.7531043046357615
0,0,2032,ELECTRIC_HEAT_PUMP,PRIVATELY_OWNED,3605,0,323,6544,0.0,0.0,0.0,0.0,0.0
0,0,2033,ELECTRIC_HEAT_PUMP,PRIVATELY_OWNED,3214,0,391,6544,0.0,0.0,0.0,0.0,0.0
0,0,2034,ELECTRIC_HEAT_PUMP,PRIVATELY_OWNED,2860,0,354,6544,0.0,0.0,0.0,0.0,0.0
0,0,2035,ELECTRIC_HEAT_PUMP,PRIVATELY_OWNED,2337,2,525,6546,0.0,0.5475102818817774,0.17914438502673796,730.0,0.7764793265659817
0,0,2036,ELECTRIC_HEAT_PUMP,PRIVATELY_OWNED,1855,1,483,6547,0.0,0.543670050342494,0.16666666666666666,794.0,0.7738384088470743
0,0,2037,ELECTRIC_HEAT_PUMP,PRIVATELY_OWNED,743,1,1113,6548,0.0,0.5334158620120492,0.19047619047619047,1311.0,0.7525047453990261
0,0,2038,ELECTRIC_HEAT_PUMP,PRIVATELY_OWNED,313,0,430,6548,0.0,0.0,0.0,0.0,0.0
0,0,2039,ELECTRIC_HEAT_PUMP,PRIVATELY_OWNED,55,0,258,6548,0.0,0.0,0.0,0.0,0.0
0,0,2040,ELECTRIC_HEAT_PUMP,PRIVATELY_OWNED,29,0,26,6548,0.0,0.0,0.0,0.0,0.0
0,0,2041,ELECTRIC_HEAT_PUMP,PRIVATELY_OWNED,21,0,8,6548,0.0,0.0,0.0,0.0,0.0
0,0,2042,ELECTRIC_HEAT_PUMP,PRIVATELY_OWNED,16,0,5,6548,0.0,0.0,0.0,0.0,0.0
0,0,2043,ELECTRIC_HEAT_PUMP,PRIVATELY_OWNED,10,0,6,6548,0.0,0.0,0.0,0.0,0.0
0,0,2044,ELECTRIC_HEAT_PUMP,PRIVATELY_OWNED,6,0,4,6548,0.0,0.0,0.0,0.0,0.0
0,0,2045,ELECTRIC_HEAT_PUMP,PRIVATELY_OWNED,5,0,1,6548,0.0,0.0,0.0,0.0,0.0
0,0,2046,ELECTRIC_HEAT_PUMP,PRIVATELY_OWNED,4,0,1,6548,0.0,0.0,0.0,0.0,0.0
0,0,2047,ELECTRIC_HEAT_PUMP,PRIVATELY_OWNED,4,0,0,6548,0.0,0.0,0.0,0.0,0.0
0,0,2048,ELECTRIC_HEAT_PUMP,PRIVATELY_OWNED,4,0,0,6548,0.0,0.0,0.0,0.0,0.0
0,0,2049,ELECTRIC_HEAT_PUMP,PRIVATELY_OWNED,4,0,0,6548,0.0,0.0,0.0,0.0,0.0
0,0,2050,ELECTRIC_HEAT_PUMP,PRIVATELY_OWNED,2,0,2,6548,0.0,0.0,0.0,0.0,0.0
0,0,2024,ELECTRIC_HEAT_PUMP,SOCIAL_HOUSING,3288,3288,0,3288,0.0,0.0,0.0,0.0,0.0
0,0,2025,ELECTRIC_HEAT_PUMP,SOCIAL_HOUSING,3269,0,19,3288,0.0,0.0,0.0,0.0,0.0
0,0,2026,ELECTRIC_HEAT_PUMP,SOCIAL_HOUSING,3215,0,54,3288,0.0,0.0,0.0,0.0,0.0
0,0,2027,ELECTRIC_HEAT_PUMP,SOCIAL_HOUSING,3169,0,46,3288,0.0,0.0,0.0,0.0,0.0
0,0,2028,ELECTRIC_HEAT_PUMP,SOCIAL_HOUSING,2872,0,297,3288,0.0,0.0,0.0,0.0,0.0
0,0,2029,ELECTRIC_HEAT_PUMP,SOCIAL_HOUSING,2631,0,241,3288,0.0,0.0,0.0,0.0,0.0
0,0,2030,ELECTRIC_HEAT_PUMP,SOCIAL_HOUSING,2478,0,153,3288,0.0,0.0,0.0,0.0,0.0
0,0,2031,ELECTRIC_HEAT_PUMP,SOCIAL_HOUSING,2170,0,308,3288,0.0,0.0,0.0,0.0,0.0
0,0,2032,ELECTRIC_HEAT_PUMP,SOCIAL_HOUSING,1830,0,340,3288,0.0,0.0,0.0,0.0,0.0
0,0,2033,ELECTRIC_HEAT_PUMP,SOCIAL_HOUSING,1363,0,467,3288,0.0,0.0,0.0,0.0,0.0
0,0,2034,ELECTRIC_HEAT_PUMP,SOCIAL_HOUSING,976,0,387,3288,0.0,0.0,0.0,0.0,0.0
0,0,2035,ELECTRIC_HEAT_PUMP,SOCIAL_HOUSING,759,0,217,3288,0.0,0.0,0.0,0.0,0.0
0,0,2036,ELECTRIC_HEAT_PUMP,SOCIAL_HOUSING,641,0,118,3288,0.0,0.0,0.0,0.0,0.0
0,0,2037,ELECTRIC_HEAT_PUMP,SOCIAL_HOUSING,543,0,98,3288,0.0,0.0,0.0,0.0,0.0
0,0,2038,ELECTRIC_HEAT_PUMP,SOCIAL_HOUSING,501,0,42,3288,0.0,0.0,0.0,0.0,0.0
0,0,2039,ELECTRIC_HEAT_PUMP,SOCIAL_HOUSING,455,0,46,3288,0.0,0.0,0.0,0.0,0.0
0,0,2040,ELECTRIC_HEAT_PUMP,SOCIAL_HOUSING,438,0,17,3288,0.0,0.0,0.0,0.0,0.0
0,0,2041,ELECTRIC_HEAT_PUMP,SOCIAL_HOUSING,400,0,38,3288,0.0,0.0,0.0,0.0,0.0
0,0,2042,ELECTRIC_HEAT_PUMP,SOCIAL_HOUSING,379,0,21,3288,0.0,0.0,0.0,0.0,0.0
0,0,2043,ELECTRIC_HEAT_PUMP,SOCIAL_HOUSING,328,0,51,3288,0.0,0.0,0.0,0.0,0.0
0,0,2044,ELECTRIC_HEAT_PUMP,SOCIAL_HOUSING,315,0,13,3288,0.0,0.0,0.0,0.0,0.0
0,0,2045,ELECTRIC_HEAT_PUMP,SOCIAL_HOUSING,290,0,25,3288,0.0,0.0,0.0,0.0,0.0
0,0,2046,ELECTRIC_HEAT_PUMP,SOCIAL_HOUSING,184,0,106,3288,0.0,0.0,0.0,0.0,0.0
0,0,2047,ELECTRIC_HEAT_PUMP,SOCIAL_HOUSING,82,0,102,3288,0.0,0.0,0.0,0.0,0.0
0,0,2048,ELECTRIC_HEAT_PUMP,SOCIAL_HOUSING,69,0,13,3288,0.0,0.0,0.0,0.0,0.0
0,0,2049,ELECTRIC_HEAT_PUMP,SOCIAL_HOUSING,39,0,30,3288,0.0,0.0,0.0,0.0,0.0
0,0,2050,ELECTRIC_HEAT_PUMP,SOCIAL_HOUSING,39,0,0,3288,0.0,0.0,0.0,0.0,0.0
0,0,2024,ELECTRIC_HEAT_PUMP,PRIVATELY_RENTED,1676,1676,0,1676,0.0,0.0,0.0,0.0,0.0
0,0,2025,ELECTRIC_HEAT_PUMP,PRIVATELY_RENTED,1480,0,196,1676,0.0,0.0,0.0,0.0,0.0
0,0,2026,ELECTRIC_HEAT_PUMP,PRIVATELY_RENTED,1366,0,114,1676,0.0,0.0,0.0,0.0,0.0
0,0,2027,ELECTRIC_HEAT_PUMP,PRIVATELY_RENTED,1293,0,73,1676,0.0,0.0,0.0,0.0,0.0
0,0,2028,ELECTRIC_HEAT_PUMP,PRIVATELY_RENTED,945,0,348,1676,0.0,0.0,0.0,0.0,0.0
0,0,2029,ELECTRIC_HEAT_PUMP,PRIVATELY_RENTED,852,0,93,1676,0.0,0.0,0.0,0.0,0.0
0,0,2030,ELECTRIC_HEAT_PUMP,PRIVATELY_RENTED,796,0,56,1676,0.0,0.0,0.0,0.0,0.0
0,0,2031,ELECTRIC_HEAT_PUMP,PRIVATELY_RENTED,717,0,79,1676,0.0,0.0,0.0,0.0,0.0
0,0,2032,ELECTRIC_HEAT_PUMP,PRIVATELY_RENTED,628,0,89,1676,0.0,0.0,0.0,0.0,0.0
0,0,2033,ELECTRIC_HEAT_PUMP,PRIVATELY_RENTED,541,0,87,1676,0.0,0.0,0.0,0.0,0.0
0,0,2034,ELECTRIC_HEAT_PUMP,PRIVATELY_RENTED,456,0,85,1676,0.0,0.0,0.0,0.0,0.0
0,0,2035,ELECTRIC_HEAT_PUMP,PRIVATELY_RENTED,350,0,106,1676,0.0,0.0,0.0,0.0,0.0
0,0,2036,ELECTRIC_HEAT_PUMP,PRIVATELY_RENTED,232,0,118,1676,0.0,0.0,0.0,0.0,0.0
0,0,2037,ELECTRIC_HEAT_PUMP,PRIVATELY_RENTED,146,0,86,1676,0.0,0.0,0.0,0.0,0.0
0,0,2038,ELECTRIC_HEAT_PUMP,PRIVATELY_RENTED,72,0,74,1676,0.0,0.0,0.0,0.0,0.0
0,0,2039,ELECTRIC_HEAT_PUMP,PRIVATELY_RENTED,0,0,72,1676,0.0,0.0,0.0,0.0,0.0
0,0,2040,ELECTRIC_HEAT_PUMP,PRIVATELY_RENTED,0,0,0,1676,0.0,0.0,0.0,0.0,0.0
0,0,2041,ELECTRIC_HEAT_PUMP,PRIVATELY_RENTED,0,0,0,1676,0.0,0.0,0.0,0.0,0.0
0,0,2042,ELECTRIC_HEAT_PUMP,PRIVATELY_RENTED,0,0,0,1676,0.0,0.0,0.0,0.0,0.0
0,0,2043,ELECTRIC_HEAT_PUMP,PRIVATELY_RENTED,0,0,0,1676,0.0,0.0,0.0,0.0,0.0
0,0,2044,ELECTRIC_HEAT_PUMP,PRIVATELY_RENTED,0,0,0,1676,0.0,0.0,0.0,0.0,0.0
0,0,2045,ELECTRIC_HEAT_PUMP,PRIVATELY_RENTED,0,0,0,1676,0.0,0.0,0.0,0.0,0.0
0,0,2046,ELECTRIC_HEAT_PUMP,PRIVATELY_RENTED,0,0,0,1676,0.0,0.0,0.0,0.0,0.0
0,0,2047,ELECTRIC_HEAT_PUMP,PRIVATELY_RENTED,0,0,0,1676,0.0,0.0,0.0,0.0,0.0
