scenario,scenario_name,iteration,dwelling_id,type,ownership,construction_year,adoption_year,hs_nb,old_hs,old_hs_age,trigger,adopted_hs,hs_in_ranking,hs_rank,hs_utility,hs_EAC,hs_PBC,hs_SN,hs_att
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,2001,2024,1,NATURAL_GAS_BOILER,2,initialization,NONE,NONE,0,0,0,0,0,0
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,2001,2034,2,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,ELECTRIC_HEAT_PUMP,1,0.7075527083069304,957.0,0.7323262419247047,0.5421460074609944,0.7738652746817692
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,2001,2034,2,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,DISTRICT_HEATING,2,0.6590394581346493,764.0,0.7740105061451037,0.26411999781850043,0.7261347253182308
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,2001,2034,2,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,HYBRID_HEAT_PUMP,3,0.6364067574622714,864.0,0.723443451990017,0.19853201149532962,0.7261347253182308
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,2001,2034,2,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,NATURAL_GAS_BOILER,4,0.6126452954297653,703.0,0.8123749193027759,0.4004747400985147,0.22613472531823076
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,2001,2034,2,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,NATURAL_GAS_BLOCK,5,0.5596766513867452,704.0,0.774880990802001,0.06480243958847243,0.22613472531823076
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,2001,2049,3,ELECTRIC_HEAT_PUMP,15,end_of_life,ELECTRIC_HEAT_PUMP,ELECTRIC_HEAT_PUMP,1,0.834999724834955,512.0,0.8244061498105509,0.9385084750857575,0.7738652746817692
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,2001,2049,3,ELECTRIC_HEAT_PUMP,15,end_of_life,ELECTRIC_HEAT_PUMP,DISTRICT_HEATING,2,0.6620596574755806,756.0,0.7740105061451037,0.30036238990967584,0.7261347253182308
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,2001,2049,3,ELECTRIC_HEAT_PUMP,15,end_of_life,ELECTRIC_HEAT_PUMP,HYBRID_HEAT_PUMP,3,0.6509931846826101,456.0,0.7784360189573459,0.06608030694804637,0.7261347253182308
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,2001,2049,3,ELECTRIC_HEAT_PUMP,15,end_of_life,ELECTRIC_HEAT_PUMP,NATURAL_GAS_BLOCK,4,0.5542764480877058,704.0,0.774880990802001,0.0,0.22613472531823076
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,2001,2049,3,ELECTRIC_HEAT_PUMP,15,end_of_life,ELECTRIC_HEAT_PUMP,NATURAL_GAS_BOILER,5,0.5542724004215558,702.0,0.774874919302776,0.0,0.22613472531823076
1,baseline,1,64,TERRACED,PRIVATELY_OWNED,2002,2024,1,NATURAL_GAS_BOILER,7,initialization,NONE,NONE,0,0,0,0,0,0
1,baseline,1,64,TERRACED,PRIVATELY_OWNED,2002,2029,2,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,ELECTRIC_HEAT_PUMP,1,0.6149348832523387,1573.0,0.6759285213735108,0.12906025910582364,0.856834954914165
1,baseline,1,64,TERRACED,PRIVATELY_OWNED,2002,2029,2,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,DISTRICT_HEATING,2,0.6027439482955412,1539.0,0.7052967891846219,0.3042229758978503,0.643165045085835
1,baseline,1,64,TERRACED,PRIVATELY_OWNED,2002,2029,2,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,HYBRID_HEAT_PUMP,3,0.5750374167066329,1445.0,0.6714455639518611,0.12127719934651808,0.643165045085835
1,baseline,1,64,TERRACED,PRIVATELY_OWNED,2002,2029,2,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,NATURAL_GAS_BOILER,4,0.5720358517358342,1387.0,0.7377489697802198,0.6761083724165821,0.14316504508583505
1,baseline,1,64,TERRACED,PRIVATELY_OWNED,2002,2029,2,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,NATURAL_GAS_BLOCK,5,0.49567473197480977,1388.0,0.7002682403433476,0.05962077077926665,0.14316504508583505
1,baseline,1,64,TERRACED,PRIVATELY_OWNED,2002,2044,3,ELECTRIC_HEAT_PUMP,15,end_of_life,ELECTRIC_HEAT_PUMP,ELECTRIC_HEAT_PUMP,1,0.8325698233842916,1073.0,0.7892937815572681,0.9814088591625123,0.856834954914165
1,baseline,1,64,TERRACED,PRIVATELY_OWNED,2002,2044,3,ELECTRIC_HEAT_PUMP,15,end_of_life,ELECTRIC_HEAT_PUMP,DISTRICT_HEATING,2,0.6141745842936119,1523.0,0.7118689389617797,0.3888134096574349,0.643165045085835
1,baseline,1,64,TERRACED,PRIVATELY_OWNED,2002,2044,3,ELECTRIC_HEAT_PUMP,15,end_of_life,ELECTRIC_HEAT_PUMP,HYBRID_HEAT_PUMP,3,0.6020401751745145,1018.0,0.7422690014903129,0.0,0.643165045085835
1,baseline,1,64,TERRACED,PRIVATELY_OWNED,2002,2044,3,ELECTRIC_HEAT_PUMP,15,end_of_life,ELECTRIC_HEAT_PUMP,NATURAL_GAS_BOILER,4,0.4949723382978014,1386.0,0.7066672461752433,0.0,0.14316504508583505
1,baseline,1,64,TERRACED,PRIVATELY_OWNED,2002,2044,3,ELECTRIC_HEAT_PUMP,15,end_of_life,ELECTRIC_HEAT_PUMP,NATURAL_GAS_BLOCK,5,0.4949244487725609,1388.0,0.7065954118873826,0.0,0.14316504508583505
1,baseline,1,1,SEMIDETACHED,PRIVATELY_OWNED,1930,2024,1,NATURAL_GAS_BOILER,6,initialization,NONE,NONE,0,0,0,0,0,0
1,baseline,1,1,SEMIDETACHED,PRIVATELY_OWNED,1930,2030,2,NATURAL_GAS_BOILER,12,end_of_life,HYBRID_HEAT_PUMP,HYBRID_HEAT_PUMP,1,0.6376775029766513,1755.0,0.6986030654115375,0.05864098042710251,0.973011775786655
1,baseline,1,1,SEMIDETACHED,PRIVATELY_OWNED,1930,2030,2,NATURAL_GAS_BOILER,12,end_of_life,HYBRID_HEAT_PUMP,DISTRICT_HEATING,2,0.6171902768233868,2527.0,0.6310618172128963,0.41176523260416037,0.973011775786655
1,baseline,1,1,SEMIDETACHED,PRIVATELY_OWNED,1930,2030,2,NATURAL_GAS_BOILER,12,end_of_life,HYBRID_HEAT_PUMP,NATURAL_GAS_BOILER,3,0.5847348473771721,2249.0,0.658372641509434,0.6958605880239022,0.526988224213345
1,baseline,1,1,SEMIDETACHED,PRIVATELY_OWNED,1930,2030,2,NATURAL_GAS_BOILER,12,end_of_life,HYBRID_HEAT_PUMP,ELECTRIC_HEAT_PUMP,4,0.5529658461881084,1963.0,0.6806712191872085,0.12209842459316131,0.473011775786655
1,baseline,1,1,SEMIDETACHED,PRIVATELY_OWNED,1930,2030,2,NATURAL_GAS_BOILER,12,end_of_life,HYBRID_HEAT_PUMP,NATURAL_GAS_BLOCK,5,0.5112539546877376,2250.0,0.6208021629533257,0.11465370419955552,0.526988224213345
1,baseline,1,1,SEMIDETACHED,PRIVATELY_OWNED,1930,2045,3,HYBRID_HEAT_PUMP,15,end_of_life,HYBRID_HEAT_PUMP,HYBRID_HEAT_PUMP,1,0.70185682737382,1717.0,0.6925425038639876,0.467959173000315,0.973011775786655
1,baseline,1,1,SEMIDETACHED,PRIVATELY_OWNED,1930,2045,3,HYBRID_HEAT_PUMP,15,end_of_life,HYBRID_HEAT_PUMP,DISTRICT_HEATING,2,0.6577093076128809,2512.0,0.636663405748212,0.8531808937955654,0.973011775786655
1,baseline,1,1,SEMIDETACHED,PRIVATELY_OWNED,1930,2045,3,HYBRID_HEAT_PUMP,15,end_of_life,HYBRID_HEAT_PUMP,ELECTRIC_HEAT_PUMP,3,0.5462609794813926,1830.0,0.6753048780487805,0.10333458890657907,0.473011775786655
1,baseline,1,1,SEMIDETACHED,PRIVATELY_OWNED,1930,2045,3,HYBRID_HEAT_PUMP,15,end_of_life,HYBRID_HEAT_PUMP,NATURAL_GAS_BOILER,4,0.5053626618748197,2247.0,0.6262969367588933,0.0,0.526988224213345
1,baseline,1,1,SEMIDETACHED,PRIVATELY_OWNED,1930,2045,3,HYBRID_HEAT_PUMP,15,end_of_life,HYBRID_HEAT_PUMP,NATURAL_GAS_BLOCK,5,0.5053144927177025,2250.0,0.6262246830232174,0.0,0.526988224213345
1,baseline,1,726,SEMIDETACHED,PRIVATELY_OWNED,1936,2024,1,NATURAL_GAS_BOILER,11,initialization,NONE,NONE,0,0,0,0,0,0
1,baseline,1,726,SEMIDETACHED,PRIVATELY_OWNED,1936,2025,2,NATURAL_GAS_BOILER,12,end_of_life,NATURAL_GAS_BOILER,NATURAL_GAS_BOILER,1,0.6126371095067629,1906.0,0.7239422834049003,0.956581750296835,0.30176264827255883
1,baseline,1,726,SEMIDETACHED,PRIVATELY_OWNED,1936,2025,2,NATURAL_GAS_BOILER,12,end_of_life,NATURAL_GAS_BOILER,DISTRICT_HEATING,2,0.6068470644506325,2103.0,0.6955014407739014,0.1146279506712606,0.8017626482725588
1,baseline,1,726,SEMIDETACHED,PRIVATELY_OWNED,1936,2025,2,NATURAL_GAS_BOILER,12,end_of_life,NATURAL_GAS_BOILER,HYBRID_HEAT_PUMP,3,0.5930993658318638,2341.0,0.6749959056665574,0.05684992405239439,0.8017626482725588
1,baseline,1,726,SEMIDETACHED,PRIVATELY_OWNED,1936,2025,2,NATURAL_GAS_BOILER,12,end_of_life,NATURAL_GAS_BOILER,NATURAL_GAS_BLOCK,4,0.5174761727026789,1906.0,0.6864422834049002,0.11465050864782733,0.30176264827255883
1,baseline,1,726,SEMIDETACHED,PRIVATELY_OWNED,1936,2025,2,NATURAL_GAS_BOILER,12,end_of_life,NATURAL_GAS_BOILER,ELECTRIC_HEAT_PUMP,5,0.500161607710297,4105.0,0.5328483920367534,0.17133872638732744,0.6982373517274412
1,baseline,1,726,SEMIDETACHED,PRIVATELY_OWNED,1936,2037,3,NATURAL_GAS_BOILER,12,end_of_life,DISTRICT_HEATING,DISTRICT_HEATING,1,0.6086237491201253,2086.0,0.6355817511376117,0.6153056837954917,0.8017626482725588
1,baseline,1,726,SEMIDETACHED,PRIVATELY_OWNED,1936,2037,3,NATURAL_GAS_BOILER,12,end_of_life,DISTRICT_HEATING,HYBRID_HEAT_PUMP,2,0.5895826196930667,2256.0,0.6106295505900075,0.29321486752581105,0.8017626482725588
1,baseline,1,726,SEMIDETACHED,PRIVATELY_OWNED,1936,2037,3,NATURAL_GAS_BOILER,12,end_of_life,DISTRICT_HEATING,NATURAL_GAS_BOILER,3,0.5103645208545886,1904.0,0.6611047510017173,0.23201094569620784,0.30176264827255883
1,baseline,1,726,SEMIDETACHED,PRIVATELY_OWNED,1936,2037,3,NATURAL_GAS_BOILER,12,end_of_life,DISTRICT_HEATING,ELECTRIC_HEAT_PUMP,4,0.4744215897294224,3866.0,0.4663083664247569,0.28305872095006573,0.6982373517274412
1,baseline,1,726,SEMIDETACHED,PRIVATELY_OWNED,1936,2037,3,NATURAL_GAS_BOILER,12,end_of_life,DISTRICT_HEATING,NATURAL_GAS_BLOCK,5,0.4659748124839359,1906.0,0.6235215566577642,0.0,0.30176264827255883
1,baseline,1,2,APARTMENT,PRIVATELY_OWNED,1904,2024,1,NATURAL_GAS_BOILER,10,initialization,NONE,NONE,0,0,0,0,0,0
1,baseline,1,2,APARTMENT,PRIVATELY_OWNED,1904,2026,2,NATURAL_GAS_BOILER,12,end_of_life,NATURAL_GAS_BOILER,NATURAL_GAS_BOILER,1,0.6035672796873537,1162.0,0.7491482590789966,0.7980946647281455,0.22576330944406298
1,baseline,1,2,APARTMENT,PRIVATELY_OWNED,1904,2026,2,NATURAL_GAS_BOILER,12,end_of_life,NATURAL_GAS_BOILER,DISTRICT_HEATING,2,0.5992200273908028,1261.0,0.7173892137251884,0.0,0.725763309444063
1,baseline,1,2,APARTMENT,PRIVATELY_OWNED,1904,2026,2,NATURAL_GAS_BOILER,12,end_of_life,NATURAL_GAS_BOILER,ELECTRIC_HEAT_PUMP,3,0.5629408156971123,2742.0,0.5895348837209302,0.24526866874301634,0.774236690555937
1,baseline,1,2,APARTMENT,PRIVATELY_OWNED,1904,2026,2,NATURAL_GAS_BOILER,12,end_of_life,NATURAL_GAS_BOILER,HYBRID_HEAT_PUMP,4,0.5430379492451163,2058.0,0.6180897566661809,0.06010535936191098,0.725763309444063
1,baseline,1,2,APARTMENT,PRIVATELY_OWNED,1904,2026,2,NATURAL_GAS_BOILER,12,end_of_life,NATURAL_GAS_BOILER,NATURAL_GAS_BLOCK,5,0.5220084918930885,1162.0,0.7116671345685944,0.1192382072801803,0.22576330944406298
1,baseline,1,2,APARTMENT,PRIVATELY_OWNED,1904,2038,3,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,ELECTRIC_HEAT_PUMP,1,0.6927191967147582,2078.0,0.5986506140917905,0.9874760333654502,0.774236690555937
1,baseline,1,2,APARTMENT,PRIVATELY_OWNED,1904,2038,3,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,DISTRICT_HEATING,2,0.6424779145435897,1244.0,0.7388720372460497,0.34723205766655346,0.725763309444063
1,baseline,1,2,APARTMENT,PRIVATELY_OWNED,1904,2038,3,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,HYBRID_HEAT_PUMP,3,0.5679891043090263,1590.0,0.6554286119784275,0.060456868496384784,0.725763309444063
1,baseline,1,2,APARTMENT,PRIVATELY_OWNED,1904,2038,3,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,NATURAL_GAS_BOILER,4,0.5557261544984939,1161.0,0.7706383344803854,0.05208055925071823,0.22576330944406298
1,baseline,1,2,APARTMENT,PRIVATELY_OWNED,1904,2038,3,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,NATURAL_GAS_BLOCK,5,0.5263952095245811,1162.0,0.7331519869258558,0.0,0.22576330944406298
1,baseline,1,86,APARTMENT,PRIVATELY_OWNED,1951,2024,1,NATURAL_GAS_BOILER,0,initialization,NONE,NONE,0,0,0,0,0,0
1,baseline,1,86,APARTMENT,PRIVATELY_OWNED,1951,2036,2,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,ELECTRIC_HEAT_PUMP,1,0.7478109962168442,1445.0,0.6855786275006331,1.0,0.7445514672985322
