scenario,scenario_name,iteration,year,nbh_in_grid_congestion_perc,nbh_with_dh_perc,heating_system,ownership,installed_current,installed_annually,removed_annually,installed_cumulative,avg_att,avg_util,avg_sub_norm,avg_eac,avg_pbc,SLF,ELF,GRR,DHCT,DHES,SHAES,DHCO,GCHPB
1,baseline,1,2024,0.0,0.0,NATURAL_GAS_BOILER,TOTAL,211360,211360,0,211360,0.0,0.0,0.0,0.0,0.0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2025,0.0,0.38738738738738737,NATURAL_GAS_BOILER,TOTAL,199790,16344,27914,227704,0.012005257648227307,0.02232764702403221,8.739095747929225E-6,61.86434969364485,0.03048906373702279,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2026,0.0,0.38738738738738737,NATURAL_GAS_BOILER,TOTAL,192479,7096,14407,234800,0.00989743252320028,0.01845194286185369,0.0,51.45994828992243,0.025203556161980376,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2027,0.0,0.38738738738738737,NATURAL_GAS_BOILER,TOTAL,184979,12280,19780,247080,0.006550978006856034,0.012261413376924766,0.0,34.40450584180856,0.01675437556367313,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2028,0.0,0.38738738738738737,NATURAL_GAS_BOILER,TOTAL,177501,15142,22620,262222,0.01685754936298726,0.03156694019516226,0.0,86.68551648622646,0.04313602295199661,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2029,0.0,0.38738738738738737,NATURAL_GAS_BOILER,TOTAL,169626,7780,15655,270002,0.010671437771988167,0.02000143027986649,0.0,56.322636380722145,0.02733428597680266,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2030,0.0,0.8558558558558559,NATURAL_GAS_BOILER,TOTAL,162122,6349,13853,276351,0.005836091359621353,0.010897163880973676,0.0,30.241478365821234,0.014886722981555078,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2031,0.0,0.8558558558558559,NATURAL_GAS_BOILER,TOTAL,153267,10178,19033,286529,0.0048031994490920615,0.008977544788702803,0.0,24.83459634792124,0.012265517320781155,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2032,0.0,0.8558558558558559,NATURAL_GAS_BOILER,TOTAL,146193,7069,14143,293598,0.004266352027788668,0.008062852030847188,0.0,22.100262717496587,0.011027690039323648,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2033,0.0,0.8558558558558559,NATURAL_GAS_BOILER,TOTAL,137522,11643,20314,305241,0.0037595783869796198,0.00690760285001364,0.0,19.240838281595668,0.00942150967827555,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2034,0.0,0.8558558558558559,NATURAL_GAS_BOILER,TOTAL,127154,6077,16445,311318,0.008636609023325364,0.016244260172299366,0.0,42.75789367232141,0.022207238002617778,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2035,0.0,0.8558558558558559,NATURAL_GAS_BOILER,TOTAL,119341,8723,16536,320041,0.003901338463673699,0.007295007802697659,0.0,19.803047957378745,0.009967177088128061,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2036,0.0,0.8558558558558559,NATURAL_GAS_BOILER,TOTAL,113622,4941,10660,324982,0.0052092598888468,0.009680693117874659,0.0,26.866346058720225,0.0132187247046003,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2037,0.0,0.8558558558558559,NATURAL_GAS_BOILER,TOTAL,113233,15955,16344,340937,0.0047453773256721,0.0067618870888648585,0.0,17.287552182989334,0.008956486301879264,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
