scenario,scenario_name,iteration,year,nbh_in_grid_congestion_perc,nbh_with_dh_perc,heating_system,ownership,installed_current,installed_annually,removed_annually,installed_cumulative,avg_att,avg_util,avg_sub_norm,avg_eac,avg_pbc,SLF,ELF,GRR,DHCT,DHES,SHAES,DHCO,GCHPB
1,baseline,1,2024,0.0,0.0,NATURAL_GAS_BOILER,TOTAL,211360,211360,0,211360,0.0,0.0,0.0,0.0,0.0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2025,0.0,0.38738738738738737,NATURAL_GAS_BOILER,TOTAL,202320,20605,29645,231965,0.04012489160379653,0.07941135011720948,0.036571493800435874,207.29958154040887,0.10451436554981083,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2026,0.0,0.38738738738738737,NATURAL_GAS_BOILER,TOTAL,195368,8744,15696,240709,0.011843510782060663,0.022021403056980828,0.0022255674656469775,61.83558167587748,0.029793030956750285,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2027,0.0,0.38738738738738737,NATURAL_GAS_BOILER,TOTAL,188372,12564,19560,253273,0.014055086308111692,0.02709911200808759,0.006829365429649383,73.69451964501147,0.03628122575639725,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2028,0.0,0.38738738738738737,NATURAL_GAS_BOILER,TOTAL,180747,5667,13292,258940,0.037799790100816216,0.07136789671064557,0.012786264899622694,195.21826504685694,0.09600361442831079,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2029,0.0,0.38738738738738737,NATURAL_GAS_BOILER,TOTAL,172181,9552,18118,268492,0.0085859922076635,0.01650347297999731,0.004548599992710841,45.16249253174258,0.02204013641899132,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2030,0.0,0.8558558558558559,NATURAL_GAS_BOILER,TOTAL,164741,6345,13785,274837,0.0101193474308949,0.019416098506473953,0.0036349331321889125,52.81912760080924,0.0261399442604634,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2031,0.0,0.8558558558558559,NATURAL_GAS_BOILER,TOTAL,156029,10706,19418,285543,0.005705646999546647,0.010634286835988771,0.0022581527012026773,29.213808543073352,0.014242749416446265,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2032,0.0,0.8558558558558559,NATURAL_GAS_BOILER,TOTAL,149191,7694,14532,293237,0.006649977254105199,0.012509880770058344,0.0016411703180097287,34.25642214051984,0.016897180551810005,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2033,0.0,0.8558558558558559,NATURAL_GAS_BOILER,TOTAL,140704,7055,15542,300292,0.006515408705144663,0.012280003960179883,0.001714187274068393,33.801078163556866,0.016576880354725005,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2034,0.0,0.8558558558558559,NATURAL_GAS_BOILER,TOTAL,131406,11340,20638,311632,0.004185842254326099,0.007893380965998875,8.58475656561184E-4,20.548718580915835,0.010686301428346605,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2035,0.0,0.8558558558558559,NATURAL_GAS_BOILER,TOTAL,123146,8786,17046,320418,0.0045800530441811125,0.008533667073593173,4.4294038588848806E-4,23.15793964492882,0.011600119801108453,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2036,0.0,0.8558558558558559,NATURAL_GAS_BOILER,TOTAL,116866,7808,14088,328226,0.0030259235667055508,0.005617536134980475,2.0107600291844273E-4,15.56080678429222,0.007644688810429505,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2037,0.0,0.8558558558558559,NATURAL_GAS_BOILER,TOTAL,114347,18086,20605,346312,0.004964529089784942,0.00691308043321433,3.093148009177029E-4,19.18174901244218,0.009089824027260487,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2038,0.0,0.8558558558558559,NATURAL_GAS_BOILER,TOTAL,115088,9485,8744,355797,0.0028367012849278184,0.0038812658261593255,8.453496868934956E-5,10.906501524576848,0.005102156546920854,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2039,0.0,0.8558558558558559,NATURAL_GAS_BOILER,TOTAL,114772,12248,12564,368045,0.0028563890616078655,0.0038383331779498716,1.7896813327682268E-4,11.119515854725607,0.005021031484863236,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2040,0.0,0.8558558558558559,NATURAL_GAS_BOILER,TOTAL,114281,5176,5667,373221,0.005714554440961653,0.01185087324977889,8.03916170993863E-5,34.955184573281215,0.01633762231229041,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2041,0.0,0.8558558558558559,NATURAL_GAS_BOILER,TOTAL,114596,9867,9552,383088,0.002624580408466671,0.005028726469374065,5.977050699723372E-5,15.318659476844314,0.006879473288569805,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
