scenario,scenario_name,iteration,dwelling_id,type,ownership,construction_year,adoption_year,hs_nb,old_hs,old_hs_age,trigger,adopted_hs,hs_in_ranking,hs_rank,hs_utility,hs_EAC,hs_PBC,hs_SN,hs_att
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,1998,2024,1,NATURAL_GAS_BOILER,1,initialization,NONE,NONE,0,0,0,0,0,0
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,1998,2035,2,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,ELECTRIC_HEAT_PUMP,1,0.6524010579444093,1911.0,0.6729877596439169,0.40224191411422255,0.8202133949765656
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,1998,2035,2,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,HYBRID_HEAT_PUMP,2,0.5637371241277009,1793.0,0.6756590349356928,0.0,0.6797866050234344
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,1998,2035,2,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,DISTRICT_HEATING,3,0.5541173939204291,2625.0,0.631379240093715,0.23880159624856095,0.6797866050234344
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,1998,2035,2,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,NATURAL_GAS_BOILER,4,0.5406029169602358,2330.0,0.674593648412103,0.7309126061791364,0.17978660502343435
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,1998,2035,2,NATURAL_GAS_BOILER,12,end_of_life,ELECTRIC_HEAT_PUMP,NATURAL_GAS_BLOCK,5,0.4463601997786411,2330.0,0.6245936484121031,0.0,0.17978660502343435
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,1998,2050,3,ELECTRIC_HEAT_PUMP,15,end_of_life,ELECTRIC_HEAT_PUMP,ELECTRIC_HEAT_PUMP,1,0.7589425485097623,1849.0,0.7203855421686747,0.8518997274073091,0.8202133949765656
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,1998,2050,3,ELECTRIC_HEAT_PUMP,15,end_of_life,ELECTRIC_HEAT_PUMP,HYBRID_HEAT_PUMP,2,0.5793819437811387,1759.0,0.6489618094178717,0.2006578199919116,0.6797866050234344
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,1998,2050,3,ELECTRIC_HEAT_PUMP,15,end_of_life,ELECTRIC_HEAT_PUMP,DISTRICT_HEATING,3,0.5452780665058345,2612.0,0.6304104856736436,0.14047970263399676,0.6797866050234344
1,baseline,1,0,TERRACED,PRIVATELY_OWNED,1998,2050,3,ELECTRIC_HEAT_PUMP,15,end_of_life,ELECTRIC_HEAT_PUMP,NATURAL_GAS_BOILER,4,0.4522385713278374,2329.0,0.6237058750155918,0.07764264576244542,0.17978660502343435
