scenario,scenario_name,iteration,year,nbh_in_grid_congestion_perc,nbh_with_dh_perc,heating_system,ownership,installed_current,installed_annually,removed_annually,installed_cumulative,avg_att,avg_util,avg_sub_norm,avg_eac,avg_pbc,SLF,ELF,GRR,DHCT,DHES,SHAES,DHCO,GCHPB
1,baseline,1,2024,0.0,0.0,NATURAL_GAS_BOILER,TOTAL,211360,211360,0,211360,0.0,0.0,0.0,0.0,0.0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2025,0.0,0.0,NATURAL_GAS_BOILER,TOTAL,197497,13046,26909,224406,0.006082852960465582,0.013135408155673703,0.014491069789300043,31.66998827715721,0.015486259887409688,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2026,0.0,0.0,NATURAL_GAS_BOILER,TOTAL,189306,6857,15048,231263,0.013231336704673986,0.028946657818174976,0.027827421769054454,69.27580723124942,0.03418509818934216,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2027,0.0,0.0,NATURAL_GAS_BOILER,TOTAL,181189,9040,17157,240303,0.00508123098863795,0.011028453172964268,0.009678206944030108,26.460034789740334,0.013010860567739722,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2028,0.0,0.0,NATURAL_GAS_BOILER,TOTAL,172571,8137,16755,248440,0.005570670067550874,0.012326839095066681,0.009598599256020683,29.054516245904622,0.014578895437571975,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2029,0.0,0.0,NATURAL_GAS_BOILER,TOTAL,165175,8692,16088,257132,0.007275348609620213,0.015989011805434286,0.011098185209487032,37.91714929153151,0.018893566204039102,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2030,0.0,0.0,NATURAL_GAS_BOILER,TOTAL,158100,12521,19596,269653,0.002051547181052229,0.0044138293872965275,0.0027063854203223554,10.672393240941531,0.005201256789377963,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2031,0.0,0.0,NATURAL_GAS_BOILER,TOTAL,149492,11230,19838,280883,0.002352400550669056,0.005087992175520692,0.002647019560931316,12.220035097471314,0.005999856050471216,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2032,0.0,0.0,NATURAL_GAS_BOILER,TOTAL,144518,11835,16809,292718,0.0031482336752135538,0.00680845541254395,0.00288406889679488,16.228518620362205,0.008028529324987422,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2033,0.0,0.0,NATURAL_GAS_BOILER,TOTAL,136306,11995,20207,304713,0.0019964360927075112,0.004291638458675462,0.001434088680280103,10.376435345215695,0.005056705913998139,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2034,0.0,0.0,NATURAL_GAS_BOILER,TOTAL,127429,4970,13847,309683,0.005921297167983076,0.012728010849038978,0.0029416930421814263,29.173087276084416,0.014996915409390863,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2035,0.0,0.0,NATURAL_GAS_BOILER,TOTAL,119015,7000,15414,316683,0.003675417126379187,0.007861015647735604,0.0010049933322231553,18.448097264947034,0.009256215154854409,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2036,0.0,0.0,NATURAL_GAS_BOILER,TOTAL,112694,7371,13692,324054,0.0025088725109167712,0.005428240064211927,2.7172298582459764E-4,13.052474251355186,0.006401362581976919,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2037,0.0,0.0,NATURAL_GAS_BOILER,TOTAL,112649,13001,13046,337055,0.0038483559305803948,0.006758702597366119,4.464248581648719E-4,14.119747487401614,0.007728818152961366,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2038,0.0,0.0,NATURAL_GAS_BOILER,TOTAL,113461,7669,6857,344724,0.004299347181268913,0.007155379785084954,4.8087429150955207E-4,17.47214825117637,0.008107390653023646,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2039,0.0,0.0,NATURAL_GAS_BOILER,TOTAL,113599,9178,9040,353902,0.0034188621320420582,0.005843563989528581,3.919092815385992E-4,13.822023331094853,0.006651797942024088,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2040,0.0,0.0,NATURAL_GAS_BOILER,TOTAL,113668,8206,8137,362108,0.0030338431115123246,0.006892102115194013,7.634365456368502E-5,17.919271674311727,0.00817818844975451,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2041,0.0,0.0,NATURAL_GAS_BOILER,TOTAL,113654,8678,8692,370786,0.0027889963395142745,0.006210366975039158,7.511692703733419E-5,16.2466546271051,0.0073508238535474535,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2042,0.0,0.0,NATURAL_GAS_BOILER,TOTAL,113710,12577,12521,383363,0.0018279115247540306,0.004028879489923675,4.478841937235004E-5,10.561009236183665,0.004762535478313606,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2043,0.0,0.0,NATURAL_GAS_BOILER,TOTAL,113877,11397,11230,394760,0.002045463753919444,0.004522588163947954,4.8759276741445215E-5,11.622436339213989,0.005348296300624118,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2044,0.0,0.0,NATURAL_GAS_BOILER,TOTAL,114980,12938,11835,407698,0.0022825299839411084,0.005298617536036582,4.955231404947499E-5,13.544770845062711,0.006303980053401716,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2045,0.0,0.0,NATURAL_GAS_BOILER,TOTAL,115057,12072,11995,419770,0.0013559789710166344,0.0034857482455568555,4.13688089093917E-5,9.92179247652792,0.004195671337070265,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2046,0.0,0.0,NATURAL_GAS_BOILER,TOTAL,115098,5011,4970,424781,0.004012924875216048,0.010664950690416114,1.2679343229664444E-4,29.484201313401904,0.01288229262881618,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
