scenario,scenario_name,iteration,year,nbh_in_grid_congestion_perc,nbh_with_dh_perc,heating_system,ownership,installed_current,installed_annually,removed_annually,installed_cumulative,considered_annually,avg_att,avg_util,avg_sub_norm,avg_eac,avg_pbc,SLF,ELF,GRR,DHCT,DHES,SHAES,DHCO,GCHPB
1,baseline,4,2044,0,0,DISTRICT_HEATING,PRIVATELY_OWNED,4467,0,0,12523,102053,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,4,2044,0,0,DISTRICT_HEATING,PRIVATELY_RENTED,907,0,0,12523,102053,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,4,2044,0,0,DISTRICT_HEATING,SOCIAL_HOUSING,431,0,0,12523,102053,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,4,2044,0,0,DISTRICT_HEATING,HOME_OWNER_ASSOCIATION,0,0,0,12523,102053,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,4,2044,0,0,DISTRICT_HEATING,TOTAL,5805,29,173,12523,102053,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,4,2045,0,0,NATURAL_GAS_BOILER,PRIVATELY_OWNED,9680,0,0,787054,111478,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,4,2045,0,0,NATURAL_GAS_BOILER,PRIVATELY_RENTED,26572,0,0,787054,111478,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,4,2045,0,0,NATURAL_GAS_BOILER,SOCIAL_HOUSING,34258,0,0,787054,111478,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,4,2045,0,0,NATURAL_GAS_BOILER,HOME_OWNER_ASSOCIATION,10536,0,0,787054,111478,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,4,2045,0,0,NATURAL_GAS_BOILER,TOTAL,81046,4200,11606,787054,111478,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,4,2045,0,0,NATURAL_GAS_BLOCK,PRIVATELY_OWNED,4,0,0,34660,111478,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,4,2045,0,0,NATURAL_GAS_BLOCK,PRIVATELY_RENTED,2197,0,0,34660,111478,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,4,2045,0,0,NATURAL_GAS_BLOCK,SOCIAL_HOUSING,0,0,0,34660,111478,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,4,2045,0,0,NATURAL_GAS_BLOCK,HOME_OWNER_ASSOCIATION,305,0,0,34660,111478,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,4,2045,0,0,NATURAL_GAS_BLOCK,TOTAL,2506,222,280,34660,111478,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,4,2045,0,0,HYBRID_HEAT_PUMP,PRIVATELY_OWNED,145140,0,0,347002,111478,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,4,2045,0,0,HYBRID_HEAT_PUMP,PRIVATELY_RENTED,42245,0,0,347002,111478,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,4,2045,0,0,HYBRID_HEAT_PUMP,SOCIAL_HOUSING,70999,0,0,347002,111478,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,4,2045,0,0,HYBRID_HEAT_PUMP,HOME_OWNER_ASSOCIATION,14826,0,0,347002,111478,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,4,2045,0,0,HYBRID_HEAT_PUMP,TOTAL,273210,19657,13341,347002,111478,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,4,2045,0,0,ELECTRIC_HEAT_PUMP,PRIVATELY_OWNED,182950,0,0,266527,111478,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,4,2045,0,0,ELECTRIC_HEAT_PUMP,PRIVATELY_RENTED,367,0,0,266527,111478,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,4,2045,0,0,ELECTRIC_HEAT_PUMP,SOCIAL_HOUSING,22,0,0,266527,111478,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
