buurtcode,district_heating,district_heating_infra,installatie_code,installatie,infra_code,infra,status_code,status,isolatiegraad_code,isolatiegraad,start_jaar,eind_jaar
BU0363NN02,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363NP01,TRUE,TRUE,4,Wnet,6,"E,W,K",verkennend,voorkeursoptie,1,Geen maatregelen,0,0
BU0363NP02,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",verkennend,voorkeursoptie,0,Onbekend,2020,2032
BU0363NP03,TRUE,TRUE,4,Wnet,6,"E,W,K",verkennend,voorkeursoptie,1,Geen maatregelen,0,0
BU0363NQ01,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363NQ02,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363NQ03,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363NQ04,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363NQ05,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363NQ06,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363NQ07,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363NQ08,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363NQ09,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363NQ10,FALSE,FALSE,5,"hWP,Hr",3,"E,G",definitief,voorkeursoptie,0,Onbekend,2020,2040
BU0363SA01,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363SA02,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363SB01,FALSE,FALSE,3,eWP,2,E,definitief,voorkeursoptie,2,"Isolatie, geen specifiek niveau benoemd",2021,2040
BU0363SB02,FALSE,FALSE,3,eWP,2,E,definitief,voorkeursoptie,2,"Isolatie, geen specifiek niveau benoemd",2021,2040
BU0363SB03,FALSE,FALSE,3,eWP,2,E,definitief,voorkeursoptie,2,"Isolatie, geen specifiek niveau benoemd",2021,2040
BU0363SB04,FALSE,FALSE,3,eWP,2,E,definitief,voorkeursoptie,2,"Isolatie, geen specifiek niveau benoemd",2021,2040
BU0363SB05,FALSE,FALSE,3,eWP,2,E,definitief,voorkeursoptie,2,"Isolatie, geen specifiek niveau benoemd",2021,2040
BU0363SB06,FALSE,FALSE,0,Onbekend,0,Onbekend,definitief,voorkeursoptie,3,Standaard en Streefwaarden,2021,2050
BU0363SC01,TRUE,TRUE,4,Wnet,4,"E,W",definitief,voorkeursoptie,3,Standaard en Streefwaarden,2021,2050
BU0363SC02,TRUE,TRUE,4,Wnet,4,"E,W",definitief,voorkeursoptie,3,Standaard en Streefwaarden,2030,2040
BU0363SC03,TRUE,TRUE,4,Wnet,4,"E,W",definitief,voorkeursoptie,3,Standaard en Streefwaarden,2030,2040
BU0363SC04,TRUE,TRUE,4,Wnet,4,"E,W",definitief,voorkeursoptie,3,Standaard en Streefwaarden,2030,2040
BU0363SC05,TRUE,TRUE,4,Wnet,4,"E,W",definitief,voorkeursoptie,3,Standaard en Streefwaarden,2030,2040
BU0363SC06,TRUE,TRUE,4,Wnet,4,"E,W",definitief,voorkeursoptie,3,Standaard en Streefwaarden,2030,2040
BU0363SD01,FALSE,FALSE,2,hWP,3,"E,G",definitief,voorkeursoptie,3,Standaard en Streefwaarden,2021,2040
BU0363SD02,FALSE,FALSE,0,Onbekend,0,Onbekend,definitief,voorkeursoptie,3,Standaard en Streefwaarden,2021,2050
BU0363SD03,FALSE,FALSE,2,hWP,3,"E,G",definitief,voorkeursoptie,3,Standaard en Streefwaarden,2021,2040
BU0363SD04,FALSE,FALSE,2,hWP,3,"E,G",definitief,voorkeursoptie,3,Standaard en Streefwaarden,2021,2040
BU0363SD05,FALSE,FALSE,2,hWP,3,"E,G",definitief,voorkeursoptie,3,Standaard en Streefwaarden,2021,2040
BU0363SD06,FALSE,FALSE,2,hWP,3,"E,G",definitief,voorkeursoptie,3,Standaard en Streefwaarden,2021,2040
BU0363SE01,FALSE,FALSE,2,hWP,3,"E,G",definitief,voorkeursoptie,3,Standaard en Streefwaarden,2021,2040
BU0363SE02,FALSE,FALSE,2,hWP,3,"E,G",definitief,voorkeursoptie,3,Standaard en Streefwaarden,2021,2040
BU0363SE03,FALSE,FALSE,2,hWP,3,"E,G",definitief,voorkeursoptie,3,Standaard en Streefwaarden,2021,2040
BU0363SE04,FALSE,FALSE,2,hWP,3,"E,G",definitief,voorkeursoptie,3,Standaard en Streefwaarden,2021,2040
BU0363TA01,TRUE,TRUE,4,Wnet,6,"E,W,K",verkennend,voorkeursoptie,1,Geen maatregelen,0,0
BU0363TA02,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",verkennend,voorkeursoptie,0,Onbekend,2020,2032
BU0363TA03,TRUE,TRUE,4,Wnet,6,"E,W,K",verkennend,voorkeursoptie,1,Geen maatregelen,0,0
BU0363TA04,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",verkennend,voorkeursoptie,0,Onbekend,2020,2032
BU0363TA05,TRUE,TRUE,4,Wnet,6,"E,W,K",verkennend,voorkeursoptie,1,Geen maatregelen,0,0
BU0363TA06,TRUE,TRUE,4,Wnet,6,"E,W,K",verkennend,voorkeursoptie,1,Geen maatregelen,0,0
BU0363TA07,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,orienterend,voorkeursoptie,0,Onbekend,2022,0
BU0363TB01,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",in uitvoering,voorkeursoptie,0,Onbekend,2020,2030
BU0363TB02,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",in uitvoering,voorkeursoptie,0,Onbekend,2020,2030
BU0363TC01,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363TC02,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363TC03,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",verkennend,voorkeursoptie,0,Onbekend,2020,2040
BU0363TC04,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363TC05,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363TD01,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",in uitvoering,voorkeursoptie,0,Onbekend,2020,2030
BU0363TD02,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",in uitvoering,voorkeursoptie,0,Onbekend,2020,2030
BU0363TD03,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",in uitvoering,voorkeursoptie,0,Onbekend,2020,2030
BU0363TD04,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",in uitvoering,voorkeursoptie,0,Onbekend,2020,2030
BU0363TE01,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363TE02,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363TE03,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",in uitvoering,voorkeursoptie,0,Onbekend,2020,2030
BU0363TF01,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363TF02,TRUE,FALSE,4,Wnet,2,E,definitief,voorkeursoptie,5,Schillabel B+,2020,2040
BU0363TF03,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363TG01,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363TG02,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",in uitvoering,voorkeursoptie,0,Onbekend,2020,2030
BU0363TG03,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",in uitvoering,voorkeursoptie,0,Onbekend,2020,2030
BU0363TH01,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363TH02,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",in uitvoering,voorkeursoptie,0,Onbekend,2020,2030
BU0363TH03,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",in uitvoering,voorkeursoptie,0,Onbekend,2020,2030
BU0363TH04,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",in uitvoering,voorkeursoptie,0,Onbekend,2020,2030
BU0363TH05,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",in uitvoering,voorkeursoptie,0,Onbekend,2020,2030
BU0363TJ01,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",in uitvoering,voorkeursoptie,0,Onbekend,2020,2030
BU0363TJ02,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",in uitvoering,voorkeursoptie,0,Onbekend,2020,2030
BU0363TJ03,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",in uitvoering,voorkeursoptie,0,Onbekend,2020,2030
BU0363TK01,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363TK02,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363TK03,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363TL01,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",in uitvoering,voorkeursoptie,0,Onbekend,2020,2030
BU0363TL02,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",in uitvoering,voorkeursoptie,0,Onbekend,2020,2030
BU0363TL03,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",in uitvoering,voorkeursoptie,0,Onbekend,2020,2030
BU0363TL04,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",in uitvoering,voorkeursoptie,0,Onbekend,2020,2030
BU0363TM01,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363TM02,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363TM03,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU0363TM04,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",voorbereidend,voorkeursoptie,0,Onbekend,2030,2040
BU03730101,TRUE,TRUE,4,Wnet,4,"E,W",onderzoekend,kansrijke optie,0,Onbekend,2022,0
BU03730102,TRUE,TRUE,4,Wnet,4,"E,W",onderzoekend,kansrijke optie,0,Onbekend,2022,0
BU03730103,TRUE,TRUE,4,Wnet,4,"E,W",onderzoekend,kansrijke optie,0,Onbekend,2022,0
BU03730104,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU03730105,TRUE,TRUE,4,Wnet,4,"E,W",onderzoekend,kansrijke optie,0,Onbekend,2022,0
BU03730106,TRUE,TRUE,4,Wnet,4,"E,W",onderzoekend,kansrijke optie,0,Onbekend,2022,0
BU03730107,TRUE,TRUE,4,Wnet,4,"E,W",onderzoekend,kansrijke optie,0,Onbekend,2022,0
BU03730108,TRUE,TRUE,4,Wnet,4,"E,W",onderzoekend,kansrijke optie,0,Onbekend,2022,0
BU03730109,TRUE,TRUE,4,Wnet,4,"E,W",onderzoekend,kansrijke optie,0,Onbekend,2022,0
BU03730110,TRUE,TRUE,4,Wnet,4,"E,W",onderzoekend,kansrijke optie,0,Onbekend,2022,0
BU03730111,TRUE,TRUE,4,Wnet,4,"E,W",onderzoekend,kansrijke optie,0,Onbekend,2022,0
BU03730112,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU03730113,FALSE,FALSE,3,eWP,2,E,onderzoekend,kansrijke optie,0,Onbekend,2022,0
BU03730114,FALSE,FALSE,3,eWP,2,E,onderzoekend,kansrijke optie,0,Onbekend,2022,0
BU03730115,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU03730116,TRUE,TRUE,4,Wnet,4,"E,W",onderzoekend,kansrijke optie,0,Onbekend,2022,0
BU03730117,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU03730200,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU03730300,TRUE,TRUE,4,Wnet,4,"E,W",onderzoekend,kansrijke optie,0,Onbekend,2022,0
BU03730400,TRUE,TRUE,4,Wnet,4,"E,W",onderzoekend,kansrijke optie,0,Onbekend,2022,0
BU03730401,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU03730402,TRUE,TRUE,4,Wnet,4,"E,W",onderzoekend,kansrijke optie,0,Onbekend,2022,0
BU03730403,TRUE,TRUE,4,Wnet,4,"E,W",onderzoekend,kansrijke optie,0,Onbekend,2022,0
BU03730500,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU03730501,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU03730600,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU03730601,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU03730602,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU03730609,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU03730700,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU03730701,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,voorkeursoptie,3,Standaard en Streefwaarden,2022,0
BU03730702,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU03730703,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU03730704,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU03730705,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU03730709,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,voorkeursoptie,3,Standaard en Streefwaarden,2022,0
BU03750000,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,concept,voorbereidend,10,Doelstelling in kWh/m2 (vergelijkbaar Schillabel A/B),2021,2050
BU03750001,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,concept,voorbereidend,10,Doelstelling in kWh/m2 (vergelijkbaar Schillabel A/B),2021,2050
BU03750002,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,concept,voorbereidend,10,Doelstelling in kWh/m2 (vergelijkbaar Schillabel A/B),2021,2050
BU03750003,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,concept,voorbereidend,10,Doelstelling in kWh/m2 (vergelijkbaar Schillabel A/B),2021,2050
BU03750004,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,concept,voorbereidend,10,Doelstelling in kWh/m2 (vergelijkbaar Schillabel A/B),2021,2050
BU03750005,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,concept,voorbereidend,10,Doelstelling in kWh/m2 (vergelijkbaar Schillabel A/B),2021,2050
BU03750100,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,concept,voorbereidend,10,Doelstelling in kWh/m2 (vergelijkbaar Schillabel A/B),2021,2050
BU03750101,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,concept,voorbereidend,10,Doelstelling in kWh/m2 (vergelijkbaar Schillabel A/B),2021,2050
BU03750102,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,concept,voorbereidend,10,Doelstelling in kWh/m2 (vergelijkbaar Schillabel A/B),2021,2050
BU03750200,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,concept,voorbereidend,10,Doelstelling in kWh/m2 (vergelijkbaar Schillabel A/B),2021,2050
BU03750201,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,concept,voorbereidend,10,Doelstelling in kWh/m2 (vergelijkbaar Schillabel A/B),2021,2050
BU03750202,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,concept,voorbereidend,10,Doelstelling in kWh/m2 (vergelijkbaar Schillabel A/B),2021,2050
BU03750300,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,concept,voorbereidend,10,Doelstelling in kWh/m2 (vergelijkbaar Schillabel A/B),2021,2050
BU03750301,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,concept,voorbereidend,10,Doelstelling in kWh/m2 (vergelijkbaar Schillabel A/B),2021,2050
BU03750302,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,voorkeursoptie,0,Onbekend,2022,2030
BU03750303,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,concept,voorbereidend,10,Doelstelling in kWh/m2 (vergelijkbaar Schillabel A/B),2021,2050
BU03750400,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,concept,voorbereidend,10,Doelstelling in kWh/m2 (vergelijkbaar Schillabel A/B),2021,2050
BU03750401,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,concept,voorbereidend,10,Doelstelling in kWh/m2 (vergelijkbaar Schillabel A/B),2021,2050
BU03750500,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,concept,voorbereidend,10,Doelstelling in kWh/m2 (vergelijkbaar Schillabel A/B),2021,2050
BU03750501,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,concept,voorbereidend,10,Doelstelling in kWh/m2 (vergelijkbaar Schillabel A/B),2021,2050
BU03750502,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,concept,voorbereidend,10,Doelstelling in kWh/m2 (vergelijkbaar Schillabel A/B),2021,2050
BU03750600,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,concept,voorbereidend,10,Doelstelling in kWh/m2 (vergelijkbaar Schillabel A/B),2021,2050
BU03750601,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,concept,voorbereidend,10,Doelstelling in kWh/m2 (vergelijkbaar Schillabel A/B),2021,2050
BU03750700,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,voorkeursoptie,0,Onbekend,2022,2030
BU03750701,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,voorkeursoptie,0,Onbekend,2022,2030
BU03750702,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,voorkeursoptie,0,Onbekend,2022,2030
BU03750703,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,concept,voorbereidend,10,Doelstelling in kWh/m2 (vergelijkbaar Schillabel A/B),2021,2050
BU03750800,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU03750801,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU03750900,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,concept,voorbereidend,10,Doelstelling in kWh/m2 (vergelijkbaar Schillabel A/B),2021,2050
BU03750901,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,concept,voorbereidend,10,Doelstelling in kWh/m2 (vergelijkbaar Schillabel A/B),2021,2050
BU03750902,FALSE,FALSE,0,Onbekend,1,Niet van toepassing,concept,voorbereidend,10,Doelstelling in kWh/m2 (vergelijkbaar Schillabel A/B),2021,2050
BU03751000,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",orienterend,voorkeursoptie,0,Onbekend,2023,2030
BU03751001,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",orienterend,voorkeursoptie,0,Onbekend,2023,2030
BU03751002,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",orienterend,voorkeursoptie,0,Onbekend,2023,2030
BU03751003,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",orienterend,voorkeursoptie,0,Onbekend,2023,2030
BU03760101,TRUE,TRUE,8,"eWP,Wnet",4,"E,W",verkennend,voorkeursoptie,0,Onbekend,2022,2032
BU03760102,FALSE,FALSE,0,Onbekend,0,Onbekend,WUP wordt opgesteld. Plan van aanpak wordt opgesteld,voorsorterend,0,Onbekend,2022,0
BU03760103,FALSE,FALSE,0,Onbekend,0,Onbekend,WUP wordt opgesteld. Plan van aanpak wordt opgesteld,voorsorterend,0,Onbekend,2022,0
BU03760104,FALSE,FALSE,0,Onbekend,0,Onbekend,WUP wordt opgesteld. Plan van aanpak wordt opgesteld,voorsorterend,0,Onbekend,2022,0
BU03760105,FALSE,FALSE,0,Onbekend,0,Onbekend,WUP wordt opgesteld. Plan van aanpak wordt opgesteld,voorsorterend,0,Onbekend,2022,0
BU03760106,FALSE,FALSE,0,Onbekend,0,Onbekend,WUP wordt opgesteld. Plan van aanpak wordt opgesteld,voorsorterend,0,Onbekend,2022,0
BU03760107,FALSE,FALSE,0,Onbekend,0,Onbekend,WUP wordt opgesteld. Plan van aanpak wordt opgesteld,voorsorterend,0,Onbekend,2022,0
BU03760108,FALSE,FALSE,0,Onbekend,0,Onbekend,WUP wordt opgesteld. Plan van aanpak wordt opgesteld,voorsorterend,0,Onbekend,2022,0
BU03760109,FALSE,FALSE,0,Onbekend,0,Onbekend,WUP wordt opgesteld. Plan van aanpak wordt opgesteld,voorsorterend,0,Onbekend,2022,0
BU03770000,FALSE,FALSE,2,hWP,3,"E,G",definitief,voorkeursoptie,3,Standaard en Streefwaarden,2021,2050
BU03770001,FALSE,FALSE,2,hWP,3,"E,G",definitief,voorkeursoptie,3,Standaard en Streefwaarden,2021,2050
BU03770002,FALSE,FALSE,2,hWP,3,"E,G",definitief,voorkeursoptie,3,Standaard en Streefwaarden,2021,2050
BU03770003,FALSE,FALSE,2,hWP,3,"E,G",definitief,voorkeursoptie,3,Standaard en Streefwaarden,2021,2050
BU03770004,FALSE,FALSE,3,eWP,3,"E,G",definitief,voorkeursoptie,3,Standaard en Streefwaarden,2021,2050
BU03770005,FALSE,FALSE,2,hWP,3,"E,G",definitief,voorkeursoptie,3,Standaard en Streefwaarden,2021,2050
BU03770009,FALSE,FALSE,2,hWP,3,"E,G",definitief,voorkeursoptie,3,Standaard en Streefwaarden,2021,2050
BU03770100,FALSE,FALSE,2,hWP,3,"E,G",definitief,voorkeursoptie,3,Standaard en Streefwaarden,2021,2050
BU03770101,FALSE,FALSE,2,hWP,3,"E,G",definitief,voorkeursoptie,3,Standaard en Streefwaarden,2021,2050
BU03770109,FALSE,FALSE,3,eWP,3,"E,G",definitief,voorkeursoptie,3,Standaard en Streefwaarden,2021,2050
BU03770200,FALSE,FALSE,2,hWP,3,"E,G",definitief,voorkeursoptie,3,Standaard en Streefwaarden,2021,2050
BU03770201,FALSE,FALSE,2,hWP,3,"E,G",definitief,voorkeursoptie,3,Standaard en Streefwaarden,2021,2050
BU03770202,FALSE,FALSE,2,hWP,3,"E,G",definitief,voorkeursoptie,3,Standaard en Streefwaarden,2021,2050
BU03770209,FALSE,FALSE,2,hWP,3,"E,G",definitief,voorkeursoptie,3,Standaard en Streefwaarden,2021,2050
BU03770300,FALSE,FALSE,2,hWP,3,"E,G",definitief,voorkeursoptie,3,Standaard en Streefwaarden,2021,2050
BU03770309,FALSE,FALSE,2,hWP,3,"E,G",definitief,voorkeursoptie,3,Standaard en Streefwaarden,2021,2050
BU03770400,FALSE,FALSE,2,hWP,3,"E,G",definitief,voorkeursoptie,3,Standaard en Streefwaarden,2021,2050
BU03770401,FALSE,FALSE,2,hWP,3,"E,G",definitief,voorkeursoptie,3,Standaard en Streefwaarden,2021,2050
BU03770402,FALSE,FALSE,2,hWP,3,"E,G",definitief,voorkeursoptie,3,Standaard en Streefwaarden,2021,2050
BU03770403,FALSE,FALSE,2,hWP,3,"E,G",definitief,voorkeursoptie,3,Standaard en Streefwaarden,2021,2050
BU03770404,FALSE,FALSE,2,hWP,3,"E,G",definitief,voorkeursoptie,3,Standaard en Streefwaarden,2021,2050
BU03770409,FALSE,FALSE,3,eWP,3,"E,G",definitief,voorkeursoptie,3,Standaard en Streefwaarden,2021,2050
BU03830001,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,voorkeursoptie,0,Onbekend,2022,0
BU03830011,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,voorkeursoptie,0,Onbekend,2022,0
BU03830101,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,voorkeursoptie,0,Onbekend,2022,0
BU03830111,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,voorkeursoptie,0,Onbekend,2022,0
BU03830201,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,voorkeursoptie,0,Onbekend,2022,0
BU03830211,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,voorkeursoptie,0,Onbekend,2022,0
BU03830221,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU03830301,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU03830311,FALSE,FALSE,3,eWP,3,"E,G",In concept (afwachtend) aansluiten bij natuurlijk moment,voorkeursoptie,2,Isolatiegraad geen specifiek niveau benoemd,2020,2050
BU03830401,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU03830411,TRUE,TRUE,4,Wnet,4,"E,W",orienterend,voorkeursoptie,0,Onbekend,2022,0
BU03830421,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU03830431,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU03830501,FALSE,FALSE,3,eWP,3,"E,G",In concept (afwachtend) aansluiten bij natuurlijk moment,voorkeursoptie,2,Isolatiegraad geen specifiek niveau benoemd,2020,2050
BU03830511,FALSE,FALSE,3,eWP,3,"E,G",In concept (afwachtend) aansluiten bij natuurlijk moment,voorkeursoptie,2,Isolatiegraad geen specifiek niveau benoemd,2020,2050
BU03830601,FALSE,FALSE,3,eWP,2,E,orienterend,voorkeursoptie,5,Schillabel B+,2022,0
BU03830701,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU03830711,FALSE,FALSE,-9999,no match,-9999,no match,no match,no match,-9999,no match,0,0
BU03830721,FALSE,FALSE,3,eWP,3,"E,G",In concept (afwachtend) aansluiten bij natuurlijk moment,voorkeursoptie,2,Isolatiegraad geen specifiek niveau benoemd,2020,2050
BU03840101,TRUE,TRUE,15,"hWP,eWP,Wnet",4,"E,W",onbekend,Voorsorterend. Langs de grens tussen Duivendrecht en Diemen-Zuid loopt een bestaand warmtenet van Vattenfal (MT/HT).Haalbaarheid onderzoeken voor een LT-warmtenet via Aquathermie en (in combinatie met) restwarmte datacenter.,0,Onbekend,0,0
BU03840102,TRUE,TRUE,15,"hWP,eWP,Wnet",4,"E,W",onbekend,Voorsorterend. Langs de grens tussen Duivendrecht en Diemen-Zuid loopt een bestaand warmtenet van Vattenfal (MT/HT).Haalbaarheid onderzoeken voor een LT-warmtenet via Aquathermie en (in combinatie met) restwarmte datacenter.,0,Onbekend,0,0
