buurtcode,municipality,a_hh,g_ele,g_ele_ap,g_ele_tw,g_ele_hw,g_ele_2w,g_ele_vw,g_gas,g_gas_ap,g_tw,g_gas_hw,g_gas_2w,g_gas_vw,p_stadsv,a_bedv,a_bed_a,a_bed_bf,a_bed_gi,a_bed_hj,a_bed_kl,a_bed_mn,a_bed_oq,a_bed_ru,a_pau,a_lan_ha,pst_mvp,bev_share,bev_from_data,policy_plan,policy_start_jaar,policy_eind_jaar,policy_infra_w
BU09940103,GM0994,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,272.0,6301.0,0.05,1,DISTRICT_HEATING,2024,2030,1
BU09940104,GM0994,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,170.0,6301.0,0.05,1,DISTRICT_HEATING,2024,2030,1
BU09940200,GM0994,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,5.0,20.0,5.0,0.0,15.0,10.0,10.0,455.0,67.0,6305.0,0.05,1,DISTRICT_HEATING,2024,2030,1
BU09940201,GM0994,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5.0,5.0,10.0,0.0,0.0,0.0,10.0,0.0,105.0,55.0,6305.0,0.05,1,DISTRICT_HEATING,2024,2030,1
BU09940202,GM0994,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,99.0,6305.0,0.05,1,DISTRICT_HEATING,2024,2030,1
BU09940203,GM0994,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0,5.0,220.0,20.0,6305.0,0.05,1,DISTRICT_HEATING,2024,2030,1
BU09940204,GM0994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.0,6305.0,0.05,1,DISTRICT_HEATING,2024,2030,1
BU09940205,GM0994,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,74.0,6305.0,0.05,1,DISTRICT_HEATING,2024,2030,1
BU09940206,GM0994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,6305.0,0.05,1,DISTRICT_HEATING,2024,2030,1
BU09940300,GM0994,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,5.0,20.0,20.0,5.0,5.0,35.0,15.0,20.0,560.0,272.0,6301.0,0.05,1,DISTRICT_HEATING,2024,2030,1
BU09940301,GM0994,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,5.0,10.0,0.0,0.0,5.0,15.0,5.0,5.0,230.0,177.0,6301.0,0.05,1,DISTRICT_HEATING,2024,2030,1
BU09940302,GM0994,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,123.0,6301.0,0.05,1,DISTRICT_HEATING,2024,2030,1
BU09940400,GM0994,1410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,5.0,20.0,50.0,15.0,20.0,60.0,65.0,50.0,1770.0,143.0,6325.0,0.06,1,DISTRICT_HEATING,2024,2030,1
BU09940401,GM0994,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,5.0,5.0,0.0,0.0,5.0,0.0,5.0,105.0,193.0,6325.0,0.06,1,DISTRICT_HEATING,2024,2030,1
BU09940402,GM0994,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,5.0,15.0,15.0,5.0,5.0,30.0,15.0,10.0,535.0,107.0,6325.0,0.06,1,DISTRICT_HEATING,2024,2030,1
BU09940403,GM0994,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,98.0,6325.0,0.06,1,DISTRICT_HEATING,2024,2030,1
BU09940404,GM0994,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,133.0,6325.0,0.06,1,DISTRICT_HEATING,2024,2030,1
BU09940405,GM0994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.084,0,DISTRICT_HEATING,2024,2030,1
BU09940406,GM0994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,6325.0,0.06,1,DISTRICT_HEATING,2024,2030,1
BU09940500,GM0994,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,86.0,6342.0,0.04,1,DISTRICT_HEATING,2024,2030,1
BU15070000,GM1507,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,10.0,10.0,5.0,5.0,10.0,10.0,5.0,275.0,43.0,5766.0,0.03,1,NONE,2022,0,0
BU15070009,GM1507,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,856.0,5766.0,0.03,1,NONE,2022,0,0
BU15070100,GM1507,510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,5.0,10.0,10.0,0.0,5.0,5.0,15.0,15.0,645.0,38.0,5966.0,0.03,1,NONE,2022,0,0
BU15070101,GM1507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,5966.0,0.03,1,NONE,2022,0,0
BU15070102,GM1507,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,52.0,5966.0,0.03,1,NONE,2022,0,0
BU15070109,GM1507,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,65.0,25.0,20.0,5.0,15.0,20.0,5.0,15.0,590.0,2315.0,5966.0,0.03,1,NONE,2022,0,0
BU15070200,GM1507,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,5.0,15.0,0.0,5.0,10.0,10.0,15.0,380.0,24.0,5964.0,0.05,1,NONE,2022,0,0
BU15070209,GM1507,405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,45.0,20.0,20.0,5.0,15.0,30.0,15.0,15.0,580.0,1137.0,5964.0,0.05,1,NONE,2022,0,0
BU15070300,GM1507,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,5.0,5.0,5.0,0.0,5.0,20.0,15.0,10.0,740.0,39.0,5963.0,0.04,1,NONE,2022,0,0
BU15070309,GM1507,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,30.0,20.0,20.0,5.0,15.0,30.0,20.0,15.0,390.0,607.0,5963.0,0.04,1,NONE,2022,0,0
BU15070400,GM1507,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,5.0,20.0,90.0,10.0,20.0,40.0,45.0,40.0,930.0,38.0,5961.0,0.1,1,NONE,2022,0,0
BU15070401,GM1507,1245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,25.0,30.0,10.0,15.0,45.0,60.0,25.0,1515.0,81.0,5961.0,0.1,1,DISTRICT_HEATING,2022,0,1
BU15070402,GM1507,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,5.0,5.0,0.0,0.0,5.0,10.0,5.0,285.0,8.0,5961.0,0.1,1,DISTRICT_HEATING,2022,0,1
BU15070403,GM1507,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,5.0,5.0,5.0,5.0,10.0,5.0,5.0,315.0,13.0,5961.0,0.1,1,DISTRICT_HEATING,2022,0,1
BU15070404,GM1507,385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,10.0,10.0,0.0,0.0,20.0,10.0,15.0,475.0,15.0,5961.0,0.1,1,NONE,2022,0,0
BU15070405,GM1507,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,5.0,5.0,0.0,5.0,5.0,10.0,5.0,235.0,17.0,5961.0,0.1,1,NONE,2022,0,0
BU15070406,GM1507,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,5.0,10.0,0.0,5.0,10.0,15.0,5.0,365.0,21.0,5961.0,0.1,1,DISTRICT_HEATING,2022,0,1
BU15070407,GM1507,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,15.0,15.0,5.0,5.0,25.0,25.0,20.0,830.0,33.0,5961.0,0.1,1,DISTRICT_HEATING,2022,0,1
BU15070408,GM1507,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,15.0,10.0,5.0,5.0,25.0,15.0,15.0,650.0,40.0,5961.0,0.1,1,NONE,2022,0,0
BU15070409,GM1507,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,5.0,15.0,20.0,15.0,25.0,50.0,50.0,15.0,935.0,77.0,5961.0,0.1,1,NONE,2022,0,0
BU15070410,GM1507,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,35.0,25.0,10.0,5.0,15.0,5.0,5.0,1280.0,57.0,5961.0,0.1,1,NONE,2022,0,0
BU15070419,GM1507,455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,45.0,40.0,55.0,5.0,30.0,40.0,35.0,30.0,595.0,1445.0,5961.0,0.1,1,NONE,2022,0,0
BU15070500,GM1507,510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,15.0,10.0,5.0,15.0,20.0,15.0,15.0,750.0,42.0,5962.0,0.05,1,NONE,2022,0,0
BU15070509,GM1507,425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,40.0,20.0,30.0,5.0,25.0,25.0,15.0,15.0,525.0,849.0,5962.0,0.05,1,NONE,2022,0,0
BU15070600,GM1507,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,20.0,15.0,5.0,5.0,15.0,15.0,10.0,585.0,40.0,5871.0,0.04,1,NONE,2022,0,0
BU15070609,GM1507,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,80.0,504.0,5871.0,0.04,1,NONE,2022,0,0
BU15070700,GM1507,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,10.0,20.0,15.0,5.0,10.0,25.0,15.0,15.0,740.0,45.0,5973.0,0.05,1,NONE,2022,0,0
BU15070709,GM1507,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,55.0,15.0,30.0,5.0,20.0,30.0,30.0,20.0,505.0,1559.0,5973.0,0.05,1,NONE,2022,0,0
BU15070800,GM1507,455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,20.0,15.0,10.0,10.0,20.0,30.0,20.0,600.0,34.0,5971.0,0.05,1,NONE,2022,0,0
BU15070801,GM1507,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,15.0,20.0,5.0,5.0,15.0,5.0,5.0,280.0,22.0,5971.0,0.05,1,NONE,2022,0,0
BU15070802,GM1507,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,10.0,10.0,0.0,10.0,10.0,5.0,10.0,445.0,23.0,5971.0,0.05,1,DISTRICT_HEATING,2022,0,1
BU15070803,GM1507,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,10.0,5.0,5.0,10.0,20.0,15.0,10.0,605.0,32.0,5971.0,0.05,1,DISTRICT_HEATING,2022,0,1
BU15070804,GM1507,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,10.0,10.0,5.0,5.0,15.0,15.0,10.0,535.0,22.0,5971.0,0.05,1,DISTRICT_HEATING,2022,0,1
BU15070809,GM1507,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,35.0,15.0,20.0,5.0,10.0,15.0,10.0,15.0,265.0,1247.0,5971.0,0.05,1,NONE,2022,0,0
BU15070900,GM1507,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,5.0,10.0,10.0,0.0,10.0,15.0,15.0,15.0,410.0,26.0,5872.0,0.07,1,NONE,2022,0,0
BU15070909,GM1507,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,10.0,0.0,5.0,0.0,5.0,5.0,5.0,0.0,95.0,548.0,5872.0,0.07,1,NONE,2022,0,0
BU15071000,GM1507,2230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,15.0,40.0,65.0,15.0,25.0,85.0,80.0,65.0,2715.0,143.0,5975.0,0.04,1,NONE,2022,2030,0
BU15071001,GM1507,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,9.0,5975.0,0.04,1,NONE,2022,0,0
BU15071009,GM1507,735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,80.0,55.0,75.0,15.0,30.0,45.0,30.0,35.0,950.0,2507.0,5975.0,0.04,1,NONE,2022,0,0
BU15071100,GM1507,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,10.0,5.0,5.0,0.0,15.0,5.0,5.0,425.0,18.0,5976.0,0.05,1,NONE,2022,2030,0
BU15071109,GM1507,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,20.0,15.0,5.0,5.0,5.0,20.0,10.0,5.0,215.0,766.0,5976.0,0.05,1,NONE,2022,2030,0
BU15071200,GM1507,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,22.0,5977.0,0.06,1,NONE,2022,0,0
BU15071209,GM1507,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,25.0,5.0,10.0,5.0,5.0,0.0,5.0,5.0,120.0,1341.0,5977.0,0.06,1,NONE,2022,0,0
BU15071300,GM1507,675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,5.0,20.0,20.0,5.0,10.0,30.0,45.0,15.0,930.0,54.0,5864.0,0.03,1,NONE,2022,0,0
BU15071309,GM1507,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,30.0,15.0,10.0,0.0,0.0,10.0,5.0,5.0,195.0,739.0,5864.0,0.03,1,NONE,2022,0,0
BU15071400,GM1507,485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,25.0,15.0,0.0,0.0,20.0,15.0,10.0,615.0,34.0,5865.0,0.03,1,NONE,2022,0,0
BU15071409,GM1507,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,10.0,10.0,10.0,0.0,5.0,5.0,0.0,5.0,110.0,288.0,5865.0,0.03,1,NONE,2022,0,0
BU15071500,GM1507,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,10.0,15.0,5.0,10.0,10.0,20.0,5.0,550.0,33.0,5866.0,0.04,1,NONE,2022,2030,0
BU15071509,GM1507,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,25.0,20.0,10.0,5.0,10.0,10.0,5.0,10.0,205.0,906.0,5866.0,0.04,1,NONE,2022,0,0
BU16400000,GM1640,2670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.0,10.0,75.0,115.0,30.0,50.0,105.0,115.0,65.0,3310.0,237.0,6093.0,0.04,1,NONE,0,0,0
BU16400001,GM1640,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,60.0,30.0,40.0,5.0,20.0,25.0,20.0,10.0,505.0,2492.0,6093.0,0.04,1,NONE,0,0,0
BU16400100,GM1640,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,10.0,10.0,0.0,5.0,10.0,5.0,10.0,320.0,32.0,6089.0,0.06,1,NONE,0,0,0
BU16400101,GM1640,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,10.0,5.0,10.0,0.0,0.0,10.0,5.0,5.0,120.0,615.0,6089.0,0.06,1,NONE,0,0,0
BU16400200,GM1640,1575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0,5.0,55.0,60.0,15.0,20.0,65.0,55.0,40.0,2050.0,154.0,6088.0,0.05,1,NONE,0,0,0
BU16400201,GM1640,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,40.0,40.0,25.0,5.0,20.0,15.0,15.0,15.0,525.0,1448.0,6088.0,0.05,1,NONE,0,0,0
BU16400300,GM1640,1190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,5.0,40.0,50.0,15.0,15.0,40.0,35.0,30.0,1555.0,128.0,6086.0,0.04,1,NONE,0,0,0
BU16400301,GM1640,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,60.0,25.0,20.0,5.0,10.0,20.0,15.0,10.0,460.0,1780.0,6086.0,0.04,1,NONE,0,0,0
BU16400400,GM1640,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,10.0,5.0,0.0,0.0,15.0,10.0,5.0,380.0,21.0,6083.0,0.06,1,NONE,0,0,0
BU16400401,GM1640,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,5.0,5.0,0.0,5.0,10.0,0.0,5.0,25.0,410.0,6083.0,0.06,1,NONE,0,0,0
BU16400500,GM1640,1845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,10.0,45.0,70.0,15.0,20.0,55.0,75.0,40.0,2405.0,165.0,6081.0,0.05,1,NONE,0,0,0
BU16400501,GM1640,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,5.0,25.0,40.0,5.0,10.0,15.0,5.0,15.0,225.0,935.0,6081.0,0.05,1,NONE,0,0,0
BU16400600,GM1640,385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,15.0,15.0,10.0,5.0,20.0,15.0,15.0,565.0,49.0,6082.0,0.04,1,NONE,0,0,0
BU16400601,GM1640,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,357.0,6082.0,0.04,1,NONE,0,0,0
BU16400700,GM1640,1585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.0,10.0,50.0,60.0,20.0,35.0,85.0,70.0,45.0,2075.0,165.0,6085.0,0.05,1,NONE,0,0,0
BU16400701,GM1640,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,5.0,15.0,10.0,0.0,0.0,5.0,5.0,5.0,85.0,755.0,6085.0,0.05,1,NONE,0,0,0
BU16400800,GM1640,910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,10.0,25.0,55.0,15.0,25.0,45.0,35.0,20.0,1320.0,112.0,6095.0,0.05,1,NONE,0,0,0
BU16400801,GM1640,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,30.0,15.0,15.0,0.0,5.0,10.0,15.0,10.0,230.0,992.0,6095.0,0.05,1,NONE,0,0,0
BU16400900,GM1640,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,15.0,10.0,5.0,5.0,10.0,15.0,15.0,410.0,30.0,6037.0,0.05,1,NONE,0,0,0
BU16400901,GM1640,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,40.0,30.0,40.0,5.0,5.0,15.0,15.0,5.0,385.0,1161.0,6037.0,0.05,1,NONE,0,0,0
BU16401000,GM1640,615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,5.0,25.0,20.0,10.0,5.0,30.0,35.0,15.0,880.0,63.0,6096.0,0.05,1,NONE,0,0,0
BU16401001,GM1640,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,20.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,125.0,700.0,6096.0,0.05,1,NONE,0,0,0
BU16401100,GM1640,495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,5.0,15.0,15.0,10.0,5.0,25.0,20.0,15.0,680.0,44.0,6011.0,0.05,1,NONE,0,0,0
BU16401101,GM1640,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,35.0,5.0,10.0,5.0,5.0,5.0,10.0,5.0,210.0,1047.0,6011.0,0.05,1,NONE,0,0,0
BU16401200,GM1640,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,5.0,10.0,0.0,0.0,10.0,5.0,5.0,170.0,13.0,6012.0,0.04,1,NONE,0,0,0
BU16401201,GM1640,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,25.0,5.0,10.0,0.0,0.0,10.0,5.0,5.0,180.0,818.0,6012.0,0.04,1,NONE,0,0,0
BU16401300,GM1640,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,5.0,10.0,10.0,5.0,0.0,15.0,15.0,10.0,450.0,57.0,6013.0,0.05,1,NONE,0,0,0
BU16401301,GM1640,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,20.0,5.0,15.0,0.0,5.0,5.0,5.0,5.0,145.0,639.0,6013.0,0.05,1,NONE,0,0,0
BU16401400,GM1640,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,5.0,15.0,30.0,5.0,5.0,30.0,10.0,10.0,740.0,42.0,6015.0,0.03,1,NONE,0,0,0
BU16401401,GM1640,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,10.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,35.0,381.0,6015.0,0.03,1,NONE,0,0,0
BU16401500,GM1640,710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,25.0,20.0,10.0,5.0,35.0,30.0,15.0,980.0,64.0,6014.0,0.07,1,NONE,0,0,0
BU16401501,GM1640,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,5.0,35.0,35.0,15.0,5.0,10.0,5.0,5.0,90.0,345.0,6014.0,0.07,1,NONE,0,0,0
