buurtcode,municipality,a_hh,g_ele,g_ele_ap,g_ele_tw,g_ele_hw,g_ele_2w,g_ele_vw,g_gas,g_gas_ap,g_tw,g_gas_hw,g_gas_2w,g_gas_vw,p_stadsv,a_bedv,a_bed_a,a_bed_bf,a_bed_gi,a_bed_hj,a_bed_kl,a_bed_mn,a_bed_oq,a_bed_ru,a_pau,a_lan_ha,pst_mvp,bev_share,bev_from_data,policy_plan,policy_start_jaar,policy_eind_jaar,policy_infra_w
BU16410000,GM1641,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,830.0,5.0,85.0,145.0,220.0,70.0,115.0,115.0,75.0,3430.0,331.0,6051.0,0.04,1,NONE,0,0,0
BU16410001,GM1641,525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,10.0,25.0,20.0,10.0,20.0,30.0,20.0,20.0,750.0,102.0,6051.0,0.04,1,NONE,0,0,0
BU16410009,GM1641,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,434.0,6051.0,0.04,1,NONE,0,0,0
BU16410100,GM1641,1775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,10.0,75.0,75.0,35.0,35.0,70.0,70.0,60.0,2350.0,228.0,6067.0,0.04,1,NONE,0,0,0
BU16410109,GM1641,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,143.0,6067.0,0.04,1,NONE,0,0,0
BU16410200,GM1641,605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,5.0,25.0,30.0,10.0,10.0,35.0,30.0,15.0,850.0,309.0,6107.0,0.06,1,NONE,0,0,0
BU16410201,GM1641,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5.0,5.0,10.0,0.0,0.0,5.0,5.0,5.0,200.0,184.0,6107.0,0.06,1,NONE,0,0,0
BU16410300,GM1641,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,125.0,161.0,6109.0,0.04,1,NONE,0,0,0
BU16410301,GM1641,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,10.0,15.0,10.0,10.0,15.0,10.0,10.0,405.0,152.0,6109.0,0.04,1,NONE,0,0,0
BU16410400,GM1641,1085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,5.0,30.0,55.0,10.0,20.0,60.0,40.0,55.0,1360.0,177.0,6017.0,0.05,1,NONE,0,0,0
BU16410409,GM1641,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,398.0,6017.0,0.05,1,NONE,0,0,0
BU16410500,GM1641,1590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.0,5.0,35.0,55.0,20.0,25.0,95.0,95.0,45.0,2185.0,346.0,6097.0,0.05,1,NONE,0,0,0
BU16410501,GM1641,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,20.0,10.0,0.0,5.0,10.0,15.0,10.0,185.0,96.0,6097.0,0.05,1,NONE,0,0,0
BU16410509,GM1641,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5.0,5.0,10.0,0.0,5.0,5.0,5.0,5.0,145.0,498.0,6097.0,0.05,1,NONE,0,0,0
BU16410600,GM1641,820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,35.0,45.0,15.0,10.0,40.0,45.0,30.0,1225.0,733.0,6099.0,0.06,1,NONE,0,0,0
BU16410700,GM1641,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,5.0,40.0,30.0,25.0,20.0,50.0,35.0,20.0,1230.0,278.0,6019.0,0.03,1,NONE,0,0,0
BU16690101,GM1669,1320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,20.0,60.0,60.0,15.0,15.0,60.0,25.0,40.0,1850.0,137.0,6065.0,0.04,1,NONE,0,0,0
BU16690109,GM1669,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,25.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,80.0,1123.0,6065.0,0.04,1,NONE,0,0,0
BU16690201,GM1669,1305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,0.0,25.0,30.0,5.0,15.0,55.0,45.0,25.0,1695.0,97.0,6077.0,0.05,1,NONE,0,0,0
BU16690202,GM1669,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,11.0,6077.0,0.05,1,NONE,0,0,0
BU16690203,GM1669,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,11.0,6077.0,0.05,1,NONE,0,0,0
BU16690204,GM1669,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,8.0,6077.0,0.05,1,NONE,0,0,0
BU16690209,GM1669,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,20.0,10.0,5.0,0.0,5.0,10.0,10.0,5.0,110.0,1826.0,6077.0,0.05,1,NONE,0,0,0
BU16690301,GM1669,1640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,10.0,40.0,50.0,20.0,20.0,65.0,70.0,50.0,2020.0,141.0,6074.0,0.03,1,NONE,0,0,0
BU16690309,GM1669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,6074.0,0.03,1,NONE,0,0,0
BU16690401,GM1669,1650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,10.0,45.0,55.0,20.0,10.0,50.0,65.0,40.0,2285.0,146.0,6061.0,0.03,1,NONE,0,0,0
BU16690402,GM1669,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,12.0,6061.0,0.03,1,NONE,0,0,0
BU16690403,GM1669,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,16.0,6061.0,0.03,1,NONE,0,0,0
BU16690404,GM1669,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,130.0,13.0,6061.0,0.03,1,NONE,0,0,0
BU16690409,GM1669,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,15.0,5.0,5.0,0.0,5.0,5.0,5.0,10.0,30.0,1005.0,6061.0,0.03,1,NONE,0,0,0
BU16690501,GM1669,1780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,10.0,55.0,50.0,15.0,25.0,70.0,65.0,55.0,2215.0,147.0,6075.0,0.04,1,NONE,0,0,0
BU16690502,GM1669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,5.0,10.0,5.0,5.0,5.0,0.0,0.0,5.0,27.0,6075.0,0.04,1,NONE,0,0,0
BU16690503,GM1669,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,10.0,6075.0,0.04,1,NONE,0,0,0
BU16690509,GM1669,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,15.0,5.0,10.0,0.0,0.0,5.0,0.0,5.0,105.0,1885.0,6075.0,0.04,1,NONE,0,0,0
BU16690601,GM1669,910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,10.0,25.0,50.0,10.0,10.0,25.0,25.0,20.0,1235.0,79.0,6063.0,0.07,1,NONE,0,0,0
BU16690602,GM1669,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,9.0,6063.0,0.07,1,NONE,0,0,0
BU16690603,GM1669,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,5.0,6063.0,0.07,1,NONE,0,0,0
BU16690604,GM1669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6063.0,0.07,1,NONE,0,0,0
BU16690605,GM1669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,19.0,6063.0,0.07,1,NONE,0,0,0
BU16690609,GM1669,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,10.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,65.0,1768.0,6063.0,0.07,1,NONE,0,0,0
BU17110101,GM1711,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,6114.0,0.04,1,NONE,0,0,0
BU17110102,GM1711,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,5.0,5.0,5.0,5.0,15.0,10.0,5.0,300.0,17.0,6114.0,0.04,1,NONE,2022,2030,0
BU17110103,GM1711,645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,20.0,20.0,5.0,5.0,20.0,30.0,20.0,790.0,51.0,6114.0,0.04,1,NONE,0,0,0
BU17110104,GM1711,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,15.0,10.0,5.0,10.0,15.0,15.0,10.0,595.0,27.0,6114.0,0.04,1,NONE,0,0,0
BU17110105,GM1711,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,20.0,15.0,5.0,10.0,30.0,15.0,15.0,685.0,34.0,6114.0,0.04,1,NONE,0,0,0
BU17110106,GM1711,525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,10.0,20.0,5.0,5.0,15.0,25.0,10.0,595.0,29.0,6114.0,0.04,1,NONE,2022,2030,0
BU17110107,GM1711,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,565.0,6114.0,0.04,1,NONE,2022,2030,0
BU17110108,GM1711,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,10.0,5.0,0.0,0.0,5.0,5.0,0.0,290.0,10.0,6114.0,0.04,1,NONE,0,0,0
BU17110153,GM1711,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,30.0,35.0,5.0,10.0,20.0,0.0,0.0,100.0,20.0,6114.0,0.04,1,NONE,0,0,0
BU17110209,GM1711,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,10.0,10.0,15.0,0.0,5.0,15.0,10.0,15.0,485.0,44.0,6114.0,0.04,1,NONE,0,0,0
BU17110210,GM1711,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,10.0,5.0,10.0,0.0,0.0,0.0,0.0,5.0,35.0,400.0,6114.0,0.04,1,NONE,0,0,0
BU17110311,GM1711,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,5.0,25.0,25.0,5.0,5.0,20.0,15.0,15.0,635.0,54.0,6114.0,0.04,1,NONE,0,0,0
BU17110312,GM1711,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,44.0,6114.0,0.04,1,NONE,0,0,0
BU17110313,GM1711,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,10.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,70.0,556.0,6114.0,0.04,1,NONE,0,0,0
BU17110414,GM1711,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,95.0,10.0,6116.0,0.03,1,NONE,0,0,0
BU17110415,GM1711,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,6.0,6116.0,0.03,1,NONE,0,0,0
BU17110416,GM1711,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,9.0,6116.0,0.03,1,NONE,0,0,0
BU17110417,GM1711,535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,5.0,15.0,20.0,5.0,10.0,25.0,25.0,15.0,750.0,78.0,6116.0,0.03,1,NONE,0,0,0
BU17110418,GM1711,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,229.0,6116.0,0.03,1,NONE,0,0,0
BU17110419,GM1711,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,293.0,6116.0,0.03,1,NONE,0,0,0
BU17110456,GM1711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.084,0,NONE,0,0,0
BU17110520,GM1711,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,6.0,6101.0,0.04,1,NONE,0,0,0
BU17110521,GM1711,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,5.0,10.0,0.0,5.0,10.0,10.0,5.0,210.0,27.0,6101.0,0.04,1,NONE,0,0,0
BU17110522,GM1711,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,50.0,90.0,10.0,15.0,30.0,5.0,10.0,240.0,73.0,6101.0,0.04,1,NONE,0,0,0
BU17110523,GM1711,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,15.0,30.0,5.0,5.0,10.0,0.0,5.0,80.0,44.0,6101.0,0.04,1,NONE,0,0,0
BU17110524,GM1711,2075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.0,5.0,50.0,120.0,25.0,45.0,115.0,120.0,70.0,2230.0,124.0,6101.0,0.04,1,NONE,0,0,0
BU17110525,GM1711,1335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,20.0,35.0,20.0,10.0,40.0,40.0,20.0,1630.0,86.0,6101.0,0.04,1,NONE,0,0,0
BU17110526,GM1711,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,150.0,15.0,6101.0,0.04,1,NONE,0,0,0
BU17110527,GM1711,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,6101.0,0.04,1,NONE,0,0,0
BU17110528,GM1711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,46.0,6101.0,0.04,1,NONE,0,0,0
BU17110547,GM1711,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,6101.0,0.04,1,NONE,0,0,0
BU17110548,GM1711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,6101.0,0.04,1,NONE,0,0,0
BU17110549,GM1711,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,6101.0,0.04,1,NONE,0,0,0
BU17110551,GM1711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,6101.0,0.04,1,NONE,0,0,0
BU17110554,GM1711,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,294.0,6101.0,0.04,1,NONE,0,0,0
BU17110555,GM1711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.084,0,NONE,0,0,0
BU17110628,GM1711,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,50.0,10.0,10.0,5.0,0.0,15.0,5.0,5.0,280.0,2533.0,6105.0,0.06,1,NONE,0,0,0
BU17110629,GM1711,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,37.0,6105.0,0.06,1,NONE,0,0,0
BU17110630,GM1711,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,5.0,15.0,15.0,10.0,5.0,20.0,25.0,20.0,575.0,77.0,6105.0,0.06,1,NONE,0,0,0
BU17110731,GM1711,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,5.0,10.0,15.0,5.0,5.0,10.0,15.0,10.0,400.0,46.0,6102.0,0.03,1,NONE,0,0,0
BU17110732,GM1711,1385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,50.0,70.0,20.0,20.0,40.0,70.0,40.0,1710.0,120.0,6102.0,0.03,1,NONE,0,0,0
BU17110733,GM1711,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,50.0,411.0,6102.0,0.03,1,NONE,0,0,0
BU17110734,GM1711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,28.0,6102.0,0.03,1,NONE,0,0,0
BU17110735,GM1711,945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,5.0,20.0,35.0,5.0,10.0,20.0,35.0,25.0,1065.0,88.0,6101.0,0.04,1,NONE,0,0,0
BU17110750,GM1711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.084,0,NONE,0,0,0
BU17110836,GM1711,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,407.0,6102.0,0.03,1,NONE,0,0,0
BU17110837,GM1711,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,10.0,15.0,10.0,5.0,15.0,15.0,10.0,580.0,57.0,6102.0,0.03,1,NONE,0,0,0
BU17110938,GM1711,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,278.0,6118.0,0.04,1,NONE,2022,2030,0
BU17110939,GM1711,770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,25.0,30.0,5.0,5.0,35.0,40.0,20.0,1085.0,65.0,6118.0,0.04,1,NONE,2022,2030,0
BU17110940,GM1711,660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,15.0,10.0,10.0,5.0,25.0,15.0,10.0,970.0,52.0,6118.0,0.04,1,NONE,2022,2030,0
BU17111041,GM1711,545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,5.0,20.0,15.0,5.0,5.0,30.0,20.0,15.0,830.0,58.0,6112.0,0.02,1,NONE,0,0,0
BU17111042,GM1711,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,15.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,85.0,824.0,6112.0,0.02,1,NONE,0,0,0
BU17111143,GM1711,690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,20.0,40.0,40.0,5.0,10.0,30.0,25.0,25.0,1065.0,174.0,6104.0,0.04,1,NONE,0,0,0
BU17111144,GM1711,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1246.0,6104.0,0.04,1,NONE,0,0,0
BU17111145,GM1711,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,4.0,6104.0,0.04,1,NONE,0,0,0
BU17111146,GM1711,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,14.0,6104.0,0.04,1,NONE,0,0,0
BU17111152,GM1711,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,6104.0,0.04,1,NONE,0,0,0
BU17290000,GM1729,1755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,5.0,50.0,115.0,25.0,30.0,90.0,75.0,55.0,1885.0,160.0,6271.0,0.05,1,NONE,0,0,0
BU17290001,GM1729,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,140.0,76.0,6273.0,0.03,1,NONE,2022,2025,0
BU17290002,GM1729,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,10.0,0.0,5.0,5.0,0.0,10.0,10.0,5.0,155.0,144.0,6271.0,0.05,1,NONE,0,0,0
BU17290003,GM1729,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,10.0,20.0,10.0,0.0,0.0,15.0,10.0,5.0,315.0,185.0,6274.0,0.05,1,NONE,0,0,0
BU17290009,GM1729,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,15.0,0.0,5.0,0.0,0.0,5.0,5.0,5.0,50.0,1509.0,6271.0,0.05,1,NONE,2022,2025,0
BU17290100,GM1729,895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,0.0,25.0,40.0,10.0,10.0,40.0,40.0,20.0,1120.0,95.0,6321.0,0.05,1,NONE,0,0,0
