buurtcode,gasCV,gasBlock,ehp,hhp,dh,hasDHgrid
BU19480218,0.91,0.0,0.01,0.01,0.0,false
BU19480219,0.92,0.0,0.06,0.03,0.0,false
BU19480220,0.0,0.0,0.0,0.0,0.0,false
BU19480221,0.92,0.07,0.0,0.0,0.0,false
BU19480222,0.95,0.0,0.04,0.01,0.0,false
BU19480223,0.97,0.0,0.01,0.01,0.0,false
BU19480224,0.0,0.0,0.0,0.0,0.0,false
BU19480225,0.63,0.27,0.03,0.0,0.0,false
BU19480226,0.93,0.02,0.05,0.0,0.0,false
BU19480227,0.91,0.0,0.04,0.0,0.0,false
BU19480228,0.88,0.0,0.1,0.01,0.0,false
BU19480229,0.9,0.0,0.08,0.01,0.0,false
BU19480301,0.98,0.0,0.01,0.01,0.0,false
BU19480302,0.84,0.01,0.12,0.01,0.0,false
BU19480303,0.73,0.0,0.06,0.04,0.0,false
BU19480304,0.82,0.02,0.07,0.01,0.0,false
BU19480305,0.79,0.0,0.03,0.06,0.0,false
BU19480306,0.85,0.0,0.05,0.01,0.0,false
BU19480307,0.0,0.0,0.0,0.0,0.0,false
BU19480308,0.67,0.0,0.07,0.01,0.0,false
BU19480309,0.78,0.0,0.09,0.03,0.0,false
BU19480310,0.98,0.0,0.02,0.01,0.0,false
BU19480311,0.95,0.0,0.04,0.01,0.0,false
BU19480312,0.86,0.0,0.1,0.02,0.0,false
BU19480313,0.96,0.0,0.03,0.01,0.0,false
BU19480314,0.95,0.03,0.01,0.01,0.0,false
BU19480315,0.94,0.0,0.03,0.02,0.0,false
BU19480316,0.93,0.0,0.04,0.02,0.0,false
BU19480317,0.95,0.02,0.01,0.0,0.0,false
BU19480318,0.93,0.0,0.04,0.01,0.0,false
BU19480401,0.91,0.0,0.05,0.02,0.0,false
BU19480402,0.97,0.0,0.02,0.01,0.0,false
BU19480403,0.0,0.0,0.0,0.0,0.0,false
BU19480404,0.99,0.0,0.0,0.01,0.0,false
BU19480405,0.0,0.0,0.0,0.0,0.0,false
BU19480406,0.92,0.0,0.03,0.02,0.0,false
BU19480407,0.0,0.0,0.0,0.0,0.0,false
BU19480408,0.0,0.0,0.0,0.0,0.0,false
BU19480409,0.9,0.0,0.05,0.04,0.0,false
BU19480410,0.0,0.0,0.0,0.0,0.0,false
BU19480411,0.89,0.0,0.06,0.02,0.0,false
BU19480412,0.98,0.0,0.01,0.0,0.0,false
BU19480413,0.99,0.0,0.0,0.0,0.0,false
BU19480414,0.99,0.0,0.0,0.0,0.0,false
BU19480415,0.76,0.0,0.17,0.04,0.0,false
BU19480416,0.0,0.0,0.0,0.0,0.0,false
BU19480417,0.0,0.0,0.0,0.0,0.0,false
BU19480418,0.95,0.0,0.04,0.01,0.0,false
BU19480419,0.7,0.0,0.24,0.04,0.0,false
BU19480420,0.89,0.08,0.01,0.0,0.0,false
BU19480421,0.96,0.0,0.0,0.04,0.0,false
BU19480422,0.93,0.0,0.06,0.01,0.0,false
BU19480423,0.98,0.0,0.0,0.01,0.0,false
BU19480424,0.99,0.0,0.01,0.0,0.0,false
BU19480425,0.98,0.0,0.01,0.01,0.0,false
BU19480426,0.89,0.0,0.07,0.02,0.0,false
BU19480427,0.94,0.0,0.05,0.0,0.0,false
BU19480428,0.67,0.0,0.22,0.05,0.0,false
BU19480429,0.77,0.05,0.11,0.0,0.0,false
BU19480430,0.74,0.23,0.02,0.01,0.0,false
BU19480431,0.95,0.0,0.05,0.0,0.0,false
BU19480432,0.57,0.0,0.26,0.02,0.05,true
BU19480433,0.9,0.0,0.06,0.04,0.0,false
BU19491500,0.0,0.0,0.0,0.0,0.0,false
BU19491501,0.96,0.0,0.01,0.03,0.0,false
BU19491600,0.87,0.0,0.05,0.03,0.0,false
BU19491601,0.0,0.0,0.0,0.0,0.0,false
BU19491602,0.78,0.0,0.0,0.01,0.0,false
BU19491603,0.95,0.0,0.04,0.02,0.0,false
BU19491604,0.95,0.0,0.03,0.02,0.0,false
BU19491605,0.98,0.0,0.0,0.01,0.0,false
BU19491606,0.0,0.0,0.0,0.0,0.0,false
BU19491700,0.0,0.0,0.0,0.0,0.0,false
BU19491800,0.0,0.0,0.0,0.0,0.0,false
BU19491801,0.95,0.0,0.03,0.02,0.0,false
BU19491802,0.93,0.0,0.05,0.01,0.0,false
BU19491803,0.0,0.0,0.0,0.0,0.0,false
BU19491804,0.0,0.0,0.0,0.0,0.0,false
BU19491900,0.0,0.0,0.0,0.0,0.0,false
BU19491901,0.92,0.0,0.03,0.01,0.0,false
BU19492000,0.0,0.0,0.0,0.0,0.0,false
BU19492001,0.9,0.0,0.07,0.01,0.0,false
BU19492100,0.0,0.0,0.0,0.0,0.0,false
BU19492200,0.0,0.0,0.0,0.0,0.0,false
BU19492300,0.0,0.0,0.0,0.0,0.0,false
BU19492301,0.95,0.0,0.02,0.03,0.0,false
BU19492400,0.0,0.0,0.0,0.0,0.0,false
BU19492401,0.9,0.0,0.1,0.01,0.0,false
BU19492500,0.0,0.0,0.0,0.0,0.0,false
BU19492501,0.95,0.0,0.03,0.01,0.0,false
BU19492600,0.0,0.0,0.0,0.0,0.0,false
BU19492601,0.0,0.0,0.0,0.0,0.0,false
BU19492602,0.84,0.09,0.02,0.01,0.0,false
BU19492603,0.96,0.0,0.03,0.02,0.0,false
BU19492604,0.98,0.0,0.0,0.01,0.0,false
BU19492700,0.0,0.0,0.0,0.0,0.0,false
BU19492800,0.0,0.0,0.0,0.0,0.0,false
BU19492801,0.82,0.0,0.16,0.01,0.0,false
BU19492802,0.85,0.09,0.02,0.0,0.0,false
BU19492803,0.94,0.0,0.02,0.01,0.0,false
BU19492804,0.82,0.0,0.0,0.18,0.0,false
BU19492805,0.0,0.0,0.0,0.0,0.0,false
BU19492806,0.0,0.0,0.0,0.0,0.0,false
BU19492807,0.0,0.0,0.0,0.0,0.0,false
BU19492808,0.99,0.0,0.01,0.0,0.0,false
BU19492809,0.97,0.0,0.01,0.02,0.0,false
BU19492810,0.55,0.0,0.03,0.03,0.0,false
BU19492811,0.84,0.16,0.0,0.0,0.0,false
BU19492812,0.97,0.0,0.02,0.01,0.0,false
BU19492813,0.99,0.0,0.0,0.0,0.0,false
BU19492814,0.95,0.0,0.04,0.01,0.0,false
BU19492815,0.95,0.0,0.01,0.03,0.0,false
BU19492816,0.98,0.0,0.01,0.01,0.0,false
BU19492817,0.91,0.0,0.04,0.05,0.0,false
BU19492900,0.91,0.0,0.06,0.02,0.0,false
BU19493000,0.88,0.0,0.07,0.04,0.0,false
BU19493100,0.0,0.0,0.0,0.0,0.0,false
BU19493101,1.0,0.0,0.0,0.0,0.0,false
BU19493200,0.94,0.0,0.02,0.01,0.0,false
BU19493201,0.92,0.0,0.01,0.02,0.0,false
BU19493202,0.98,0.0,0.0,0.01,0.0,false
BU19493300,0.0,0.0,0.0,0.0,0.0,false
BU19493400,0.0,0.0,0.0,0.0,0.0,false
BU19493401,0.94,0.0,0.02,0.02,0.0,false
BU19493500,0.0,0.0,0.0,0.0,0.0,false
BU19493501,0.0,0.0,0.0,0.0,0.0,false
BU19493502,0.79,0.17,0.01,0.01,0.0,false
BU19493503,0.89,0.0,0.04,0.03,0.0,false
BU19493600,0.0,0.0,0.0,0.0,0.0,false
BU19493601,0.0,0.0,0.0,0.0,0.0,false
BU19493602,0.92,0.0,0.05,0.02,0.0,false
BU19493603,0.96,0.0,0.03,0.01,0.0,false
BU19493700,0.92,0.0,0.07,0.02,0.0,false
BU19493800,0.0,0.0,0.0,0.0,0.0,false
BU19493801,0.94,0.0,0.04,0.01,0.0,false
BU19493900,0.96,0.0,0.01,0.03,0.0,false
BU19493901,0.96,0.0,0.03,0.01,0.0,false
BU19494000,0.96,0.0,0.02,0.03,0.0,false
BU19494100,0.0,0.0,0.0,0.0,0.0,false
BU19494200,0.0,0.0,0.0,0.0,0.0,false
BU19494201,0.95,0.0,0.01,0.01,0.0,false
BU19494300,0.0,0.0,0.0,0.0,0.0,false
BU19494400,0.0,0.0,0.0,0.0,0.0,false
BU19494401,0.92,0.02,0.05,0.02,0.0,false
BU19494402,0.0,0.0,0.0,0.0,0.0,false
BU19494403,0.0,0.0,0.0,0.0,0.0,false
BU19494500,0.0,0.0,0.0,0.0,0.0,false
BU19494600,0.0,0.0,0.0,0.0,0.0,false
BU19494700,0.0,0.0,0.0,0.0,0.0,false
BU19494701,0.98,0.0,0.01,0.01,0.0,false
BU19494800,0.0,0.0,0.0,0.0,0.0,false
BU19494801,0.87,0.08,0.04,0.01,0.0,false
BU19494900,0.92,0.0,0.04,0.0,0.0,false
BU19494901,0.94,0.0,0.04,0.01,0.0,false
BU19494902,0.94,0.0,0.01,0.01,0.0,false
BU19495000,0.0,0.0,0.0,0.0,0.0,false
BU19495001,0.96,0.0,0.0,0.01,0.0,false
BU19495100,0.96,0.0,0.03,0.02,0.0,false
BU19495200,0.0,0.0,0.0,0.0,0.0,false
BU19495300,0.0,0.0,0.0,0.0,0.0,false
BU19495301,0.95,0.0,0.03,0.01,0.0,false
BU19495302,0.0,0.0,0.0,0.0,0.0,false
BU19495400,0.0,0.0,0.0,0.0,0.0,false
BU19495401,0.98,0.0,0.01,0.01,0.0,false
BU19495500,0.0,0.0,0.0,0.0,0.0,false
BU19500000,0.96,0.0,0.02,0.01,0.0,false
BU19500001,0.72,0.25,0.03,0.01,0.0,false
BU19500002,0.98,0.0,0.01,0.0,0.0,false
BU19500004,0.94,0.0,0.04,0.02,0.0,false
BU19500005,0.0,0.0,0.0,0.0,0.0,false
BU19500006,0.0,0.0,0.0,0.0,0.0,false
BU19500007,0.93,0.0,0.04,0.03,0.0,false
BU19500008,0.0,0.0,0.0,0.0,0.0,false
BU19500009,0.0,0.0,0.0,0.0,0.0,false
BU19500100,0.93,0.0,0.04,0.02,0.0,false
BU19500101,0.0,0.0,0.0,0.0,0.0,false
BU19500108,0.0,0.0,0.0,0.0,0.0,false
BU19500109,0.0,0.0,0.0,0.0,0.0,false
BU19500200,0.95,0.02,0.01,0.01,0.0,false
BU19500201,0.93,0.0,0.02,0.05,0.0,false
BU19500202,0.96,0.0,0.02,0.02,0.0,false
BU19500203,0.96,0.0,0.02,0.0,0.0,false
BU19500204,0.0,0.0,0.0,0.0,0.0,false
BU19500206,0.0,0.0,0.0,0.0,0.0,false
BU19500207,0.0,0.0,0.0,0.0,0.0,false
BU19500208,0.0,0.0,0.0,0.0,0.0,false
BU19500209,0.0,0.0,0.0,0.0,0.0,false
BU19500300,0.96,0.0,0.01,0.02,0.0,false
BU19500301,0.0,0.0,0.0,0.0,0.0,false
BU19500304,0.0,0.0,0.0,0.0,0.0,false
BU19500306,0.0,0.0,0.0,0.0,0.0,false
BU19500308,0.0,0.0,0.0,0.0,0.0,false
BU19500309,0.92,0.0,0.06,0.01,0.0,false
BU19500400,0.87,0.09,0.01,0.02,0.0,false
BU19500401,0.0,0.0,0.0,0.0,0.0,false
BU19500402,0.0,0.0,0.0,0.0,0.0,false
BU19500403,0.9,0.0,0.06,0.02,0.0,false
BU19500404,0.0,0.0,0.0,0.0,0.0,false
BU19500409,0.97,0.0,0.01,0.02,0.0,false
BU19500500,0.95,0.0,0.03,0.02,0.0,false
BU19500501,0.0,0.0,0.0,0.0,0.0,false
BU19500502,0.0,0.0,0.0,0.0,0.0,false
BU19500504,0.0,0.0,0.0,0.0,0.0,false
BU19500507,0.0,0.0,0.0,0.0,0.0,false
BU19500508,0.0,0.0,0.0,0.0,0.0,false
BU19500509,0.0,0.0,0.0,0.0,0.0,false
BU19500600,0.0,0.0,0.0,0.0,0.0,false
BU19500601,0.0,0.0,0.0,0.0,0.0,false
BU19500602,0.0,0.0,0.0,0.0,0.0,false
BU19500609,0.0,0.0,0.0,0.0,0.0,false
BU19500700,0.83,0.14,0.01,0.01,0.0,false
BU19500701,0.0,0.0,0.0,0.0,0.0,false
BU19500702,0.92,0.0,0.04,0.03,0.0,false
BU19500703,0.95,0.0,0.04,0.01,0.0,false
BU19500704,0.97,0.0,0.02,0.01,0.0,false
BU19500705,0.0,0.0,0.0,0.0,0.0,false
BU19500706,0.98,0.0,0.02,0.01,0.0,false
BU19500707,0.94,0.0,0.02,0.03,0.0,false
BU19500708,0.88,0.1,0.02,0.01,0.0,false
BU19500709,0.04,0.0,0.0,0.01,0.0,false
BU19500808,0.0,0.0,0.0,0.0,0.0,false
BU19500809,0.0,0.0,0.0,0.0,0.0,false
BU19500900,0.0,0.0,0.0,0.0,0.0,false
BU19500909,0.0,0.0,0.0,0.0,0.0,false
BU19520101,0.95,0.02,0.01,0.0,0.0,false
BU19520102,0.7,0.23,0.02,0.05,0.0,false
BU19520103,0.48,0.51,0.0,0.0,0.0,false
BU19520104,0.98,0.0,0.01,0.01,0.0,false
BU19520105,0.85,0.0,0.05,0.02,0.0,false
BU19520106,0.71,0.24,0.01,0.01,0.0,false
BU19520107,0.97,0.0,0.02,0.0,0.0,false
BU19520201,0.86,0.1,0.04,0.0,0.0,false
BU19520202,0.96,0.0,0.02,0.01,0.0,false
BU19520203,0.63,0.37,0.0,0.0,0.0,false
BU19520204,0.59,0.38,0.01,0.03,0.0,false
BU19520205,0.93,0.0,0.07,0.0,0.0,false
BU19520206,0.98,0.0,0.0,0.01,0.0,false
BU19520207,0.57,0.43,0.0,0.0,0.0,false
BU19520208,0.89,0.0,0.1,0.0,0.0,false
BU19520209,0.0,0.0,0.0,0.0,0.0,false
BU19520210,0.0,0.0,0.0,0.0,0.0,false
BU19520301,0.61,0.06,0.32,0.0,0.0,false
BU19520302,0.96,0.0,0.02,0.02,0.0,false
BU19520303,0.94,0.0,0.02,0.04,0.0,false
BU19520304,0.92,0.0,0.05,0.03,0.0,false
BU19520305,0.0,0.0,0.0,0.0,0.0,false
BU19520306,0.0,0.0,0.0,0.0,0.0,false
BU19520401,0.94,0.05,0.0,0.01,0.0,false
BU19520402,0.9,0.05,0.03,0.01,0.0,false
BU19520403,0.99,0.0,0.0,0.0,0.0,false
BU19520404,0.64,0.35,0.0,0.01,0.0,false
BU19520405,0.91,0.06,0.02,0.01,0.0,false
BU19520406,0.96,0.0,0.02,0.01,0.0,false
BU19520407,0.86,0.0,0.0,0.02,0.0,false
BU19520408,0.0,0.0,0.0,0.0,0.0,false
BU19520409,0.95,0.0,0.01,0.02,0.0,false
BU19520501,0.95,0.0,0.02,0.02,0.0,false
BU19520502,0.0,0.0,0.0,0.0,0.0,false
BU19520601,0.94,0.0,0.03,0.04,0.0,false
BU19520602,0.9,0.0,0.04,0.06,0.0,false
BU19520603,0.9,0.01,0.0,0.04,0.0,false
BU19520604,0.0,0.0,0.0,0.0,0.0,false
BU19520701,0.99,0.0,0.02,0.0,0.0,false
BU19520702,0.0,0.0,0.0,0.0,0.0,false
BU19520801,0.0,0.0,0.0,0.0,0.0,false
BU19520802,0.98,0.0,0.01,0.01,0.0,false
BU19520803,0.97,0.0,0.01,0.02,0.0,false
BU19520804,0.0,0.0,0.0,0.0,0.0,false
BU19520805,0.0,0.0,0.0,0.0,0.0,false
BU19520901,0.92,0.0,0.05,0.03,0.0,false
BU19520902,0.0,0.0,0.0,0.0,0.0,false
BU19520903,0.0,0.0,0.0,0.0,0.0,false
BU19520904,0.0,0.0,0.0,0.0,0.0,false
BU19520905,0.0,0.0,0.0,0.0,0.0,false
BU19520906,0.0,0.0,0.0,0.0,0.0,false
BU19520907,0.0,0.0,0.0,0.0,0.0,false
BU19521001,0.96,0.0,0.03,0.01,0.0,false
BU19521002,0.0,0.0,0.0,0.0,0.0,false
BU19521003,0.0,0.0,0.0,0.0,0.0,false
BU19521004,0.0,0.0,0.0,0.0,0.0,false
BU19521101,0.95,0.0,0.0,0.04,0.0,false
BU19521102,0.0,0.0,0.0,0.0,0.0,false
BU19521103,0.0,0.0,0.0,0.0,0.0,false
BU19521201,0.98,0.0,0.01,0.01,0.0,false
BU19521202,0.0,0.0,0.0,0.0,0.0,false
BU19521203,0.0,0.0,0.0,0.0,0.0,false
BU19521301,0.93,0.0,0.03,0.04,0.0,false
BU19521302,0.0,0.0,0.0,0.0,0.0,false
BU19521303,0.0,0.0,0.0,0.0,0.0,false
BU19521401,0.92,0.0,0.04,0.02,0.0,false
BU19521402,0.0,0.0,0.0,0.0,0.0,false
BU19521501,0.95,0.0,0.02,0.02,0.0,false
BU19521502,0.89,0.0,0.05,0.03,0.0,false
BU19521503,0.0,0.0,0.0,0.0,0.0,false
BU19521601,0.55,0.0,0.1,0.03,0.0,false
BU19521602,0.63,0.0,0.05,0.02,0.0,false
BU19521603,0.0,0.0,0.0,0.0,0.0,false
BU19521604,0.0,0.0,0.0,0.0,0.0,false
BU19521701,0.96,0.0,0.01,0.03,0.0,false
BU19521702,0.0,0.0,0.0,0.0,0.0,false
BU19521801,0.93,0.01,0.02,0.02,0.0,false
BU19521802,0.95,0.0,0.01,0.01,0.0,false
BU19521803,0.0,0.0,0.0,0.0,0.0,false
BU19521804,0.0,0.0,0.0,0.0,0.0,false
BU19521805,0.0,0.0,0.0,0.0,0.0,false
BU19521806,0.0,0.0,0.0,0.0,0.0,false
BU19521901,0.97,0.0,0.01,0.01,0.0,false
BU19521902,0.0,0.0,0.0,0.0,0.0,false
BU19522001,0.96,0.0,0.01,0.02,0.0,false
BU19522002,0.0,0.0,0.0,0.0,0.0,false
BU19522003,0.0,0.0,0.0,0.0,0.0,false
BU19522004,0.0,0.0,0.0,0.0,0.0,false
BU19522005,0.0,0.0,0.0,0.0,0.0,false
BU19522101,0.96,0.0,0.01,0.02,0.0,false
BU19522102,0.93,0.0,0.01,0.02,0.0,false
BU19540000,0.97,0.0,0.02,0.01,0.0,false
BU19540001,0.94,0.0,0.03,0.02,0.0,false
BU19540002,0.96,0.0,0.02,0.02,0.0,false
BU19540003,0.96,0.0,0.02,0.01,0.0,false
BU19540009,0.0,0.0,0.0,0.0,0.0,false
BU19540100,0.8,0.12,0.03,0.05,0.0,false
BU19540101,0.95,0.0,0.02,0.02,0.0,false
BU19540102,0.0,0.0,0.0,0.0,0.0,false
BU19540103,0.93,0.01,0.02,0.01,0.0,false
BU19540104,0.0,0.0,0.0,0.0,0.0,false
BU19540200,0.94,0.0,0.02,0.01,0.0,false
BU19540201,0.88,0.0,0.05,0.01,0.0,false
BU19540300,0.95,0.0,0.04,0.02,0.0,false
BU19540301,0.97,0.0,0.0,0.02,0.0,false
BU19540302,0.93,0.0,0.03,0.03,0.0,false
BU19540400,0.9,0.02,0.04,0.04,0.0,false
BU19540401,0.92,0.0,0.04,0.03,0.0,false
BU19540402,0.0,0.0,0.0,0.0,0.0,false
BU19540500,0.94,0.0,0.01,0.01,0.0,false
BU19540501,0.96,0.0,0.03,0.01,0.0,false
BU19540502,0.91,0.0,0.02,0.01,0.0,false
BU19540503,0.95,0.0,0.02,0.03,0.0,false
BU19540504,0.0,0.0,0.0,0.0,0.0,false
BU19540505,0.95,0.0,0.01,0.01,0.0,false
BU19540509,0.0,0.0,0.0,0.0,0.0,false
BU19540600,0.89,0.09,0.02,0.0,0.0,false
BU19540601,0.98,0.0,0.01,0.01,0.0,false
BU19540602,0.0,0.0,0.0,0.0,0.0,false
BU19540603,0.95,0.0,0.02,0.02,0.0,false
BU19550000,0.89,0.06,0.04,0.01,0.0,false
BU19550001,0.88,0.07,0.03,0.01,0.0,false
BU19550002,0.9,0.06,0.02,0.02,0.0,false
BU19550003,0.92,0.0,0.04,0.01,0.0,false
BU19550004,0.9,0.0,0.08,0.01,0.0,false
BU19550005,0.93,0.0,0.04,0.02,0.0,false
BU19550006,0.0,0.0,0.0,0.0,0.0,false
BU19550007,0.0,0.0,0.0,0.0,0.0,false
BU19550008,0.84,0.01,0.05,0.02,0.0,false
BU19550009,0.0,0.0,0.0,0.0,0.0,false
BU19550010,0.81,0.0,0.06,0.04,0.0,false
BU19550100,0.95,0.01,0.02,0.02,0.0,false
BU19550101,0.91,0.0,0.04,0.01,0.0,false
BU19550102,0.84,0.0,0.09,0.03,0.0,false
BU19550106,0.86,0.0,0.05,0.04,0.0,false
BU19550107,0.87,0.0,0.05,0.01,0.0,false
BU19550108,0.8,0.0,0.1,0.02,0.0,false
BU19550109,0.0,0.0,0.0,0.0,0.0,false
BU19550200,0.95,0.0,0.02,0.01,0.0,false
BU19550201,0.89,0.0,0.09,0.01,0.0,false
BU19550202,0.94,0.0,0.05,0.01,0.0,false
BU19550203,0.96,0.0,0.04,0.01,0.0,false
BU19550205,0.0,0.0,0.0,0.0,0.0,false
BU19550206,0.87,0.01,0.03,0.02,0.0,false
BU19550207,0.7,0.0,0.19,0.03,0.0,false
BU19550208,0.89,0.0,0.07,0.01,0.0,false
BU19550209,0.91,0.0,0.03,0.03,0.0,false
BU19590101,0.95,0.01,0.01,0.01,0.0,false
BU19590102,0.96,0.0,0.01,0.01,0.0,false
BU19590103,0.99,0.0,0.01,0.0,0.0,false
BU19590104,0.9,0.0,0.07,0.03,0.0,false
BU19590105,0.93,0.0,0.05,0.01,0.0,false
BU19590106,0.97,0.0,0.01,0.01,0.0,false
BU19590107,0.84,0.0,0.04,0.01,0.0,false
BU19590191,0.0,0.0,0.0,0.0,0.0,false
BU19590192,0.0,0.0,0.0,0.0,0.0,false
BU19590193,0.0,0.0,0.0,0.0,0.0,false
BU19590194,0.0,0.0,0.0,0.0,0.0,false
BU19590201,0.96,0.0,0.02,0.03,0.0,false
BU19590202,0.9,0.0,0.06,0.03,0.0,false
BU19590291,0.78,0.0,0.09,0.05,0.0,false
BU19590301,0.96,0.0,0.01,0.01,0.0,false
BU19590391,0.0,0.0,0.0,0.0,0.0,false
BU19590392,0.0,0.0,0.0,0.0,0.0,false
BU19590401,0.95,0.0,0.01,0.01,0.0,false
BU19590402,0.0,0.0,0.0,0.0,0.0,false
BU19590491,0.79,0.0,0.03,0.01,0.0,false
BU19590492,0.0,0.0,0.0,0.0,0.0,false
BU19590501,0.92,0.0,0.04,0.02,0.0,false
BU19590591,0.0,0.0,0.0,0.0,0.0,false
BU19590592,0.0,0.0,0.0,0.0,0.0,false
BU19590601,0.98,0.0,0.01,0.0,0.0,false
BU19590602,0.95,0.0,0.03,0.01,0.0,false
BU19590603,0.89,0.0,0.07,0.02,0.0,false
BU19590691,0.0,0.0,0.0,0.0,0.0,false
BU19590701,0.9,0.0,0.06,0.03,0.0,false
BU19590791,0.0,0.0,0.0,0.0,0.0,false
BU19590801,0.93,0.0,0.04,0.01,0.0,false
BU19590891,0.0,0.0,0.0,0.0,0.0,false
BU19590901,0.0,0.0,0.0,0.0,0.0,false
BU19590991,0.0,0.0,0.0,0.0,0.0,false
BU19591001,0.9,0.0,0.09,0.01,0.0,false
BU19591002,0.0,0.0,0.0,0.0,0.0,false
BU19591091,0.0,0.0,0.0,0.0,0.0,false
BU19591101,0.91,0.0,0.08,0.01,0.0,false
BU19591191,0.0,0.0,0.0,0.0,0.0,false
BU19591201,0.83,0.1,0.03,0.01,0.0,false
BU19591202,0.96,0.0,0.02,0.02,0.0,false
BU19591203,0.0,0.0,0.0,0.0,0.0,false
BU19591291,0.0,0.0,0.0,0.0,0.0,false
BU19591292,0.7,0.0,0.06,0.0,0.0,false
BU19591301,0.87,0.03,0.07,0.01,0.0,false
BU19591302,0.0,0.0,0.0,0.0,0.0,false
BU19591303,0.24,0.0,0.2,0.0,0.0,false
BU19591391,0.0,0.0,0.0,0.0,0.0,false
BU19591401,0.92,0.0,0.04,0.01,0.0,false
BU19591402,0.89,0.06,0.01,0.02,0.0,false
BU19591403,0.92,0.0,0.05,0.03,0.0,false
BU19591491,0.84,0.0,0.09,0.01,0.0,false
BU19591492,0.0,0.0,0.0,0.0,0.0,false
BU19591501,0.0,0.0,0.0,0.0,0.0,false
BU19591591,0.0,0.0,0.0,0.0,0.0,false
BU19591601,0.97,0.0,0.01,0.01,0.0,false
BU19591691,0.0,0.0,0.0,0.0,0.0,false
BU19591701,0.83,0.0,0.07,0.02,0.0,false
BU19591791,0.0,0.0,0.0,0.0,0.0,false
BU19591801,0.96,0.0,0.02,0.02,0.0,false
BU19591891,0.0,0.0,0.0,0.0,0.0,false
BU19591901,0.93,0.0,0.02,0.02,0.0,false
BU19591991,0.0,0.0,0.0,0.0,0.0,false
BU19600000,0.97,0.01,0.01,0.0,0.0,false
BU19600001,0.79,0.14,0.02,0.01,0.0,false
BU19600002,0.95,0.0,0.02,0.03,0.0,false
BU19600003,0.98,0.0,0.0,0.01,0.0,false
BU19600004,0.98,0.0,0.01,0.01,0.0,false
BU19600005,0.0,0.0,0.0,0.0,0.0,false
BU19600006,0.91,0.0,0.02,0.03,0.0,false
BU19600007,0.88,0.05,0.02,0.05,0.0,false
BU19600008,0.0,0.0,0.0,0.0,0.0,false
BU19600009,0.0,0.0,0.0,0.0,0.0,false
BU19600100,0.96,0.0,0.01,0.02,0.0,false
BU19600101,0.97,0.0,0.03,0.0,0.0,false
BU19600102,0.98,0.0,0.01,0.01,0.0,false
BU19600103,0.96,0.0,0.02,0.02,0.0,false
BU19600106,0.0,0.0,0.0,0.0,0.0,false
BU19600107,0.0,0.0,0.0,0.0,0.0,false
BU19600108,0.0,0.0,0.0,0.0,0.0,false
BU19600109,0.0,0.0,0.0,0.0,0.0,false
BU19600200,0.91,0.0,0.02,0.01,0.0,false
BU19600201,0.96,0.0,0.01,0.01,0.0,false
BU19600202,0.95,0.0,0.02,0.02,0.0,false
BU19600203,0.94,0.0,0.03,0.02,0.0,false
BU19600207,0.0,0.0,0.0,0.0,0.0,false
BU19600208,0.0,0.0,0.0,0.0,0.0,false
BU19600209,0.27,0.0,0.17,0.0,0.0,false
BU19600300,0.94,0.0,0.02,0.01,0.0,false
BU19600301,0.96,0.0,0.01,0.01,0.0,false
BU19600308,0.0,0.0,0.0,0.0,0.0,false
BU19600309,0.79,0.0,0.05,0.03,0.0,false
BU19600400,0.97,0.0,0.02,0.01,0.0,false
BU19600401,0.98,0.0,0.02,0.01,0.0,false
BU19600402,0.63,0.0,0.35,0.01,0.0,false
BU19600403,0.0,0.0,0.0,0.0,0.0,false
BU19600500,0.9,0.04,0.02,0.04,0.0,false
BU19600501,0.96,0.0,0.01,0.02,0.0,false
BU19600502,0.93,0.0,0.03,0.03,0.0,false
BU19600507,0.96,0.0,0.02,0.02,0.0,false
BU19600508,0.0,0.0,0.0,0.0,0.0,false
BU19600509,0.0,0.0,0.0,0.0,0.0,false
BU19600600,0.98,0.0,0.0,0.01,0.0,false
BU19600601,0.0,0.0,0.0,0.0,0.0,false
BU19600602,0.0,0.0,0.0,0.0,0.0,false
BU19600603,0.95,0.0,0.01,0.02,0.0,false
BU19600604,0.99,0.0,0.02,0.0,0.0,false
BU19600606,0.0,0.0,0.0,0.0,0.0,false
BU19600607,0.0,0.0,0.0,0.0,0.0,false
BU19600608,0.9,0.0,0.05,0.02,0.0,false
BU19600609,0.86,0.0,0.05,0.03,0.0,false
BU19600700,0.96,0.0,0.02,0.01,0.0,false
BU19600701,0.93,0.0,0.04,0.0,0.0,false
BU19600702,0.0,0.0,0.0,0.0,0.0,false
BU19600707,0.62,0.0,0.06,0.02,0.0,false
BU19600708,0.0,0.0,0.0,0.0,0.0,false
BU19600709,0.0,0.0,0.0,0.0,0.0,false
BU19600800,0.96,0.0,0.02,0.02,0.0,false
BU19600801,0.94,0.0,0.05,0.0,0.0,false
BU19600802,0.0,0.0,0.0,0.0,0.0,false
BU19600809,0.95,0.0,0.03,0.01,0.0,false
BU19600900,0.98,0.0,0.0,0.02,0.0,false
BU19600901,0.88,0.0,0.11,0.01,0.0,false
BU19600902,0.91,0.0,0.06,0.03,0.0,false
BU19600909,0.0,0.0,0.0,0.0,0.0,false
BU19601000,0.93,0.0,0.05,0.02,0.0,false
BU19601009,0.0,0.0,0.0,0.0,0.0,false
