buurtcode,gasCV,gasBlock,ehp,hhp,dh,hasDHgrid
BU01660018,0.84,0.04,0.02,0.03,0.0,false
BU01660019,0.0,0.0,0.0,0.0,0.0,false
BU01660225,0.0,0.0,0.0,0.0,0.0,false
BU01660300,0.95,0.03,0.01,0.01,0.0,false
BU01660301,0.97,0.01,0.01,0.01,0.0,false
BU01660302,0.0,0.0,0.0,0.0,0.0,false
BU01660303,0.39,0.0,0.05,0.0,0.0,false
BU01660304,0.92,0.0,0.03,0.02,0.0,false
BU01660305,0.9,0.0,0.06,0.03,0.0,false
BU01660306,0.0,0.0,0.0,0.0,0.0,false
BU01660307,0.82,0.05,0.07,0.02,0.0,false
BU01660400,0.93,0.0,0.03,0.01,0.0,false
BU01660401,0.0,0.0,0.0,0.0,0.0,false
BU01660500,0.98,0.0,0.01,0.01,0.0,false
BU01660501,0.0,0.0,0.0,0.0,0.0,false
BU01660600,0.93,0.0,0.04,0.01,0.0,false
BU01660700,0.91,0.0,0.05,0.02,0.0,false
BU01660800,0.92,0.0,0.04,0.03,0.0,false
BU01660900,0.0,0.0,0.0,0.0,0.0,false
BU01680001,0.94,0.0,0.03,0.02,0.0,false
BU01680002,0.0,0.0,0.0,0.0,0.0,false
BU01680003,0.93,0.01,0.02,0.01,0.0,false
BU01680009,0.64,0.0,0.03,0.02,0.0,false
BU01680101,0.0,0.0,0.0,0.0,0.0,false
BU01680102,0.0,0.0,0.0,0.0,0.0,false
BU01680109,0.0,0.0,0.0,0.0,0.0,false
BU01680201,0.95,0.0,0.01,0.02,0.0,false
BU01680209,0.86,0.0,0.02,0.05,0.0,false
BU01680301,0.91,0.0,0.05,0.03,0.0,false
BU01680309,0.81,0.0,0.04,0.03,0.0,false
BU01680401,0.91,0.0,0.04,0.0,0.0,false
BU01680409,0.79,0.0,0.03,0.02,0.0,false
BU01710101,0.86,0.14,0.0,0.0,0.0,false
BU01710102,0.91,0.0,0.04,0.01,0.0,false
BU01710103,0.96,0.0,0.02,0.02,0.0,false
BU01710104,0.96,0.0,0.01,0.0,0.0,false
BU01710105,0.55,0.34,0.04,0.0,0.06,true
BU01710106,0.99,0.0,0.01,0.0,0.0,false
BU01710107,0.98,0.0,0.01,0.01,0.0,false
BU01710108,0.99,0.0,0.01,0.0,0.0,false
BU01710109,0.95,0.0,0.05,0.01,0.0,false
BU01710110,0.93,0.06,0.01,0.0,0.0,false
BU01710111,0.97,0.0,0.01,0.02,0.0,false
BU01710112,0.0,0.0,0.0,0.0,0.0,false
BU01710113,0.88,0.0,0.11,0.02,0.0,false
BU01710114,0.11,0.0,0.82,0.0,0.0,false
BU01710115,0.0,0.0,0.0,0.0,0.0,false
BU01710116,0.0,0.0,0.0,0.0,0.0,false
BU01710117,0.0,0.0,0.0,0.0,0.0,false
BU01710118,0.87,0.0,0.07,0.02,0.0,false
BU01710219,0.94,0.0,0.05,0.01,0.0,false
BU01710220,0.0,0.0,0.0,0.0,0.0,false
BU01710221,0.84,0.0,0.1,0.03,0.0,false
BU01710322,0.95,0.0,0.04,0.01,0.0,false
BU01710323,0.35,0.0,0.01,0.01,0.0,false
BU01710424,0.9,0.05,0.04,0.01,0.0,false
BU01710425,0.0,0.0,0.0,0.0,0.0,false
BU01710426,0.83,0.0,0.09,0.04,0.0,false
BU01710527,0.93,0.0,0.03,0.01,0.0,false
BU01710528,0.0,0.0,0.0,0.0,0.0,false
BU01710529,0.0,0.0,0.0,0.0,0.0,false
BU01710530,0.89,0.0,0.05,0.04,0.0,false
BU01710631,0.97,0.0,0.02,0.0,0.0,false
BU01710632,0.0,0.0,0.0,0.0,0.0,false
BU01710633,0.89,0.0,0.05,0.04,0.0,false
BU01710734,0.97,0.0,0.02,0.0,0.0,false
BU01710735,0.0,0.0,0.0,0.0,0.0,false
BU01710736,0.91,0.0,0.03,0.03,0.0,false
BU01710837,0.92,0.0,0.05,0.02,0.0,false
BU01710838,0.0,0.0,0.0,0.0,0.0,false
BU01710839,0.87,0.0,0.05,0.05,0.0,false
BU01710941,0.92,0.0,0.07,0.01,0.0,false
BU01710942,0.0,0.0,0.0,0.0,0.0,false
BU01710943,0.91,0.0,0.02,0.04,0.0,false
BU01711045,0.95,0.0,0.03,0.0,0.0,false
BU01711046,0.0,0.0,0.0,0.0,0.0,false
BU01711047,0.93,0.0,0.01,0.03,0.0,false
BU01711149,0.94,0.0,0.05,0.01,0.0,false
BU01711150,0.0,0.0,0.0,0.0,0.0,false
BU01711151,0.91,0.0,0.03,0.03,0.0,false
BU01711252,0.0,0.0,0.0,0.0,0.0,false
BU01730100,0.75,0.19,0.01,0.02,0.0,false
BU01730200,0.87,0.12,0.0,0.01,0.0,false
BU01730300,0.92,0.03,0.03,0.01,0.0,false
BU01730400,0.71,0.21,0.04,0.01,0.0,false
BU01730500,0.85,0.08,0.01,0.03,0.0,false
BU01730600,0.86,0.07,0.06,0.01,0.0,false
BU01730700,0.0,0.0,0.0,0.0,0.0,false
BU01730800,0.0,0.0,0.0,0.0,0.0,false
BU01730900,0.0,0.0,0.0,0.0,0.0,false
BU01731000,0.56,0.0,0.03,0.01,0.0,false
BU01731100,0.94,0.02,0.01,0.01,0.0,false
BU01731200,0.95,0.01,0.01,0.02,0.0,false
BU01731300,0.96,0.01,0.01,0.01,0.0,false
BU01731400,0.0,0.0,0.0,0.0,0.0,false
BU01750101,0.93,0.02,0.01,0.0,0.0,false
BU01750102,0.0,0.0,0.0,0.0,0.0,false
BU01750103,0.84,0.12,0.0,0.01,0.0,false
BU01750104,0.0,0.0,0.0,0.0,0.0,false
BU01750105,0.0,0.0,0.0,0.0,0.0,false
BU01750106,0.0,0.0,0.0,0.0,0.0,false
BU01750107,0.0,0.0,0.0,0.0,0.0,false
BU01750108,0.0,0.0,0.0,0.0,0.0,false
BU01750109,0.87,0.0,0.05,0.03,0.0,false
BU01750110,0.0,0.0,0.0,0.0,0.0,false
BU01750111,0.0,0.0,0.0,0.0,0.0,false
BU01750112,0.0,0.0,0.0,0.0,0.0,false
BU01750113,0.91,0.0,0.02,0.05,0.0,false
BU01750114,0.72,0.0,0.04,0.03,0.0,false
BU01750115,0.98,0.0,0.01,0.0,0.0,false
BU01750116,0.87,0.11,0.01,0.01,0.0,false
BU01750117,0.94,0.03,0.02,0.01,0.0,false
BU01750118,0.99,0.0,0.01,0.01,0.0,false
BU01750119,0.97,0.0,0.02,0.02,0.0,false
BU01750120,0.0,0.0,0.0,0.0,0.0,false
BU01750121,0.96,0.0,0.01,0.03,0.0,false
BU01750122,0.0,0.0,0.0,0.0,0.0,false
BU01750123,0.0,0.0,0.0,0.0,0.0,false
BU01750124,0.0,0.0,0.0,0.0,0.0,false
BU01750125,0.52,0.0,0.43,0.02,0.0,false
BU01750126,0.0,0.0,0.0,0.0,0.0,false
BU01750201,0.84,0.0,0.07,0.04,0.0,false
BU01750202,0.0,0.0,0.0,0.0,0.0,false
BU01750301,0.0,0.0,0.0,0.0,0.0,false
BU01750401,0.92,0.0,0.03,0.03,0.0,false
BU01750402,0.0,0.0,0.0,0.0,0.0,false
BU01750403,0.94,0.0,0.03,0.02,0.0,false
BU01750501,0.95,0.0,0.03,0.02,0.0,false
BU01750601,0.0,0.0,0.0,0.0,0.0,false
BU01750701,0.94,0.0,0.04,0.02,0.0,false
BU01750702,0.89,0.0,0.05,0.03,0.0,false
BU01750703,0.0,0.0,0.0,0.0,0.0,false
BU01750801,0.0,0.0,0.0,0.0,0.0,false
BU01750802,0.0,0.0,0.0,0.0,0.0,false
BU01750901,0.0,0.0,0.0,0.0,0.0,false
BU01750902,0.0,0.0,0.0,0.0,0.0,false
BU01751001,0.85,0.0,0.06,0.04,0.0,false
BU01751002,0.0,0.0,0.0,0.0,0.0,false
BU01751101,0.0,0.0,0.0,0.0,0.0,false
BU01751102,0.93,0.0,0.02,0.02,0.0,false
BU01751103,0.0,0.0,0.0,0.0,0.0,false
BU01770101,0.88,0.09,0.01,0.0,0.0,false
BU01770102,0.98,0.0,0.0,0.01,0.0,false
BU01770103,0.71,0.12,0.03,0.0,0.0,false
BU01770104,0.99,0.0,0.0,0.01,0.0,false
BU01770105,0.98,0.0,0.01,0.0,0.0,false
BU01770106,0.97,0.0,0.02,0.01,0.0,false
BU01770107,0.98,0.0,0.01,0.01,0.0,false
BU01770108,0.98,0.0,0.01,0.01,0.0,false
BU01770109,0.0,0.0,0.0,0.0,0.0,false
BU01770110,0.98,0.0,0.01,0.01,0.0,false
BU01770111,0.98,0.0,0.01,0.01,0.0,false
BU01770112,0.98,0.0,0.0,0.01,0.0,false
BU01770113,0.86,0.0,0.09,0.01,0.04,true
BU01770114,0.55,0.0,0.37,0.04,0.0,false
BU01770115,0.61,0.0,0.29,0.04,0.0,false
BU01770116,0.0,0.0,0.0,0.0,0.0,false
BU01770117,0.0,0.0,0.0,0.0,0.0,false
BU01770119,0.86,0.0,0.05,0.03,0.0,false
BU01770201,0.96,0.0,0.03,0.01,0.0,false
BU01770209,0.93,0.0,0.02,0.02,0.0,false
BU01770301,0.92,0.0,0.05,0.02,0.0,false
BU01770309,0.89,0.0,0.05,0.03,0.0,false
BU01770401,0.93,0.0,0.04,0.02,0.0,false
BU01770409,0.75,0.01,0.06,0.03,0.0,false
BU01770501,0.83,0.0,0.06,0.02,0.0,false
BU01770509,0.85,0.0,0.05,0.05,0.0,false
BU01770601,0.91,0.0,0.06,0.02,0.0,false
BU01770609,0.88,0.0,0.03,0.02,0.0,false
BU01770701,0.92,0.0,0.03,0.01,0.0,false
BU01770702,0.98,0.0,0.01,0.01,0.0,false
BU01770703,0.98,0.0,0.01,0.01,0.0,false
BU01770704,0.97,0.0,0.01,0.02,0.0,false
BU01770705,0.0,0.0,0.0,0.0,0.0,false
BU01770709,0.86,0.0,0.06,0.04,0.0,false
BU01770801,0.92,0.0,0.06,0.0,0.0,false
BU01770809,0.0,0.0,0.0,0.0,0.0,false
BU01770901,0.87,0.0,0.07,0.02,0.0,false
BU01770909,0.0,0.0,0.0,0.0,0.0,false
BU01800000,0.76,0.0,0.06,0.02,0.0,false
BU01800001,0.0,0.0,0.0,0.0,0.0,false
BU01800002,0.87,0.0,0.03,0.05,0.0,false
BU01800003,0.88,0.0,0.03,0.04,0.0,false
BU01800004,0.0,0.0,0.0,0.0,0.0,false
BU01800005,0.97,0.0,0.01,0.02,0.0,false
BU01800006,0.83,0.09,0.04,0.01,0.0,false
BU01800007,0.91,0.0,0.02,0.02,0.0,false
BU01800100,0.94,0.0,0.02,0.04,0.0,false
BU01800101,0.9,0.0,0.04,0.03,0.0,false
BU01800102,0.84,0.0,0.06,0.05,0.0,false
BU01800206,0.0,0.0,0.0,0.0,0.0,false
BU01800207,0.0,0.0,0.0,0.0,0.0,false
BU01800208,0.0,0.0,0.0,0.0,0.0,false
BU01800209,0.0,0.0,0.0,0.0,0.0,false
BU01800305,0.0,0.0,0.0,0.0,0.0,false
BU01800306,0.0,0.0,0.0,0.0,0.0,false
BU01800307,0.0,0.0,0.0,0.0,0.0,false
BU01800308,0.0,0.0,0.0,0.0,0.0,false
BU01800309,0.88,0.0,0.02,0.05,0.0,false
BU01800400,0.96,0.0,0.02,0.02,0.0,false
BU01800409,0.83,0.0,0.03,0.03,0.0,false
BU01800509,0.9,0.0,0.03,0.03,0.0,false
BU01800609,0.93,0.0,0.03,0.03,0.0,false
BU01800709,0.0,0.0,0.0,0.0,0.0,false
BU01830000,0.83,0.01,0.08,0.06,0.0,false
BU01830008,0.88,0.0,0.03,0.03,0.0,false
BU01830009,0.84,0.03,0.04,0.03,0.0,false
BU01830100,0.9,0.0,0.04,0.04,0.0,false
BU01830109,0.84,0.0,0.05,0.03,0.0,false
BU01830200,0.9,0.0,0.02,0.04,0.0,false
BU01830201,0.97,0.0,0.01,0.02,0.0,false
BU01830209,0.87,0.0,0.02,0.02,0.0,false
BU01830300,0.86,0.0,0.04,0.06,0.0,false
BU01830309,0.78,0.0,0.04,0.02,0.0,false
BU01830400,0.93,0.0,0.03,0.03,0.0,false
BU01830409,0.81,0.0,0.05,0.02,0.0,false
BU01830500,0.9,0.0,0.03,0.02,0.0,false
BU01830507,0.0,0.0,0.0,0.0,0.0,false
BU01830508,0.0,0.0,0.0,0.0,0.0,false
BU01830509,0.76,0.0,0.06,0.03,0.0,false
BU01830600,0.82,0.0,0.04,0.04,0.0,false
BU01830608,0.0,0.0,0.0,0.0,0.0,false
BU01830609,0.62,0.0,0.03,0.01,0.0,false
BU01830700,0.84,0.0,0.04,0.06,0.0,false
BU01830709,0.82,0.0,0.04,0.02,0.0,false
BU01840000,0.96,0.0,0.01,0.01,0.0,false
BU01840002,0.0,0.0,0.0,0.0,0.0,false
BU01840003,0.97,0.0,0.01,0.02,0.0,false
BU01840004,0.0,0.0,0.0,0.0,0.0,false
BU01840006,0.96,0.0,0.02,0.02,0.0,false
BU01840007,0.92,0.04,0.01,0.02,0.0,false
BU01840008,0.96,0.0,0.02,0.02,0.0,false
BU01840009,0.0,0.0,0.0,0.0,0.0,false
BU01840010,0.92,0.02,0.01,0.03,0.0,false
BU01840011,0.65,0.0,0.24,0.03,0.0,false
BU01840015,0.0,0.0,0.0,0.0,0.0,false
BU01890000,0.91,0.0,0.07,0.01,0.0,false
BU01890001,0.9,0.0,0.04,0.04,0.0,false
BU01890002,0.95,0.0,0.03,0.02,0.0,false
BU01890003,0.91,0.0,0.04,0.02,0.0,false
BU01890004,0.9,0.0,0.09,0.02,0.0,false
BU01890005,0.93,0.0,0.06,0.01,0.0,false
BU01890006,0.96,0.0,0.02,0.02,0.0,false
BU01890007,0.97,0.0,0.0,0.02,0.0,false
BU01890008,0.82,0.0,0.15,0.02,0.0,false
BU01890105,0.9,0.0,0.05,0.03,0.0,false
BU01890106,0.0,0.0,0.0,0.0,0.0,false
BU01890107,0.84,0.0,0.07,0.04,0.0,false
BU01890108,0.94,0.0,0.03,0.04,0.0,false
BU01890109,0.88,0.0,0.04,0.01,0.0,false
BU01890200,0.0,0.0,0.0,0.0,0.0,false
BU01890209,0.77,0.0,0.04,0.01,0.0,false
BU01890300,0.95,0.0,0.03,0.01,0.0,false
BU01890301,0.85,0.09,0.03,0.02,0.0,false
BU01890302,0.91,0.0,0.05,0.03,0.0,false
BU01890303,0.0,0.0,0.0,0.0,0.0,false
BU01890405,0.0,0.0,0.0,0.0,0.0,false
BU01890406,0.0,0.0,0.0,0.0,0.0,false
BU01890407,0.0,0.0,0.0,0.0,0.0,false
BU01890408,0.85,0.0,0.07,0.04,0.0,false
BU01890409,0.86,0.0,0.04,0.03,0.0,false
BU01890507,0.8,0.0,0.04,0.07,0.0,false
BU01890508,0.79,0.0,0.08,0.07,0.0,false
BU01890509,0.78,0.0,0.06,0.04,0.0,false
BU01931000,0.74,0.07,0.04,0.0,0.0,false
BU01931010,0.76,0.08,0.03,0.0,0.08,true
BU01931020,0.87,0.04,0.06,0.0,0.0,false
BU01931100,0.57,0.41,0.0,0.0,0.0,false
BU01931110,0.99,0.0,0.01,0.0,0.0,false
BU01931120,0.65,0.28,0.06,0.0,0.0,false
BU01931130,0.69,0.18,0.06,0.0,0.0,false
BU01931140,0.82,0.1,0.03,0.0,0.0,false
BU01931150,0.78,0.14,0.05,0.01,0.0,false
BU01931160,0.9,0.03,0.0,0.06,0.0,false
BU01931170,1.0,0.0,0.0,0.0,0.0,false
BU01931180,0.99,0.0,0.0,0.01,0.0,false
BU01931200,0.82,0.16,0.01,0.01,0.0,false
BU01931210,0.81,0.18,0.0,0.0,0.0,false
BU01931300,0.9,0.07,0.0,0.01,0.0,false
BU01931310,0.87,0.11,0.0,0.0,0.0,false
BU01931320,0.9,0.1,0.0,0.0,0.0,false
BU01931330,0.64,0.3,0.05,0.0,0.0,false
BU01931340,0.93,0.01,0.0,0.02,0.0,false
BU01931350,0.0,0.0,0.0,0.0,0.0,false
BU01931360,0.75,0.0,0.0,0.0,0.18,true
BU01931400,0.72,0.14,0.05,0.0,0.07,true
BU01931410,0.9,0.04,0.01,0.02,0.0,false
BU01932000,0.0,0.0,0.0,0.0,0.0,false
BU01932010,0.0,0.0,0.0,0.0,0.0,false
BU01932020,0.96,0.0,0.03,0.01,0.0,false
BU01932100,0.92,0.0,0.05,0.01,0.0,false
BU01932110,0.99,0.0,0.01,0.01,0.0,false
BU01932120,0.0,0.0,0.0,0.0,0.0,false
BU01932130,0.0,0.0,0.0,0.0,0.0,false
BU01932140,0.0,0.0,0.0,0.0,0.0,false
BU01932200,0.86,0.01,0.05,0.07,0.0,false
BU01932210,0.0,0.0,0.0,0.0,0.0,false
BU01932220,0.98,0.01,0.0,0.01,0.0,false
BU01932230,0.89,0.0,0.06,0.04,0.0,false
BU01932240,0.84,0.01,0.03,0.03,0.08,true
BU01932250,0.0,0.0,0.0,0.0,0.0,false
BU01932260,0.02,0.0,0.52,0.0,0.46,true
BU01932270,0.0,0.0,0.98,0.0,0.0,false
BU01932280,0.0,0.0,0.0,0.0,0.0,false
BU01933000,0.35,0.48,0.04,0.12,0.0,false
BU01933010,0.49,0.13,0.04,0.0,0.32,true
BU01933020,0.68,0.31,0.0,0.0,0.0,false
BU01933030,0.6,0.4,0.0,0.0,0.0,false
BU01933100,0.67,0.3,0.03,0.0,0.0,false
BU01933110,0.9,0.0,0.0,0.0,0.06,true
BU01933120,0.99,0.0,0.0,0.01,0.0,false
BU01933130,0.99,0.0,0.0,0.0,0.0,false
BU01933200,0.88,0.0,0.05,0.06,0.0,false
BU01933210,0.0,0.0,0.0,0.0,0.0,false
BU01933220,0.82,0.0,0.02,0.06,0.0,false
BU01934000,0.87,0.03,0.01,0.04,0.0,false
BU01934010,0.0,0.0,0.0,0.0,0.0,false
BU01934020,0.81,0.0,0.14,0.04,0.0,false
BU01934030,0.03,0.15,0.0,0.0,0.0,false
BU01934040,0.0,0.0,0.0,0.0,0.0,false
BU01934050,0.0,0.0,0.0,0.0,0.0,false
BU01934100,0.82,0.0,0.09,0.01,0.0,false
BU01934110,0.0,0.0,0.0,0.0,0.0,false
BU01934120,0.93,0.0,0.02,0.02,0.0,false
BU01935000,0.95,0.0,0.02,0.02,0.0,false
BU01935010,0.91,0.0,0.01,0.02,0.0,false
BU01935020,0.93,0.05,0.0,0.02,0.0,false
BU01935030,0.97,0.0,0.02,0.01,0.0,false
BU01935040,0.99,0.0,0.0,0.01,0.0,false
BU01935050,0.96,0.0,0.03,0.01,0.0,false
BU01935060,0.97,0.0,0.0,0.01,0.0,false
BU01935070,0.0,0.0,0.0,0.0,0.0,false
BU01935080,0.94,0.0,0.03,0.02,0.0,false
BU01935100,0.95,0.0,0.01,0.03,0.0,false
BU01935110,0.9,0.02,0.02,0.03,0.0,false
BU01935120,0.98,0.0,0.02,0.01,0.0,false
BU01935130,0.95,0.05,0.0,0.0,0.0,false
BU01935140,0.98,0.0,0.0,0.01,0.0,false
BU01935150,0.98,0.0,0.0,0.01,0.0,false
BU01935160,0.0,0.0,0.0,0.0,0.0,false
BU01935200,0.95,0.0,0.02,0.02,0.0,false
BU01935210,0.94,0.0,0.01,0.04,0.0,false
BU01970101,0.0,0.0,0.0,0.0,0.0,false
BU01970102,0.89,0.0,0.03,0.01,0.0,false
BU01970103,0.9,0.0,0.01,0.02,0.0,false
BU01970104,0.94,0.0,0.03,0.02,0.0,false
BU01970105,0.0,0.0,0.0,0.0,0.0,false
BU01970106,0.0,0.0,0.0,0.0,0.0,false
BU01970107,0.0,0.0,0.0,0.0,0.0,false
BU01970108,0.94,0.0,0.0,0.01,0.0,false
BU01970109,0.0,0.0,0.0,0.0,0.0,false
BU01970110,0.94,0.0,0.01,0.03,0.0,false
BU01970111,0.86,0.0,0.03,0.02,0.0,false
BU01970112,0.0,0.0,0.0,0.0,0.0,false
BU01970201,0.0,0.0,0.0,0.0,0.0,false
BU01970202,0.0,0.0,0.0,0.0,0.0,false
BU01970203,0.0,0.0,0.0,0.0,0.0,false
BU01970204,0.9,0.0,0.03,0.01,0.0,false
BU01970301,0.98,0.02,0.0,0.01,0.0,false
BU01970302,0.98,0.0,0.01,0.01,0.0,false
BU01970303,0.96,0.0,0.03,0.01,0.0,false
BU01970304,0.93,0.0,0.03,0.01,0.0,false
BU01970305,0.81,0.0,0.16,0.02,0.0,false
BU01970306,0.99,0.0,0.0,0.0,0.0,false
BU01970307,0.87,0.01,0.05,0.0,0.0,false
BU01970400,0.87,0.05,0.05,0.01,0.0,false
BU01970401,0.94,0.0,0.03,0.01,0.0,false
BU01970402,0.96,0.0,0.02,0.01,0.0,false
BU01970403,0.89,0.0,0.06,0.01,0.0,false
BU01970408,0.0,0.0,0.0,0.0,0.0,false
BU01970409,0.93,0.0,0.02,0.02,0.0,false
BU02000101,0.75,0.1,0.02,0.05,0.04,true
BU02000102,0.86,0.02,0.09,0.01,0.0,false
BU02000201,0.79,0.17,0.01,0.01,0.0,false
BU02000202,0.72,0.18,0.07,0.01,0.0,false
BU02000203,0.78,0.19,0.01,0.01,0.0,false
BU02000204,0.86,0.1,0.01,0.03,0.0,false
BU02000205,0.87,0.09,0.03,0.01,0.0,false
BU02000206,0.91,0.08,0.0,0.01,0.0,false
BU02000207,0.0,0.0,0.0,0.0,0.0,false
BU02000301,0.96,0.0,0.02,0.02,0.0,false
BU02000302,0.0,0.0,0.0,0.0,0.0,false
BU02000303,0.85,0.14,0.0,0.0,0.0,false
BU02000304,0.94,0.01,0.04,0.01,0.0,false
BU02000305,0.98,0.0,0.01,0.01,0.0,false
BU02000306,0.95,0.03,0.0,0.01,0.0,false
BU02000307,0.0,0.0,0.0,0.0,0.0,false
BU02000308,0.0,0.0,0.0,0.0,0.0,false
BU02000309,0.0,0.0,0.0,0.0,0.0,false
BU02000310,0.0,0.0,0.0,0.0,0.0,false
BU02000311,0.35,0.0,0.06,0.02,0.57,true
BU02000401,0.95,0.02,0.01,0.02,0.0,false
BU02000402,0.83,0.14,0.0,0.0,0.0,false
BU02000403,0.87,0.12,0.0,0.0,0.0,false
BU02000404,0.91,0.07,0.01,0.01,0.0,false
BU02000405,0.75,0.22,0.0,0.03,0.0,false
BU02000406,0.42,0.01,0.56,0.0,0.0,false
BU02000407,0.92,0.0,0.01,0.0,0.0,false
BU02000408,0.0,0.0,0.0,0.0,0.0,false
BU02000409,0.0,0.0,0.0,0.0,0.0,false
BU02000501,0.97,0.01,0.01,0.01,0.0,false
BU02000502,0.84,0.05,0.0,0.07,0.04,true
BU02000503,0.84,0.15,0.0,0.01,0.0,false
BU02000504,0.99,0.0,0.0,0.01,0.0,false
BU02000505,0.95,0.04,0.0,0.0,0.0,false
BU02000506,0.62,0.28,0.0,0.02,0.07,true
BU02000507,0.0,0.0,0.0,0.0,0.0,false
BU02000508,0.0,0.0,0.0,0.0,0.0,false
BU02000601,0.97,0.01,0.0,0.01,0.0,false
BU02000602,0.98,0.0,0.01,0.01,0.0,false
BU02000603,0.98,0.0,0.0,0.01,0.0,false
BU02000604,0.97,0.0,0.01,0.01,0.0,false
BU02000605,0.05,0.0,0.86,0.0,0.0,false
BU02000606,0.0,0.0,0.0,0.0,0.0,false
BU02000607,0.0,0.0,0.0,0.0,0.0,false
BU02000608,0.0,0.0,0.0,0.0,0.0,false
BU02000701,0.96,0.02,0.01,0.01,0.0,false
BU02000702,0.92,0.0,0.05,0.0,0.0,false
BU02000703,0.85,0.14,0.0,0.01,0.0,false
BU02000704,0.88,0.0,0.01,0.0,0.11,true
BU02000705,0.97,0.0,0.0,0.01,0.0,false
BU02000706,0.32,0.01,0.03,0.02,0.57,true
BU02000707,0.0,0.0,0.0,0.0,0.0,false
BU02000708,0.01,0.0,0.07,0.0,0.9,true
BU02000709,0.4,0.0,0.23,0.02,0.29,true
BU02000801,0.94,0.01,0.01,0.02,0.0,false
BU02000802,0.48,0.46,0.05,0.0,0.0,false
BU02000803,0.81,0.14,0.02,0.01,0.0,false
BU02000804,0.98,0.0,0.0,0.01,0.0,false
BU02000805,0.9,0.08,0.01,0.01,0.0,false
BU02000806,0.77,0.14,0.0,0.08,0.0,false
BU02000807,0.0,0.0,0.0,0.0,0.0,false
BU02000808,0.0,0.0,0.0,0.0,0.0,false
BU02000809,0.93,0.0,0.01,0.03,0.0,false
BU02001001,0.88,0.0,0.08,0.02,0.0,false
BU02001002,0.78,0.0,0.06,0.06,0.0,false
BU02001003,0.71,0.0,0.11,0.02,0.0,false
BU02001004,0.0,0.0,0.0,0.0,0.0,false
BU02001101,0.0,0.0,0.0,0.0,0.0,false
BU02001102,0.96,0.0,0.04,0.0,0.0,false
BU02001103,0.0,0.0,0.0,0.0,0.0,false
BU02001104,0.0,0.0,0.0,0.0,0.0,false
BU02001201,0.97,0.0,0.02,0.01,0.0,false
BU02001202,0.0,0.0,0.0,0.0,0.0,false
BU02001203,0.0,0.0,0.0,0.0,0.0,false
BU02001204,0.89,0.0,0.03,0.01,0.0,false
BU02001301,0.0,0.0,0.0,0.0,0.0,false
BU02001302,0.97,0.0,0.02,0.01,0.0,false
BU02001303,0.9,0.0,0.04,0.02,0.0,false
BU02001401,0.9,0.08,0.01,0.01,0.0,false
BU02001402,0.9,0.0,0.01,0.02,0.0,false
BU02001403,0.82,0.02,0.07,0.03,0.0,false
BU02001404,0.82,0.0,0.04,0.01,0.0,false
BU02001501,0.83,0.0,0.14,0.01,0.0,false
BU02001502,0.88,0.0,0.02,0.02,0.0,false
BU02001503,0.0,0.0,0.0,0.0,0.0,false
BU02001601,0.0,0.0,0.0,0.0,0.0,false
BU02001602,0.98,0.0,0.02,0.0,0.0,false
BU02001603,0.84,0.0,0.06,0.02,0.0,false
BU02001604,0.0,0.0,0.0,0.0,0.0,false
BU02001701,0.94,0.0,0.03,0.04,0.0,false
BU02001702,0.0,0.0,0.0,0.0,0.0,false
BU02001703,0.0,0.0,0.0,0.0,0.0,false
BU02001704,0.84,0.0,0.05,0.04,0.0,false
BU02001705,0.91,0.0,0.04,0.02,0.0,false
BU02001706,0.82,0.0,0.03,0.05,0.0,false
BU02020100,0.67,0.0,0.07,0.0,0.23,true
BU02020101,0.67,0.15,0.05,0.0,0.11,true
BU02020102,0.67,0.08,0.04,0.0,0.0,false
BU02020103,0.65,0.13,0.2,0.0,0.0,false
BU02020104,0.35,0.3,0.0,0.0,0.0,false
BU02020170,0.63,0.16,0.15,0.0,0.0,false
BU02020210,0.83,0.13,0.0,0.0,0.0,false
BU02020211,0.87,0.09,0.0,0.0,0.0,false
BU02020212,0.77,0.16,0.01,0.0,0.0,false
BU02020314,0.85,0.07,0.0,0.0,0.08,true
BU02020320,0.95,0.0,0.0,0.05,0.0,false
BU02020321,1.0,0.0,0.0,0.0,0.0,false
BU02020322,0.0,0.0,0.0,0.0,0.0,false
BU02020338,0.0,0.0,0.0,0.0,0.0,false
BU02020339,0.85,0.0,0.0,0.0,0.0,false
BU02020423,0.34,0.0,0.03,0.05,0.46,true
BU02020424,0.25,0.0,0.04,0.0,0.71,true
BU02020425,0.84,0.09,0.05,0.0,0.0,false
BU02020526,0.61,0.35,0.0,0.0,0.0,false
BU02020527,0.98,0.0,0.01,0.01,0.0,false
BU02020528,0.14,0.09,0.0,0.0,0.77,true
BU02020529,0.0,0.0,0.0,0.0,0.0,false
BU02020630,0.99,0.0,0.0,0.0,0.0,false
BU02020631,0.98,0.01,0.0,0.0,0.0,false
BU02020650,0.98,0.0,0.0,0.01,0.0,false
BU02020732,0.89,0.09,0.0,0.0,0.0,false
BU02020733,0.97,0.01,0.0,0.0,0.0,false
BU02020734,0.99,0.0,0.0,0.0,0.0,false
BU02020735,0.91,0.04,0.05,0.0,0.0,false
BU02020840,0.47,0.05,0.43,0.0,0.03,true
BU02020841,0.83,0.04,0.09,0.0,0.0,false
BU02020842,0.44,0.53,0.03,0.0,0.0,false
