scenario,scenario_name,iteration,year,nbh_in_grid_congestion_perc,nbh_with_dh_perc,heating_system,ownership,installed_current,installed_annually,removed_annually,installed_cumulative,considered_annually,avg_att,avg_util,avg_sub_norm,avg_eac,avg_pbc,SLF,ELF,GRR,DHCT,DHES,SHAES,DHCO,GCHPB
1,baseline,1,2024,0.0,0.0,NATURAL_GAS_BOILER,TOTAL,473537,473537,0,473537,0,0.0,0.0,0.0,0.0,0.0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2025,0.0,0.024943310657596373,NATURAL_GAS_BOILER,TOTAL,467252,36180,42465,509717,90154,0.2861026590788736,0.6524438527838988,0.9997632838957601,1965.2808416709186,0.7821697039191614,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2026,0.0,0.024943310657596373,NATURAL_GAS_BOILER,TOTAL,459061,40638,48829,550355,83802,0.29121477748452174,0.6487732678778626,0.9552172026724428,1932.3165795565737,0.7809540571115923,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2027,0.0,0.024943310657596373,NATURAL_GAS_BOILER,TOTAL,451370,29602,37293,579957,79233,0.2996353789056435,0.6620365819252031,0.9282931631285272,1915.467974202668,0.8021093827703163,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2028,0.0,0.024943310657596373,NATURAL_GAS_BOILER,TOTAL,441090,33473,43753,613430,77739,0.30331350770488447,0.6580079403937105,0.9445493446182406,1925.832413589061,0.7931148655870814,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2029,0.0,0.024943310657596373,NATURAL_GAS_BOILER,TOTAL,429080,28564,40574,641994,74529,0.30783361517123253,0.6495980532601875,0.9057175958332245,1909.6629365750246,0.7842239766183108,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2030,0.0,0.04195011337868481,NATURAL_GAS_BOILER,TOTAL,411359,24305,42026,666299,71148,0.3113751777834975,0.6520307857081244,0.8926156183679302,1896.2173216393996,0.7886254318203098,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2031,0.0,0.06462585034013606,NATURAL_GAS_BOILER,TOTAL,396771,28845,43433,695144,67874,0.3151815061352815,0.6578806283028329,0.8775197417725845,1886.5233520935851,0.798335598198861,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2032,0.10884353741496598,0.07709750566893424,NATURAL_GAS_BOILER,TOTAL,374172,24679,47278,719823,67346,0.31515753277042474,0.6483698120291608,0.8021897311052496,1867.1525851572476,0.7934916184629722,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2033,0.41836734693877553,0.08390022675736962,NATURAL_GAS_BOILER,TOTAL,346658,19596,47110,739419,61242,0.3180501691584935,0.6405518170667004,0.7542970771714045,1857.8318474249697,0.7870280486640047,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
