scenario,scenario_name,iteration,year,nbh_in_grid_congestion_perc,nbh_with_dh_perc,heating_system,ownership,installed_current,installed_annually,removed_annually,installed_cumulative,considered_annually,avg_att,avg_util,avg_sub_norm,avg_eac,avg_pbc,SLF,ELF,GRR,DHCT,DHES,SHAES,DHCO,GCHPB
1,baseline,1,2042,0,0,NATURAL_GAS_BOILER,PRIVATELY_RENTED,30231,0,0,778571,82708,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2042,0,0,NATURAL_GAS_BOILER,SOCIAL_HOUSING,44950,0,0,778571,82708,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2042,0,0,NATURAL_GAS_BOILER,HOME_OWNER_ASSOCIATION,13976,0,0,778571,82708,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2042,0,0,NATURAL_GAS_BOILER,TOTAL,110476,5416,20482,778571,82708,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2042,0,0,NATURAL_GAS_BLOCK,PRIVATELY_OWNED,10,0,0,34090,82708,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2042,0,0,NATURAL_GAS_BLOCK,PRIVATELY_RENTED,2421,0,0,34090,82708,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2042,0,0,NATURAL_GAS_BLOCK,SOCIAL_HOUSING,0,0,0,34090,82708,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2042,0,0,NATURAL_GAS_BLOCK,HOME_OWNER_ASSOCIATION,6,0,0,34090,82708,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2042,0,0,NATURAL_GAS_BLOCK,TOTAL,2437,145,205,34090,82708,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2042,0,0,HYBRID_HEAT_PUMP,PRIVATELY_OWNED,140617,0,0,288514,82708,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2042,0,0,HYBRID_HEAT_PUMP,PRIVATELY_RENTED,38572,0,0,288514,82708,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2042,0,0,HYBRID_HEAT_PUMP,SOCIAL_HOUSING,59701,0,0,288514,82708,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2042,0,0,HYBRID_HEAT_PUMP,HOME_OWNER_ASSOCIATION,11485,0,0,288514,82708,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2042,0,0,HYBRID_HEAT_PUMP,TOTAL,250375,19875,8311,288514,82708,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2042,0,0,ELECTRIC_HEAT_PUMP,PRIVATELY_OWNED,175146,0,0,225079,82708,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2042,0,0,ELECTRIC_HEAT_PUMP,PRIVATELY_RENTED,230,0,0,225079,82708,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2042,0,0,ELECTRIC_HEAT_PUMP,SOCIAL_HOUSING,0,0,0,225079,82708,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2042,0,0,ELECTRIC_HEAT_PUMP,HOME_OWNER_ASSOCIATION,90,0,0,225079,82708,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2042,0,0,ELECTRIC_HEAT_PUMP,TOTAL,175466,13324,9099,225079,82708,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2042,0,0,DISTRICT_HEATING,PRIVATELY_OWNED,5348,0,0,13160,82708,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2042,0,0,DISTRICT_HEATING,PRIVATELY_RENTED,1010,0,0,13160,82708,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2042,0,0,DISTRICT_HEATING,SOCIAL_HOUSING,645,0,0,13160,82708,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2042,0,0,DISTRICT_HEATING,HOME_OWNER_ASSOCIATION,0,0,0,13160,82708,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2042,0,0,DISTRICT_HEATING,TOTAL,7003,79,742,13160,82708,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
1,baseline,1,2043,0,0,NATURAL_GAS_BOILER,PRIVATELY_OWNED,16412,0,0,783527,87249,0,0,0,0,0,MEDIUM,MEDIUM,MEDIUM,5,COST_BASED,COST_BASED,false,false
